Cuenta_ID,Transaccion_ID,Código_Alerta,Descripción,Fecha_Alerta
1517,2132,A101,Sospecha de fraude,2023-05-14
2650,2581,C303,Sospecha de fraude,2021-01-28
1981,307,A101,Sospecha de fraude,2020-10-29
2783,3157,C303,Intento de phishing,2022-06-17
552,1710,A101,Sospecha de fraude,2020-08-21
108,3265,C303,Sospecha de fraude,2020-05-01
1876,2966,B202,Intento de phishing,2023-10-05
837,3459,C303,Sospecha de fraude,2020-07-31
2624,957,B202,Sospecha de fraude,2022-02-18
1386,4880,B202,Sospecha de fraude,2021-09-19
1298,293,B202,Sospecha de fraude,2022-06-04
2926,4476,C303,Intento de phishing,2023-07-04
1680,3938,C303,Intento de phishing,2022-09-21
2915,3993,A101,Intento de phishing,2022-10-12
2074,4157,A101,Intento de phishing,2020-07-15
923,4794,A101,Intento de phishing,2022-11-30
1854,3273,A101,Intento de phishing,2023-05-30
1851,1085,B202,Sospecha de fraude,2022-01-24
1793,2007,B202,Sospecha de fraude,2020-04-05
1582,1082,C303,Intento de phishing,2021-11-16
178,2587,A101,Sospecha de fraude,2020-03-12
2721,2420,A101,Sospecha de fraude,2020-02-13
2303,746,C303,Sospecha de fraude,2022-01-16
389,2233,A101,Intento de phishing,2023-09-10
1353,3553,B202,Sospecha de fraude,2021-10-06
469,1478,B202,Intento de phishing,2020-07-08
2405,2308,A101,Intento de phishing,2023-05-07
2755,801,C303,Sospecha de fraude,2023-05-24
589,2584,B202,Sospecha de fraude,2021-02-05
1607,1248,A101,Intento de phishing,2021-04-14
1718,3015,B202,Intento de phishing,2021-01-09
383,1772,A101,Sospecha de fraude,2023-09-20
1477,2173,A101,Sospecha de fraude,2021-11-15
2235,321,B202,Sospecha de fraude,2022-06-04
462,1659,C303,Intento de phishing,2023-10-11
348,1957,A101,Intento de phishing,2021-08-15
2019,1848,B202,Intento de phishing,2020-11-30
2307,615,C303,Sospecha de fraude,2021-10-26
1879,4423,A101,Intento de phishing,2021-09-29
851,1356,C303,Sospecha de fraude,2020-11-23
2915,2773,A101,Intento de phishing,2022-06-07
993,4348,C303,Intento de phishing,2021-08-07
1722,1519,B202,Sospecha de fraude,2020-02-06
1875,2402,A101,Intento de phishing,2022-03-04
631,3923,C303,Intento de phishing,2023-05-14
1872,1184,A101,Intento de phishing,2020-12-27
506,4293,C303,Intento de phishing,2021-03-25
1191,3147,C303,Intento de phishing,2021-01-10
1230,2337,C303,Intento de phishing,2023-10-27
542,2224,B202,Sospecha de fraude,2020-04-13
745,3180,A101,Intento de phishing,2021-05-06
1281,1815,A101,Intento de phishing,2023-02-28
532,2350,C303,Intento de phishing,2021-01-13
1932,659,A101,Sospecha de fraude,2020-03-25
1502,3073,A101,Intento de phishing,2022-05-06
172,223,B202,Sospecha de fraude,2021-10-18
1618,4355,A101,Sospecha de fraude,2020-07-11
2033,1797,C303,Sospecha de fraude,2023-05-31
1108,4784,B202,Sospecha de fraude,2023-11-01
1019,4265,A101,Intento de phishing,2022-05-25
597,1339,C303,Intento de phishing,2023-10-26
1721,542,C303,Sospecha de fraude,2023-08-02
2106,65,A101,Sospecha de fraude,2021-03-02
2015,18,B202,Sospecha de fraude,2020-06-15
1250,1997,A101,Intento de phishing,2020-02-27
2794,2257,B202,Sospecha de fraude,2021-12-02
2110,916,C303,Sospecha de fraude,2020-01-08
907,2928,C303,Intento de phishing,2020-10-17
1402,1622,A101,Sospecha de fraude,2023-11-03
2165,4698,A101,Intento de phishing,2023-04-10
1248,2547,C303,Sospecha de fraude,2023-05-17
523,946,A101,Sospecha de fraude,2021-06-09
95,2583,C303,Sospecha de fraude,2022-07-27
2734,3632,A101,Intento de phishing,2023-01-05
1026,2198,B202,Sospecha de fraude,2020-03-02
1336,1622,A101,Sospecha de fraude,2021-05-28
2132,160,C303,Sospecha de fraude,2021-04-11
590,1693,C303,Sospecha de fraude,2020-03-24
964,3993,B202,Intento de phishing,2022-04-15
1790,4871,C303,Sospecha de fraude,2020-11-12
2898,881,B202,Intento de phishing,2023-02-27
1896,3914,A101,Intento de phishing,2020-01-31
491,4035,A101,Intento de phishing,2021-10-16
464,1517,A101,Intento de phishing,2022-01-18
2185,1956,A101,Intento de phishing,2021-11-18
2175,1839,A101,Intento de phishing,2020-03-02
505,2595,B202,Intento de phishing,2021-05-05
2295,865,C303,Sospecha de fraude,2023-02-14
2152,455,B202,Sospecha de fraude,2022-03-17
1708,3647,C303,Sospecha de fraude,2020-08-21
2754,975,C303,Intento de phishing,2022-07-10
1625,759,B202,Intento de phishing,2022-12-22
604,1170,B202,Intento de phishing,2021-01-31
917,2587,C303,Sospecha de fraude,2022-07-21
383,335,A101,Intento de phishing,2023-02-11
107,2049,B202,Sospecha de fraude,2020-05-21
1669,3518,B202,Sospecha de fraude,2021-11-23
2143,809,A101,Intento de phishing,2021-06-21
1145,569,A101,Intento de phishing,2022-03-03
1572,816,B202,Intento de phishing,2021-09-20
492,3952,A101,Sospecha de fraude,2021-09-02
978,4808,C303,Intento de phishing,2023-10-03
184,1914,B202,Sospecha de fraude,2020-01-20
1569,1188,A101,Sospecha de fraude,2020-07-10
1667,3926,C303,Intento de phishing,2022-04-19
513,3627,B202,Sospecha de fraude,2022-09-01
1178,3364,B202,Intento de phishing,2020-09-02
1349,1871,A101,Sospecha de fraude,2022-10-14
546,529,B202,Intento de phishing,2022-03-09
1710,147,A101,Sospecha de fraude,2021-02-15
1989,2754,B202,Intento de phishing,2022-01-28
1211,4220,C303,Intento de phishing,2022-09-13
548,3168,C303,Intento de phishing,2023-09-29
1953,4314,A101,Sospecha de fraude,2022-01-13
1913,4808,B202,Intento de phishing,2020-03-03
426,477,C303,Sospecha de fraude,2022-08-20
1518,2701,A101,Intento de phishing,2020-05-04
2338,2008,A101,Intento de phishing,2021-04-30
506,1899,C303,Sospecha de fraude,2021-06-02
1977,2826,B202,Sospecha de fraude,2022-08-04
458,2606,A101,Sospecha de fraude,2023-02-22
2543,1459,C303,Intento de phishing,2021-01-01
134,1094,B202,Sospecha de fraude,2021-05-16
599,1042,B202,Sospecha de fraude,2022-04-04
951,543,B202,Intento de phishing,2022-07-23
1498,4158,C303,Intento de phishing,2021-06-05
1278,2377,C303,Intento de phishing,2022-07-28
595,4680,B202,Intento de phishing,2023-02-28
2687,3168,B202,Intento de phishing,2022-01-08
2282,3982,B202,Intento de phishing,2021-10-01
521,2921,A101,Sospecha de fraude,2020-05-25
1776,2454,C303,Intento de phishing,2023-10-20
2557,1633,B202,Sospecha de fraude,2022-05-29
167,992,B202,Sospecha de fraude,2023-09-02
2065,1720,B202,Intento de phishing,2021-07-31
185,735,A101,Sospecha de fraude,2023-02-20
2422,3618,A101,Intento de phishing,2021-07-16
2752,4644,B202,Sospecha de fraude,2021-02-24
1566,1902,B202,Intento de phishing,2020-02-05
2812,1515,A101,Intento de phishing,2022-07-28
884,1732,C303,Intento de phishing,2023-03-28
2669,1041,A101,Sospecha de fraude,2023-05-17
785,969,B202,Sospecha de fraude,2020-06-11
2625,3733,C303,Intento de phishing,2022-04-05
427,3352,A101,Intento de phishing,2021-02-06
367,228,B202,Intento de phishing,2020-01-16
891,4153,B202,Intento de phishing,2023-09-23
2774,2349,C303,Intento de phishing,2021-01-01
768,4638,C303,Sospecha de fraude,2022-04-13
791,3281,C303,Sospecha de fraude,2023-01-15
2914,2170,C303,Intento de phishing,2020-04-24
387,3785,C303,Sospecha de fraude,2021-12-28
1184,2583,C303,Sospecha de fraude,2022-07-29
368,754,C303,Sospecha de fraude,2020-05-06
1889,4289,B202,Sospecha de fraude,2020-02-09
1607,1516,A101,Sospecha de fraude,2022-04-23
267,1914,B202,Intento de phishing,2022-02-04
1713,2120,B202,Intento de phishing,2022-04-18
1559,597,C303,Intento de phishing,2022-02-11
2811,2079,B202,Intento de phishing,2023-12-14
484,1278,B202,Sospecha de fraude,2023-05-01
2745,2652,A101,Intento de phishing,2021-05-18
2323,4486,C303,Intento de phishing,2023-08-15
76,2546,B202,Intento de phishing,2022-12-25
1097,1734,B202,Intento de phishing,2023-07-16
2729,3618,A101,Intento de phishing,2021-01-19
444,3869,C303,Intento de phishing,2023-02-23
2947,3721,B202,Sospecha de fraude,2022-07-16
1339,2911,C303,Sospecha de fraude,2023-05-21
1015,2177,A101,Intento de phishing,2021-12-15
1093,286,A101,Sospecha de fraude,2022-08-30
2544,4196,A101,Sospecha de fraude,2022-06-29
762,1706,B202,Sospecha de fraude,2020-09-29
157,1690,B202,Intento de phishing,2022-09-25
1461,2711,B202,Sospecha de fraude,2022-09-11
1437,4455,A101,Sospecha de fraude,2020-11-09
742,1275,B202,Intento de phishing,2022-03-14
2011,238,B202,Sospecha de fraude,2023-07-05
477,2903,C303,Sospecha de fraude,2023-03-17
39,2629,A101,Sospecha de fraude,2022-09-05
1150,3664,A101,Sospecha de fraude,2021-11-20
1776,2564,B202,Intento de phishing,2023-10-12
1656,4886,B202,Intento de phishing,2023-03-17
43,150,A101,Sospecha de fraude,2020-11-06
1029,3140,B202,Intento de phishing,2021-06-22
1833,4111,A101,Sospecha de fraude,2021-05-22
2912,3739,A101,Sospecha de fraude,2022-01-21
177,2516,A101,Intento de phishing,2023-04-15
2318,4297,A101,Sospecha de fraude,2022-04-27
408,2716,C303,Intento de phishing,2021-03-22
1440,3434,B202,Intento de phishing,2023-08-12
1659,1292,C303,Sospecha de fraude,2022-12-11
2312,1848,A101,Intento de phishing,2020-12-16
369,4245,B202,Intento de phishing,2022-05-08
308,4682,B202,Sospecha de fraude,2023-07-03
899,4421,A101,Sospecha de fraude,2020-08-25
1844,3090,B202,Intento de phishing,2021-01-15
470,4153,A101,Intento de phishing,2023-01-05
2202,1404,C303,Sospecha de fraude,2020-02-08
2401,631,C303,Sospecha de fraude,2022-09-08
2750,130,C303,Sospecha de fraude,2021-01-01
62,3777,B202,Intento de phishing,2020-06-06
1966,285,A101,Sospecha de fraude,2023-07-31
752,4080,B202,Sospecha de fraude,2021-03-16
1370,1655,A101,Sospecha de fraude,2023-02-26
468,422,C303,Sospecha de fraude,2020-07-01
1124,4507,B202,Intento de phishing,2021-06-27
2638,2809,B202,Sospecha de fraude,2020-04-03
998,3666,B202,Sospecha de fraude,2022-09-15
2651,3095,C303,Sospecha de fraude,2021-03-31
1276,1049,B202,Intento de phishing,2020-08-16
1850,336,B202,Intento de phishing,2022-12-15
1338,2540,A101,Sospecha de fraude,2022-11-01
1634,4040,B202,Sospecha de fraude,2021-09-15
456,1047,A101,Intento de phishing,2021-09-13
209,2220,B202,Intento de phishing,2020-09-22
396,4962,B202,Intento de phishing,2022-04-08
530,1167,A101,Sospecha de fraude,2022-05-10
158,2813,C303,Sospecha de fraude,2023-06-25
2382,2097,C303,Sospecha de fraude,2023-02-02
2804,3886,C303,Sospecha de fraude,2021-04-11
2485,629,A101,Intento de phishing,2020-01-05
1468,3963,B202,Intento de phishing,2023-09-26
750,2799,B202,Sospecha de fraude,2022-05-05
1264,3049,A101,Intento de phishing,2022-01-27
2647,2228,B202,Intento de phishing,2020-05-14
2917,1598,A101,Sospecha de fraude,2020-01-28
1957,3537,A101,Sospecha de fraude,2020-07-12
2426,808,C303,Intento de phishing,2020-04-02
198,1022,B202,Intento de phishing,2021-04-09
193,4136,B202,Sospecha de fraude,2023-08-12
1206,4796,C303,Sospecha de fraude,2023-10-04
319,3832,C303,Sospecha de fraude,2020-05-15
2405,353,C303,Sospecha de fraude,2021-10-09
1240,2290,C303,Intento de phishing,2023-08-31
2255,1680,A101,Sospecha de fraude,2022-05-16
435,1999,C303,Sospecha de fraude,2023-03-16
90,2219,A101,Sospecha de fraude,2023-09-25
898,3696,B202,Sospecha de fraude,2023-04-03
2867,3182,C303,Sospecha de fraude,2022-02-13
2582,23,B202,Intento de phishing,2022-01-15
1191,2027,B202,Intento de phishing,2021-09-12
1918,1035,A101,Intento de phishing,2023-02-11
1506,4969,B202,Sospecha de fraude,2021-11-14
1211,4414,C303,Sospecha de fraude,2020-10-11
1922,755,B202,Sospecha de fraude,2020-04-19
110,1726,A101,Intento de phishing,2022-09-13
2780,665,B202,Intento de phishing,2023-03-07
2139,3629,C303,Intento de phishing,2022-11-23
2486,99,B202,Intento de phishing,2023-07-27
1895,2846,C303,Intento de phishing,2023-08-01
1441,1812,A101,Sospecha de fraude,2020-08-02
2311,106,C303,Sospecha de fraude,2020-08-26
479,3465,A101,Sospecha de fraude,2023-11-29
24,1477,C303,Intento de phishing,2020-01-27
2871,3999,B202,Sospecha de fraude,2021-11-05
1741,3603,C303,Sospecha de fraude,2021-08-21
1298,4250,A101,Intento de phishing,2022-06-22
2776,504,A101,Intento de phishing,2023-10-28
1012,2510,C303,Intento de phishing,2022-04-15
2873,633,B202,Intento de phishing,2020-03-20
10,3468,A101,Intento de phishing,2022-06-22
883,4419,A101,Intento de phishing,2023-01-09
104,3179,C303,Sospecha de fraude,2022-01-09
2189,2283,A101,Sospecha de fraude,2021-08-12
2462,1307,B202,Intento de phishing,2022-07-18
1913,4877,B202,Intento de phishing,2021-02-18
2185,1104,A101,Sospecha de fraude,2020-10-26
896,3419,A101,Intento de phishing,2023-08-07
2288,3144,A101,Sospecha de fraude,2023-03-15
1276,2268,B202,Sospecha de fraude,2022-07-27
1136,686,C303,Sospecha de fraude,2020-07-03
1640,2415,A101,Intento de phishing,2021-07-16
606,3219,B202,Intento de phishing,2022-12-16
2987,1687,A101,Intento de phishing,2020-10-31
1304,1041,C303,Intento de phishing,2021-04-09
1059,3863,A101,Sospecha de fraude,2021-03-25
1572,2161,C303,Sospecha de fraude,2020-02-17
2490,609,C303,Intento de phishing,2020-11-26
2294,3511,C303,Sospecha de fraude,2022-06-28
2698,840,A101,Sospecha de fraude,2020-02-12
2172,4951,B202,Intento de phishing,2022-07-24
2357,2630,B202,Sospecha de fraude,2022-01-26
1170,974,B202,Intento de phishing,2022-08-06
155,3051,A101,Intento de phishing,2023-05-08
2791,1045,B202,Intento de phishing,2023-09-12
438,898,C303,Intento de phishing,2023-05-15
2819,2833,A101,Intento de phishing,2020-07-09
945,949,B202,Intento de phishing,2022-01-27
410,3716,B202,Sospecha de fraude,2021-12-06
1102,4980,B202,Sospecha de fraude,2022-03-23
789,582,C303,Intento de phishing,2020-07-23
1617,1770,B202,Intento de phishing,2023-07-10
1863,3802,B202,Intento de phishing,2020-12-30
2777,4668,C303,Intento de phishing,2021-06-27
1710,337,A101,Sospecha de fraude,2021-01-17
1503,2216,A101,Intento de phishing,2020-04-22
469,2283,C303,Sospecha de fraude,2022-07-07
1528,2521,C303,Intento de phishing,2020-09-18
570,1939,B202,Sospecha de fraude,2021-07-01
913,1524,C303,Intento de phishing,2021-08-16
711,4199,A101,Intento de phishing,2020-10-06
2410,2643,A101,Sospecha de fraude,2023-10-25
114,4367,A101,Intento de phishing,2023-01-26
1365,2207,C303,Intento de phishing,2023-07-23
2774,1424,A101,Intento de phishing,2021-02-10
725,1602,C303,Intento de phishing,2023-05-17
131,1054,C303,Intento de phishing,2020-04-22
2011,3257,C303,Sospecha de fraude,2021-08-14
26,3677,A101,Intento de phishing,2021-12-11
2515,2617,A101,Sospecha de fraude,2023-01-13
1908,680,A101,Intento de phishing,2023-03-02
2687,3606,A101,Sospecha de fraude,2023-06-10
2281,4264,C303,Sospecha de fraude,2022-02-13
93,644,C303,Sospecha de fraude,2021-06-27
2012,1837,C303,Sospecha de fraude,2021-07-19
1910,3415,B202,Sospecha de fraude,2022-01-02
239,163,C303,Sospecha de fraude,2021-08-13
986,4229,A101,Intento de phishing,2023-06-25
72,4816,B202,Sospecha de fraude,2021-08-25
1314,26,A101,Intento de phishing,2020-09-19
2734,2439,B202,Intento de phishing,2020-06-08
2315,1628,A101,Sospecha de fraude,2021-09-22
1454,4746,C303,Sospecha de fraude,2021-04-02
1256,832,B202,Sospecha de fraude,2022-01-22
403,4012,C303,Sospecha de fraude,2021-08-06
2016,1891,C303,Intento de phishing,2022-07-31
2193,1868,A101,Sospecha de fraude,2020-01-05
79,1966,B202,Sospecha de fraude,2022-07-07
1259,3909,B202,Sospecha de fraude,2023-12-01
897,2396,C303,Sospecha de fraude,2022-08-03
1287,836,A101,Intento de phishing,2023-06-03
305,4092,A101,Sospecha de fraude,2023-03-11
2097,1231,B202,Intento de phishing,2021-07-22
693,3899,B202,Sospecha de fraude,2021-08-03
1095,3692,B202,Sospecha de fraude,2023-10-23
1867,223,B202,Intento de phishing,2022-05-04
485,4898,C303,Sospecha de fraude,2021-01-27
1779,4783,A101,Intento de phishing,2022-03-10
2441,2185,B202,Intento de phishing,2020-10-31
315,649,B202,Sospecha de fraude,2021-03-02
2110,1593,A101,Intento de phishing,2020-09-01
2216,3413,C303,Sospecha de fraude,2022-02-04
2841,1969,A101,Intento de phishing,2022-05-01
1613,4281,C303,Sospecha de fraude,2020-10-03
1604,4308,B202,Sospecha de fraude,2022-06-30
800,2425,A101,Sospecha de fraude,2021-01-24
387,2028,A101,Sospecha de fraude,2021-04-09
358,3292,B202,Intento de phishing,2022-03-20
2497,3405,B202,Intento de phishing,2022-03-04
300,3294,A101,Intento de phishing,2021-04-16
2308,2335,C303,Intento de phishing,2020-08-30
1966,4290,C303,Intento de phishing,2022-11-16
1648,903,B202,Sospecha de fraude,2023-05-11
1451,4866,C303,Intento de phishing,2021-04-23
981,2923,C303,Intento de phishing,2022-08-15
1530,3146,B202,Sospecha de fraude,2023-07-02
659,1507,C303,Sospecha de fraude,2021-04-19
1348,4651,B202,Intento de phishing,2020-09-29
726,28,B202,Intento de phishing,2021-11-26
2633,1794,A101,Intento de phishing,2021-08-05
2699,2320,C303,Intento de phishing,2020-01-07
829,1237,B202,Intento de phishing,2020-01-25
187,1075,C303,Intento de phishing,2023-04-14
894,3748,A101,Sospecha de fraude,2023-10-18
815,1944,B202,Sospecha de fraude,2021-08-05
571,3914,B202,Intento de phishing,2020-02-16
745,3096,C303,Sospecha de fraude,2020-11-29
595,2850,B202,Intento de phishing,2023-06-13
741,4063,B202,Intento de phishing,2020-03-28
518,4102,A101,Sospecha de fraude,2021-12-04
211,4580,B202,Sospecha de fraude,2022-07-17
2193,109,C303,Sospecha de fraude,2023-05-16
397,888,C303,Sospecha de fraude,2022-01-05
873,4229,B202,Sospecha de fraude,2021-01-15
1406,4267,A101,Intento de phishing,2020-05-22
622,1051,C303,Sospecha de fraude,2020-10-15
1182,3550,B202,Sospecha de fraude,2020-05-26
1721,944,C303,Sospecha de fraude,2022-09-15
1592,4006,B202,Sospecha de fraude,2023-06-01
1171,23,C303,Intento de phishing,2021-01-08
2088,4125,A101,Intento de phishing,2021-10-08
2373,1188,B202,Intento de phishing,2021-09-02
2713,4213,A101,Sospecha de fraude,2021-07-14
1967,226,C303,Intento de phishing,2022-08-24
1160,423,B202,Sospecha de fraude,2023-11-09
1365,4436,A101,Sospecha de fraude,2020-11-05
1175,1285,A101,Sospecha de fraude,2023-03-06
1005,177,A101,Intento de phishing,2020-09-04
1717,1323,C303,Sospecha de fraude,2021-01-07
817,4623,B202,Sospecha de fraude,2020-10-27
975,879,C303,Intento de phishing,2022-07-20
2114,3844,C303,Sospecha de fraude,2023-01-03
115,308,C303,Sospecha de fraude,2023-06-22
98,4296,B202,Intento de phishing,2020-01-29
1950,990,C303,Sospecha de fraude,2022-03-23
2365,3451,B202,Sospecha de fraude,2020-03-28
1600,780,A101,Sospecha de fraude,2021-04-15
1338,4993,C303,Sospecha de fraude,2023-08-06
310,4982,B202,Sospecha de fraude,2022-08-07
661,2031,B202,Intento de phishing,2021-03-10
64,2962,B202,Sospecha de fraude,2022-07-29
915,4468,B202,Intento de phishing,2020-12-06
2795,602,B202,Intento de phishing,2021-04-23
636,383,A101,Intento de phishing,2022-12-28
54,4927,B202,Intento de phishing,2023-04-11
1689,1655,A101,Sospecha de fraude,2020-05-01
37,4622,B202,Sospecha de fraude,2022-08-04
1899,2256,A101,Sospecha de fraude,2020-07-05
2018,4273,A101,Intento de phishing,2021-01-27
2992,2265,C303,Intento de phishing,2023-11-21
707,4449,B202,Intento de phishing,2022-03-15
2769,2754,B202,Intento de phishing,2022-09-20
897,1741,A101,Intento de phishing,2020-07-09
1400,1536,C303,Intento de phishing,2023-01-31
557,1227,C303,Sospecha de fraude,2023-08-06
1397,1162,A101,Intento de phishing,2023-10-24
1162,3632,A101,Intento de phishing,2023-08-01
1687,2793,A101,Sospecha de fraude,2020-10-17
1057,3681,A101,Sospecha de fraude,2021-05-22
2916,2533,C303,Intento de phishing,2022-11-10
1557,2084,C303,Sospecha de fraude,2023-10-05
1871,3488,C303,Sospecha de fraude,2020-03-04
2875,2919,A101,Sospecha de fraude,2021-08-18
1061,165,C303,Sospecha de fraude,2021-08-07
1929,2788,A101,Intento de phishing,2020-02-07
872,4485,C303,Intento de phishing,2023-03-19
2115,3327,A101,Intento de phishing,2021-06-12
2746,2170,B202,Intento de phishing,2020-06-01
277,3862,C303,Intento de phishing,2021-11-19
1487,3040,C303,Intento de phishing,2021-01-30
803,1562,A101,Intento de phishing,2022-03-07
2816,4802,A101,Intento de phishing,2023-12-09
1684,4215,C303,Intento de phishing,2022-02-27
2109,1144,B202,Intento de phishing,2020-09-03
2808,342,B202,Intento de phishing,2022-07-06
1036,2973,A101,Intento de phishing,2021-09-25
833,2949,B202,Sospecha de fraude,2023-08-22
57,1591,C303,Sospecha de fraude,2023-05-10
2529,4665,B202,Intento de phishing,2023-04-18
1111,3806,C303,Sospecha de fraude,2020-07-02
225,3042,B202,Intento de phishing,2021-08-27
470,621,A101,Sospecha de fraude,2022-12-10
2845,968,C303,Sospecha de fraude,2022-02-03
677,1174,C303,Sospecha de fraude,2021-03-18
1411,1245,B202,Sospecha de fraude,2022-06-07
1434,1863,B202,Sospecha de fraude,2020-01-29
960,850,C303,Sospecha de fraude,2020-05-27
2961,2928,B202,Intento de phishing,2021-07-04
2933,4714,A101,Sospecha de fraude,2021-11-02
413,198,B202,Sospecha de fraude,2020-04-15
704,4420,C303,Sospecha de fraude,2021-01-01
1137,839,A101,Sospecha de fraude,2023-07-04
971,3603,C303,Sospecha de fraude,2021-12-07
1503,2609,C303,Intento de phishing,2021-02-07
1182,3012,A101,Intento de phishing,2021-06-25
1521,1604,C303,Sospecha de fraude,2020-06-23
2765,3875,C303,Sospecha de fraude,2023-12-30
2298,4160,B202,Intento de phishing,2022-01-27
1131,1337,A101,Sospecha de fraude,2021-03-01
913,1354,B202,Intento de phishing,2022-04-14
913,2226,A101,Intento de phishing,2020-02-13
2521,4712,C303,Sospecha de fraude,2021-03-12
2386,4825,C303,Sospecha de fraude,2020-09-12
187,4161,B202,Intento de phishing,2022-06-15
2648,647,A101,Intento de phishing,2023-06-21
2823,1180,C303,Sospecha de fraude,2023-11-06
1654,4891,C303,Intento de phishing,2022-09-03
2302,3259,C303,Sospecha de fraude,2022-10-28
804,280,B202,Sospecha de fraude,2020-03-06
1371,434,B202,Sospecha de fraude,2020-04-17
94,2735,A101,Sospecha de fraude,2022-01-28
806,2373,C303,Intento de phishing,2023-06-19
299,4278,B202,Intento de phishing,2020-03-25
2061,2550,C303,Intento de phishing,2023-09-29
1029,3700,B202,Intento de phishing,2020-04-20
2140,1500,B202,Sospecha de fraude,2023-06-13
2810,3363,B202,Sospecha de fraude,2023-09-11
332,4377,B202,Intento de phishing,2021-11-05
2142,547,B202,Sospecha de fraude,2021-11-08
2416,2251,A101,Intento de phishing,2023-08-03
2751,3797,B202,Sospecha de fraude,2023-02-10
2331,1571,C303,Sospecha de fraude,2021-01-19
1069,3239,B202,Intento de phishing,2022-05-29
2292,2009,C303,Intento de phishing,2023-04-15
884,1738,B202,Sospecha de fraude,2022-10-06
2925,3457,B202,Sospecha de fraude,2021-03-12
1188,4858,B202,Sospecha de fraude,2021-09-05
2530,2350,B202,Intento de phishing,2023-08-28
2260,249,C303,Intento de phishing,2020-09-07
2324,4531,A101,Intento de phishing,2022-05-24
581,2855,A101,Sospecha de fraude,2023-11-13
277,4657,C303,Intento de phishing,2023-02-19
2805,2781,A101,Sospecha de fraude,2021-09-29
1533,2999,C303,Intento de phishing,2022-01-07
775,4396,B202,Sospecha de fraude,2021-10-30
1796,357,A101,Sospecha de fraude,2020-05-23
639,144,A101,Intento de phishing,2023-06-10
1579,1748,C303,Sospecha de fraude,2020-04-22
1620,1080,B202,Intento de phishing,2023-06-12
822,672,A101,Sospecha de fraude,2021-10-02
1079,4247,B202,Sospecha de fraude,2020-05-05
406,2324,A101,Sospecha de fraude,2021-06-20
2798,2195,A101,Intento de phishing,2020-01-08
1406,3136,C303,Sospecha de fraude,2021-06-08
2781,618,A101,Intento de phishing,2020-01-28
1702,3373,B202,Sospecha de fraude,2022-04-11
1068,4746,B202,Sospecha de fraude,2021-08-16
426,3105,A101,Sospecha de fraude,2021-04-10
758,4761,A101,Sospecha de fraude,2020-10-11
1949,599,A101,Intento de phishing,2022-02-08
2975,4254,C303,Sospecha de fraude,2023-05-26
1062,4794,B202,Intento de phishing,2023-09-22
995,2741,A101,Intento de phishing,2020-10-22
1729,3333,B202,Sospecha de fraude,2021-11-12
2661,1820,B202,Intento de phishing,2020-09-07
2913,3394,B202,Intento de phishing,2022-07-01
1308,4615,A101,Sospecha de fraude,2023-12-28
2575,1174,C303,Intento de phishing,2022-04-13
760,2259,B202,Sospecha de fraude,2020-01-10
721,1708,C303,Sospecha de fraude,2022-02-13
1324,3055,C303,Intento de phishing,2021-05-12
2065,1629,A101,Intento de phishing,2023-05-08
2358,3240,B202,Intento de phishing,2022-02-03
1177,1399,A101,Intento de phishing,2021-01-09
2341,1463,C303,Sospecha de fraude,2022-03-23
311,4281,A101,Intento de phishing,2022-09-02
1864,3994,C303,Sospecha de fraude,2020-07-30
1234,4393,B202,Sospecha de fraude,2021-01-24
854,4233,B202,Intento de phishing,2020-02-23
2009,513,C303,Intento de phishing,2023-12-14
531,1461,C303,Sospecha de fraude,2023-09-29
407,2492,B202,Sospecha de fraude,2022-08-23
1260,1288,A101,Sospecha de fraude,2020-04-05
2754,2065,B202,Intento de phishing,2023-12-19
898,1664,A101,Intento de phishing,2022-12-29
138,1051,C303,Sospecha de fraude,2023-10-17
1787,2882,C303,Intento de phishing,2023-01-04
1892,2399,A101,Sospecha de fraude,2020-12-07
1901,4107,C303,Intento de phishing,2021-03-18
2595,3048,B202,Intento de phishing,2022-02-18
2894,1673,A101,Intento de phishing,2020-05-26
1951,2665,A101,Intento de phishing,2022-10-16
637,1933,B202,Sospecha de fraude,2022-05-04
1095,3398,C303,Sospecha de fraude,2022-01-21
68,342,A101,Intento de phishing,2022-05-03
2527,1085,B202,Sospecha de fraude,2020-09-03
695,1865,B202,Sospecha de fraude,2022-09-24
2443,854,B202,Sospecha de fraude,2023-10-13
2965,292,C303,Sospecha de fraude,2023-12-03
1930,2553,C303,Intento de phishing,2023-10-31
1286,1272,B202,Sospecha de fraude,2020-06-13
1845,884,C303,Intento de phishing,2020-11-04
1943,3200,B202,Intento de phishing,2022-03-01
1772,1241,A101,Intento de phishing,2022-03-21
18,1547,A101,Sospecha de fraude,2021-08-04
2504,4406,B202,Sospecha de fraude,2023-06-19
1541,3180,B202,Sospecha de fraude,2022-07-24
1876,2478,B202,Intento de phishing,2023-04-01
228,1527,C303,Sospecha de fraude,2020-04-06
353,2907,B202,Intento de phishing,2022-07-12
1548,4608,C303,Intento de phishing,2022-03-25
741,3283,A101,Intento de phishing,2020-11-04
2285,614,A101,Intento de phishing,2022-07-20
1936,2267,A101,Intento de phishing,2022-09-22
273,144,A101,Sospecha de fraude,2022-11-28
2762,132,A101,Intento de phishing,2020-03-24
2793,4729,A101,Sospecha de fraude,2021-01-02
2925,755,C303,Sospecha de fraude,2022-03-26
1670,2993,B202,Intento de phishing,2023-10-30
