Comercio_ID,Ubicacion_ID,Fecha_Registro,Código_Postal,Región
1354,1244,2021-10-20,3249,Norte
1910,1396,2022-06-23,8202,Norte
272,1906,2021-08-30,2785,Norte
1548,392,2020-09-01,5118,Norte
1547,114,2020-06-15,3613,Sur
1294,1626,2021-10-21,3052,Norte
921,213,2023-03-07,5872,Sur
619,142,2022-09-07,6108,Centro
642,1228,2023-09-08,7626,Sur
848,948,2023-03-25,6336,Centro
801,1794,2022-02-03,5644,Sur
1323,1348,2022-06-19,9319,Norte
1018,1163,2020-12-30,1654,Norte
997,1814,2021-08-01,5774,Centro
933,77,2022-02-06,5134,Sur
1559,593,2022-07-27,3222,Norte
1696,558,2020-02-19,4799,Centro
1697,1774,2020-04-21,5455,Centro
226,292,2022-11-25,6241,Sur
1711,1906,2020-11-19,6743,Norte
118,1473,2023-12-05,9189,Norte
437,196,2020-07-11,4107,Norte
1758,181,2021-06-08,9377,Sur
1375,1718,2023-02-22,2803,Sur
1089,1667,2022-01-03,5338,Norte
859,923,2023-08-25,4142,Norte
1691,1392,2022-06-23,7265,Sur
1403,1559,2020-11-10,9326,Norte
216,1360,2021-09-16,4698,Centro
1884,89,2023-03-16,4732,Centro
777,619,2020-10-30,1215,Centro
591,1544,2022-03-19,9283,Centro
1477,959,2022-08-02,8433,Sur
176,860,2022-10-23,2115,Sur
455,1318,2020-12-13,6394,Centro
760,1843,2020-09-20,6391,Sur
1760,269,2021-10-24,9871,Centro
1871,1996,2022-01-25,6228,Centro
490,352,2022-08-07,7897,Norte
125,767,2021-02-14,6318,Sur
1217,520,2021-09-05,3545,Norte
1085,886,2022-12-22,1951,Norte
1723,557,2020-12-11,7765,Centro
1246,1775,2023-10-03,6232,Norte
478,192,2021-11-15,4328,Norte
35,77,2023-05-30,5111,Sur
4,1471,2020-06-23,4501,Norte
773,838,2022-05-24,3765,Centro
1200,1212,2022-10-21,3824,Norte
1815,1547,2023-03-04,6446,Centro
1443,977,2021-06-02,4237,Sur
969,936,2022-07-28,8146,Centro
1551,14,2023-06-14,5468,Norte
924,1963,2023-10-14,3618,Norte
631,1410,2023-08-30,5850,Norte
85,1280,2021-02-16,6906,Centro
1707,1037,2021-11-20,9897,Norte
124,831,2023-09-22,6770,Centro
775,484,2021-06-23,5237,Norte
334,654,2023-08-11,1463,Sur
895,397,2023-07-30,6061,Norte
800,1766,2020-04-10,5280,Centro
1591,139,2020-07-29,8525,Norte
341,664,2020-09-27,3742,Centro
1091,1698,2022-11-16,1468,Sur
1297,212,2023-09-20,8546,Centro
484,1693,2023-06-27,2282,Norte
135,327,2020-07-12,8662,Norte
362,535,2022-08-31,9071,Norte
1527,1925,2021-03-23,3993,Centro
141,326,2020-09-27,5564,Norte
1968,1621,2020-08-17,7312,Sur
982,418,2022-10-12,1297,Norte
1348,1611,2021-04-20,6439,Sur
1325,1128,2021-02-11,3979,Sur
1039,343,2020-11-24,2763,Sur
810,797,2023-02-18,7686,Sur
693,1205,2020-02-27,6577,Centro
641,482,2023-07-22,3955,Centro
374,1999,2023-05-11,9696,Centro
300,1881,2023-02-09,1491,Norte
265,1269,2022-03-08,6950,Norte
1483,418,2021-01-31,5002,Centro
1881,223,2020-05-06,7247,Sur
1582,176,2020-04-11,9156,Centro
539,1007,2020-02-07,7271,Sur
1416,525,2021-07-30,1476,Sur
1895,119,2023-11-27,1786,Sur
158,173,2020-03-16,4192,Centro
1590,100,2022-06-08,5044,Norte
211,170,2021-09-28,8562,Norte
1561,1222,2021-01-14,1475,Norte
1134,875,2023-10-09,4651,Centro
964,1263,2020-08-04,3223,Norte
1140,1746,2021-10-18,9325,Norte
329,1346,2023-04-29,8638,Centro
1833,337,2023-10-23,7769,Centro
1098,187,2021-12-28,5708,Sur
951,323,2023-08-22,4169,Centro
1551,207,2022-03-20,4464,Norte
1123,1183,2022-10-11,5269,Norte
1346,1962,2023-01-05,8966,Centro
1828,713,2021-08-12,5683,Centro
1425,114,2021-06-03,5129,Centro
1959,92,2023-03-10,5371,Norte
1294,1413,2023-07-03,5168,Norte
271,523,2023-09-20,9002,Norte
27,1285,2022-03-18,4990,Centro
227,1079,2021-05-29,1815,Sur
520,1301,2023-02-05,5995,Sur
10,475,2020-03-02,6642,Centro
1769,276,2020-11-09,3054,Norte
1109,896,2023-01-24,3463,Sur
614,1958,2022-09-25,7310,Norte
115,351,2022-08-10,6112,Centro
1267,657,2021-09-20,3970,Centro
719,1755,2022-09-23,8285,Norte
1572,1969,2023-08-06,9478,Norte
1666,1809,2022-07-29,1845,Norte
7,438,2021-11-05,4099,Norte
1052,950,2023-04-30,1584,Centro
1527,1612,2020-07-24,6687,Centro
731,1402,2023-11-24,5376,Sur
817,1110,2020-11-05,3648,Centro
450,452,2023-05-13,9106,Centro
306,35,2021-10-24,2427,Sur
669,1858,2023-05-17,8075,Norte
559,344,2023-09-26,8434,Norte
1179,1608,2023-09-21,2152,Centro
228,1986,2023-05-26,5969,Centro
1957,1886,2022-07-03,3024,Centro
468,953,2021-11-24,9399,Norte
1447,178,2023-03-07,2068,Sur
1076,1309,2023-08-03,1960,Centro
1254,137,2023-03-27,8136,Centro
1005,524,2023-06-19,9388,Centro
1158,1422,2020-06-02,1148,Sur
1042,772,2023-08-25,6111,Centro
1576,122,2021-06-29,1910,Sur
663,361,2021-06-29,2055,Centro
211,1501,2020-12-08,9188,Sur
264,846,2022-07-14,1934,Centro
1939,1181,2023-04-29,7079,Sur
1532,1627,2020-08-12,2266,Centro
1663,1888,2022-05-18,8845,Sur
182,1573,2020-01-05,7520,Sur
1686,1835,2021-05-21,6016,Norte
1452,245,2020-11-27,5502,Centro
293,971,2022-12-31,7424,Centro
265,660,2023-12-12,2371,Sur
199,726,2021-06-11,2448,Centro
1066,959,2021-11-10,9901,Norte
160,1711,2020-10-18,2181,Sur
78,1367,2020-01-12,5030,Centro
1518,1732,2022-01-11,1156,Centro
1209,160,2020-07-04,3307,Sur
103,1090,2023-03-28,1556,Sur
489,782,2021-03-15,9171,Centro
1539,212,2021-12-29,2747,Sur
392,1471,2023-07-06,8099,Sur
280,612,2023-12-04,9864,Sur
652,1565,2021-01-09,2790,Sur
24,137,2020-02-18,2910,Norte
1738,897,2023-10-01,6281,Sur
117,1074,2022-10-08,6330,Centro
638,1842,2023-05-12,3067,Centro
607,1195,2020-03-09,9756,Centro
706,716,2022-05-20,1556,Sur
555,122,2020-02-08,9851,Norte
197,390,2020-06-20,1348,Norte
1142,471,2021-01-05,7033,Norte
473,280,2023-08-19,3927,Norte
859,737,2022-11-03,7282,Centro
237,1961,2022-04-18,7652,Sur
1433,1271,2023-01-07,2444,Norte
1134,1849,2021-03-19,3062,Norte
1678,1048,2021-05-20,2414,Sur
67,823,2022-06-22,8733,Centro
933,1341,2021-02-10,9394,Centro
1950,1209,2020-03-03,4243,Centro
71,786,2023-01-20,9125,Sur
1364,655,2022-05-28,9040,Centro
1541,1941,2023-10-12,2945,Norte
1426,814,2021-06-06,8632,Sur
677,1213,2020-05-24,6415,Centro
1206,1741,2021-09-12,5093,Norte
839,1492,2021-04-26,2301,Norte
1019,1147,2023-01-18,6894,Sur
392,1014,2021-11-21,3235,Norte
453,578,2021-12-11,8028,Centro
228,620,2020-01-03,9240,Norte
1662,30,2021-04-12,4168,Centro
1470,1603,2020-05-18,6717,Norte
430,470,2023-09-28,8570,Centro
1054,601,2022-11-30,9642,Norte
1113,1143,2022-08-01,8802,Centro
813,39,2021-03-31,1241,Sur
1105,1067,2020-05-01,8406,Sur
920,516,2023-01-27,4068,Sur
9,368,2022-07-30,1399,Sur
1143,504,2020-11-14,4121,Centro
993,1946,2020-01-25,7912,Centro
954,79,2021-05-31,7010,Centro
655,820,2023-04-10,4291,Norte
751,437,2022-10-20,9269,Centro
1298,118,2020-01-05,4555,Norte
122,1237,2020-07-03,2683,Norte
59,20,2021-04-21,9696,Sur
855,563,2023-01-06,6681,Centro
1603,575,2021-03-29,8655,Norte
1285,1758,2022-01-31,9210,Sur
1509,1192,2023-06-21,6220,Sur
799,309,2022-08-23,3688,Centro
1285,1823,2021-03-15,4779,Norte
1634,53,2022-11-01,1969,Centro
106,588,2021-08-19,1969,Sur
335,742,2020-01-13,5811,Norte
461,791,2023-07-10,1116,Centro
845,1603,2023-08-07,3176,Sur
855,296,2020-04-15,9542,Sur
200,409,2020-07-13,9324,Norte
718,273,2023-10-18,4538,Sur
295,228,2021-07-29,1240,Sur
661,912,2023-07-15,1518,Norte
1733,1878,2020-07-20,2972,Sur
1638,896,2022-04-21,9040,Norte
98,1231,2020-02-17,6041,Sur
275,1776,2022-12-23,5468,Sur
630,1729,2022-04-03,8442,Norte
1494,1985,2021-10-04,5123,Norte
591,1623,2021-11-25,4904,Centro
1440,291,2020-01-21,3470,Sur
788,1443,2021-06-05,7949,Norte
1885,1372,2022-09-13,8842,Norte
629,1572,2022-05-30,4090,Sur
1016,498,2022-12-23,2560,Sur
1265,1546,2020-03-28,5263,Norte
1649,1701,2021-01-23,9364,Norte
1411,375,2022-03-03,1852,Centro
1905,786,2022-02-16,8432,Norte
1852,683,2021-07-27,3076,Norte
926,1111,2022-08-29,2376,Sur
800,61,2020-10-07,4801,Sur
1595,1011,2023-01-23,5442,Centro
1737,1308,2022-05-24,8475,Centro
305,1863,2020-05-10,6436,Centro
1692,459,2023-07-22,1107,Norte
761,1871,2020-06-21,6942,Norte
1158,152,2021-02-02,2699,Norte
779,1943,2023-11-01,9510,Centro
618,1018,2020-12-12,6107,Sur
56,723,2023-06-05,6150,Norte
81,1643,2021-06-21,2383,Sur
923,1449,2022-12-14,1079,Centro
1415,1378,2021-06-17,7655,Sur
1281,1631,2021-07-23,1573,Sur
271,689,2020-08-22,7190,Sur
1145,284,2021-06-13,1278,Norte
1668,1170,2021-09-08,2186,Sur
88,433,2021-05-20,9000,Norte
1407,620,2020-07-21,3208,Sur
1940,706,2020-10-04,1147,Centro
1338,1432,2022-10-12,4468,Sur
1859,1907,2020-03-26,6570,Centro
1668,647,2023-09-17,7392,Norte
1645,381,2022-06-13,5766,Norte
836,497,2020-05-11,4927,Sur
774,419,2020-06-27,2614,Centro
1596,1333,2023-06-12,7096,Norte
806,1830,2021-04-27,9301,Centro
414,31,2020-12-05,3663,Centro
1492,98,2023-07-22,3807,Sur
285,1036,2021-09-29,1354,Norte
775,360,2021-02-05,8492,Centro
748,292,2023-11-08,3177,Norte
1826,1523,2023-06-27,1490,Centro
1959,984,2020-01-12,9581,Sur
1766,1301,2023-10-11,8887,Centro
210,1088,2020-11-04,4191,Sur
773,798,2020-08-04,2523,Centro
1925,551,2021-02-26,3260,Centro
1285,156,2021-11-22,5225,Sur
1149,484,2023-05-22,4391,Norte
1925,705,2023-07-29,4600,Centro
487,1201,2023-01-08,5748,Centro
1023,348,2023-02-25,5664,Centro
7,1376,2023-09-08,2066,Sur
1831,1907,2021-07-01,4530,Sur
825,1017,2021-06-18,9678,Centro
1005,691,2020-09-24,1279,Centro
928,340,2020-01-19,2434,Norte
287,215,2023-03-28,7981,Centro
1711,704,2021-04-11,3809,Norte
1020,827,2022-05-30,5335,Norte
293,1967,2022-12-01,7274,Centro
1532,357,2020-03-05,1617,Sur
724,1708,2022-04-12,1445,Centro
524,320,2020-03-27,4874,Sur
1277,286,2020-07-05,8143,Centro
1274,922,2022-04-25,4089,Centro
907,1421,2023-04-12,4221,Norte
1422,145,2023-08-08,5196,Norte
1165,1852,2022-08-03,3097,Centro
467,1686,2020-02-01,5154,Sur
344,1647,2021-12-28,5625,Sur
1533,231,2021-08-29,5039,Centro
1570,1536,2023-12-22,6213,Sur
1796,421,2020-05-31,5811,Norte
1207,709,2023-09-02,8720,Norte
106,1423,2021-10-29,6605,Centro
1629,69,2022-12-27,9414,Norte
1751,1823,2023-11-19,8695,Norte
1393,348,2021-01-09,7049,Norte
478,1934,2021-10-05,5731,Norte
1102,268,2022-06-24,6186,Centro
1488,899,2022-08-20,9366,Norte
1206,489,2023-09-07,8705,Sur
1875,574,2023-01-24,2723,Norte
460,1702,2021-02-21,7057,Sur
434,1400,2022-08-30,8447,Sur
311,1573,2021-04-13,9952,Norte
1144,1377,2020-11-18,9085,Norte
1211,1375,2021-07-03,9738,Centro
722,245,2022-03-08,9422,Sur
722,443,2021-10-18,9556,Sur
1767,1366,2022-07-27,6799,Centro
74,1985,2023-09-07,1189,Sur
742,123,2023-09-08,7494,Norte
1110,731,2020-03-20,2459,Sur
1055,1658,2022-03-26,6651,Sur
1836,1987,2020-12-18,1464,Norte
165,1014,2021-02-08,4099,Norte
32,1103,2021-02-17,9868,Norte
1428,1269,2022-07-28,3291,Sur
798,1329,2022-12-09,6404,Centro
1253,1856,2020-06-11,8086,Sur
1818,321,2023-03-22,9096,Sur
163,1267,2023-04-29,4056,Centro
129,201,2021-08-27,3674,Norte
162,1522,2020-11-12,9943,Sur
1391,1230,2020-03-18,9839,Sur
865,1411,2022-05-06,7834,Sur
636,1520,2021-03-05,6144,Centro
826,899,2023-04-07,5826,Norte
1603,1542,2021-06-11,7969,Centro
146,173,2021-05-16,2146,Centro
1013,1298,2022-05-24,7185,Norte
1840,277,2021-07-25,4934,Centro
325,1827,2022-10-21,5851,Sur
247,22,2023-04-07,2510,Sur
790,1260,2021-10-26,5702,Centro
29,351,2022-02-12,6985,Centro
472,1077,2023-06-10,8623,Centro
644,368,2020-05-10,3085,Norte
499,475,2023-05-28,3927,Sur
376,328,2023-03-02,3946,Norte
1177,1458,2020-11-19,5519,Centro
1768,1219,2023-04-18,8748,Centro
1153,1149,2021-05-07,7491,Sur
1215,177,2023-09-14,9669,Sur
1969,1925,2023-01-30,4245,Norte
421,1247,2022-09-30,4557,Sur
207,1014,2021-11-19,6198,Norte
1615,217,2020-10-07,6743,Centro
811,1475,2022-01-28,8561,Norte
930,1215,2023-09-15,4721,Centro
152,517,2022-09-03,1632,Norte
932,1197,2020-05-08,7033,Sur
1648,1512,2022-08-14,5219,Sur
1352,1508,2023-03-31,3822,Norte
1683,1058,2020-07-24,3380,Sur
469,1386,2020-06-09,4856,Norte
911,113,2022-09-27,2746,Norte
676,1885,2022-08-20,7154,Norte
1620,1715,2021-10-30,8627,Sur
1860,1688,2022-03-22,2280,Centro
882,1411,2021-12-23,6532,Norte
127,1075,2020-09-18,3422,Norte
1186,1678,2023-05-31,3092,Centro
1932,464,2021-02-25,1740,Norte
227,544,2021-06-02,3075,Norte
1142,1942,2023-12-02,5310,Centro
305,1626,2021-04-13,8018,Centro
1349,572,2021-11-28,3562,Sur
178,1142,2023-09-04,2774,Centro
994,409,2023-12-26,3368,Sur
513,711,2023-10-27,8195,Centro
1539,205,2022-08-16,1080,Sur
503,1330,2020-06-24,1886,Norte
1591,1111,2023-08-25,2826,Centro
361,1654,2022-03-03,8010,Sur
1363,172,2022-04-19,4396,Centro
467,14,2023-10-22,4519,Sur
1726,1247,2022-02-09,7969,Norte
1406,1912,2022-06-23,1044,Norte
1914,1083,2020-01-11,8281,Norte
1809,474,2020-12-01,3193,Centro
1828,448,2020-10-05,3745,Sur
717,1388,2020-08-23,2930,Centro
838,282,2022-03-23,5476,Norte
688,39,2022-07-13,3921,Centro
67,1554,2023-09-03,9832,Norte
1690,252,2020-02-09,5767,Sur
323,1492,2021-07-09,8631,Sur
496,377,2023-03-22,2231,Sur
1793,1894,2020-08-22,9065,Norte
270,1933,2020-10-11,3540,Centro
1914,897,2020-05-18,5852,Centro
929,1470,2022-01-21,7041,Centro
1117,794,2020-06-08,8201,Sur
549,1760,2020-02-08,2094,Norte
1416,1818,2022-11-27,1193,Sur
1692,1240,2021-07-18,4583,Norte
436,1806,2022-02-13,4374,Centro
352,1543,2020-11-15,4483,Sur
622,272,2023-11-02,9894,Norte
1916,508,2022-04-03,5510,Norte
31,1857,2021-03-28,4414,Centro
1761,1579,2020-05-26,9497,Sur
979,548,2022-12-12,8166,Sur
375,100,2021-07-11,5408,Norte
1808,730,2022-01-28,8291,Norte
569,1115,2022-03-17,8064,Centro
331,102,2022-11-29,3917,Centro
1502,217,2022-06-03,4633,Sur
166,1474,2022-09-27,1397,Centro
563,1785,2021-05-22,4450,Norte
378,1100,2022-08-26,4123,Norte
1231,966,2023-02-26,4134,Norte
1783,622,2023-11-09,8095,Sur
704,960,2023-09-21,3392,Centro
1697,1832,2023-03-12,6806,Centro
1262,93,2023-12-11,7127,Sur
754,1718,2023-02-26,7178,Sur
735,1561,2020-01-16,3877,Sur
926,1932,2022-11-21,2015,Sur
1739,811,2020-01-24,8838,Norte
320,1993,2020-08-25,8483,Centro
186,1919,2021-09-04,1591,Centro
798,316,2020-01-24,3837,Centro
1328,1881,2021-12-27,2256,Norte
1278,1047,2023-07-25,3582,Centro
922,922,2020-07-06,1905,Centro
268,969,2021-07-22,2365,Sur
1748,1219,2022-06-10,9097,Centro
254,684,2022-11-14,8079,Sur
1619,1670,2021-03-05,1576,Centro
1102,1208,2020-05-31,4916,Norte
852,588,2023-02-22,4255,Sur
185,473,2023-02-07,8136,Sur
94,871,2020-02-06,3120,Centro
754,1823,2021-09-10,5451,Centro
157,189,2020-10-22,8713,Sur
1497,996,2023-02-13,7757,Centro
599,1840,2021-08-13,8691,Centro
775,769,2022-04-04,4479,Sur
429,566,2022-07-22,5543,Centro
1912,1926,2020-04-21,1324,Norte
326,733,2021-03-16,8256,Sur
1139,1342,2022-04-06,8353,Sur
1666,1591,2023-12-12,6796,Sur
1662,1553,2022-06-18,7413,Norte
837,1260,2023-03-01,2542,Centro
1779,423,2023-12-06,3810,Sur
1943,88,2023-01-11,7284,Centro
908,1591,2021-03-10,4864,Norte
102,202,2023-04-26,7466,Centro
323,1761,2023-11-21,6906,Sur
195,1791,2023-01-04,2531,Norte
1771,100,2020-09-14,5422,Centro
887,678,2022-05-27,4614,Sur
889,823,2020-08-04,1933,Norte
1911,1330,2020-09-28,2116,Centro
1689,1892,2022-09-13,7969,Sur
808,1684,2023-05-02,2387,Norte
1457,909,2023-01-06,2773,Norte
26,1302,2020-02-25,2243,Centro
1589,110,2022-08-19,8760,Sur
1007,1468,2020-05-28,1637,Centro
1245,1380,2023-12-25,3672,Sur
944,1242,2022-05-31,8781,Centro
1465,1161,2021-05-16,4599,Norte
1284,1316,2023-02-17,4690,Centro
819,862,2023-05-06,6703,Centro
481,1802,2022-06-25,2821,Centro
1823,1888,2020-12-20,5441,Sur
232,563,2023-03-06,6482,Norte
386,407,2020-05-17,7978,Sur
139,1209,2021-04-16,8443,Centro
1025,1079,2022-07-29,9216,Sur
1767,735,2020-12-05,1570,Sur
1655,617,2023-08-27,2894,Centro
599,356,2021-06-30,7336,Sur
516,764,2022-11-23,6281,Sur
1321,256,2022-01-01,8533,Norte
1958,516,2022-07-10,8028,Sur
1236,1277,2021-04-14,6832,Sur
1512,1270,2020-01-02,4716,Sur
425,1430,2022-07-22,5368,Centro
234,1534,2020-10-17,9613,Centro
1203,1562,2020-11-23,2305,Sur
572,38,2020-11-12,7110,Centro
1433,1205,2021-10-26,8844,Sur
1184,1061,2023-11-26,5285,Sur
1452,1266,2022-04-30,4764,Norte
142,1475,2023-08-12,9612,Centro
1431,908,2023-06-15,9338,Norte
718,544,2020-11-29,8490,Sur
1651,930,2022-07-15,9674,Centro
1249,1296,2023-05-12,4154,Centro
1080,1432,2021-01-16,6142,Norte
431,360,2020-07-07,7748,Centro
924,910,2023-08-22,7232,Sur
1178,723,2021-09-29,9001,Norte
1755,844,2022-05-07,5585,Sur
831,1097,2021-12-12,9522,Sur
339,1590,2023-09-28,2877,Sur
1268,1669,2023-03-17,3669,Centro
1373,821,2020-06-04,7251,Sur
91,244,2020-05-02,4837,Centro
135,1317,2022-09-14,1662,Norte
239,1849,2023-03-24,7138,Centro
1051,1464,2022-04-29,8754,Sur
134,1761,2022-12-29,8070,Centro
1243,1895,2022-01-12,8799,Sur
1452,1290,2022-04-21,8429,Sur
504,1136,2021-04-03,5548,Norte
737,1432,2022-08-04,8287,Sur
1945,1890,2021-02-05,7999,Centro
373,1734,2020-11-07,5195,Norte
1795,372,2020-08-21,1303,Centro
1976,427,2023-01-08,1578,Centro
532,214,2020-10-07,2823,Sur
625,88,2020-12-30,4643,Norte
167,224,2022-10-14,9443,Sur
765,609,2021-11-25,9848,Norte
207,1577,2020-07-04,9821,Norte
3,1368,2022-02-24,9211,Norte
770,516,2021-11-30,2646,Sur
1359,16,2022-06-20,6230,Centro
1569,72,2023-09-01,4435,Norte
1300,1164,2021-07-15,2826,Norte
1059,1552,2020-09-15,4243,Centro
196,1371,2022-06-13,1901,Centro
1135,526,2021-04-21,8734,Norte
720,1188,2022-10-15,2290,Norte
199,1763,2020-04-02,4975,Sur
1545,1972,2021-09-17,7814,Norte
1278,1884,2023-10-01,1793,Centro
523,1949,2020-05-10,3742,Centro
1948,1602,2022-11-28,4143,Centro
1163,807,2023-10-06,2665,Centro
1424,1376,2022-07-14,2324,Centro
138,220,2022-10-28,5013,Norte
165,58,2021-04-23,9822,Centro
730,590,2020-09-12,3606,Centro
995,1054,2021-08-15,2718,Norte
1044,875,2020-05-01,5154,Centro
257,192,2021-10-11,6797,Centro
899,575,2022-04-11,4240,Norte
715,185,2023-02-05,9337,Norte
596,268,2023-03-20,1792,Sur
568,1775,2020-04-07,3855,Sur
1826,267,2023-05-12,9889,Sur
709,416,2020-04-22,7433,Sur
686,149,2021-07-05,7424,Centro
1781,687,2022-11-16,4315,Norte
1582,1640,2020-05-26,9245,Sur
1980,762,2022-02-17,5833,Norte
857,378,2023-11-29,8130,Norte
1222,179,2021-10-19,9951,Norte
1257,10,2023-01-21,5579,Centro
893,707,2021-02-05,1033,Centro
217,789,2022-07-23,7561,Centro
1649,69,2023-03-15,6632,Centro
839,516,2023-08-03,3060,Centro
639,471,2020-01-09,3631,Sur
1296,227,2022-09-13,9067,Sur
865,23,2021-03-18,5999,Centro
1234,214,2022-11-02,6521,Sur
1560,948,2023-07-02,7338,Sur
95,1180,2020-12-13,2672,Centro
1445,1777,2022-10-06,5277,Centro
177,1937,2021-10-05,7350,Norte
1097,897,2020-09-10,2208,Norte
1025,821,2023-01-20,6307,Norte
356,1931,2021-01-12,4086,Norte
566,1054,2021-09-01,2346,Norte
1523,284,2023-11-24,3124,Centro
1083,1134,2021-04-01,5509,Centro
1964,1671,2021-08-10,7066,Norte
569,1318,2023-10-06,7642,Norte
1032,1087,2022-04-30,9252,Norte
1319,530,2021-06-08,9694,Sur
1391,1632,2020-08-11,2058,Sur
1466,462,2022-11-07,9970,Norte
400,1961,2020-04-12,8610,Centro
1673,435,2020-08-13,6208,Centro
212,1354,2021-01-02,9386,Norte
1668,231,2023-02-27,7988,Norte
335,371,2021-03-14,1586,Norte
972,608,2021-05-06,7233,Sur
1954,1844,2023-12-29,9921,Norte
1887,1140,2020-02-23,8635,Centro
442,1470,2020-03-13,6757,Centro
1205,1238,2022-02-04,1048,Norte
1597,1104,2022-02-01,9452,Norte
1286,698,2020-07-10,4774,Centro
873,536,2021-01-16,7249,Sur
1624,1719,2020-07-05,9221,Norte
1981,1076,2022-03-31,1342,Norte
1131,1108,2022-09-18,8897,Sur
742,464,2022-07-04,2330,Norte
1651,699,2020-07-08,1155,Norte
822,1163,2021-03-31,2183,Norte
1921,1043,2022-03-01,7254,Centro
1196,127,2021-01-03,6414,Norte
95,417,2023-05-28,6290,Sur
1549,556,2023-01-09,9245,Centro
1362,679,2020-05-03,7426,Norte
285,11,2021-06-21,1486,Centro
763,885,2020-02-09,2082,Norte
696,177,2023-08-04,1170,Norte
1164,1552,2021-05-18,2211,Norte
234,822,2020-03-31,8653,Sur
374,1687,2023-01-07,5556,Sur
1655,1074,2020-04-13,5914,Sur
338,1879,2021-06-07,6891,Centro
896,899,2022-04-25,6033,Norte
999,1184,2023-01-23,8662,Centro
940,139,2022-12-28,7173,Norte
118,52,2022-03-20,7529,Centro
1340,1362,2020-07-15,3266,Sur
1672,1298,2021-06-23,1139,Norte
1672,1298,2020-12-09,3801,Centro
1827,365,2023-03-08,7428,Sur
999,1468,2023-06-24,8391,Sur
413,301,2023-06-20,1345,Norte
1772,1050,2021-09-09,7872,Norte
1924,1285,2020-09-25,3099,Centro
1582,318,2021-10-25,3216,Centro
882,1422,2021-12-04,2370,Centro
712,1435,2022-02-17,7031,Sur
1025,1203,2022-05-14,7312,Centro
600,1238,2023-09-16,7586,Sur
1910,395,2023-12-01,2287,Sur
82,647,2023-08-16,8186,Centro
308,231,2022-06-04,2825,Norte
1228,93,2023-02-22,4749,Sur
1319,1056,2023-08-22,1681,Norte
1830,580,2020-11-16,4445,Norte
432,1784,2022-12-16,3831,Norte
1523,1710,2022-09-19,5494,Sur
657,65,2021-12-25,6849,Norte
1331,1845,2023-05-20,9524,Centro
1993,1632,2023-06-20,8499,Centro
1860,699,2021-01-05,2990,Centro
1332,549,2020-03-27,3765,Sur
255,331,2022-03-26,7332,Centro
1503,141,2021-05-17,2997,Sur
1000,965,2021-07-01,4309,Norte
390,424,2021-12-16,4893,Norte
390,698,2020-02-15,8158,Norte
647,270,2022-07-07,1835,Centro
1221,1136,2021-10-22,7472,Sur
39,165,2022-03-23,4314,Sur
124,454,2021-06-10,3676,Norte
1876,41,2022-05-07,3667,Norte
1861,437,2020-04-06,5033,Norte
494,1415,2023-10-13,1013,Norte
1553,621,2023-03-11,3377,Centro
1469,669,2021-12-31,7083,Centro
1023,1301,2023-07-05,1532,Sur
727,1941,2020-11-21,3217,Sur
1899,741,2022-08-26,8376,Centro
1732,1583,2022-11-18,8445,Norte
1442,51,2020-02-02,1997,Norte
445,724,2020-06-15,3063,Centro
1087,1437,2020-08-27,3600,Sur
1143,1521,2020-09-18,7067,Norte
1713,826,2020-12-18,8302,Sur
208,202,2022-10-25,3250,Centro
914,712,2021-07-03,3096,Norte
462,1680,2022-05-08,6275,Centro
1862,446,2023-10-22,3503,Centro
1014,1271,2023-12-21,7594,Norte
1013,928,2023-12-19,8219,Sur
869,275,2020-03-23,9946,Sur
47,1422,2023-11-19,5191,Centro
1138,1850,2023-01-24,6363,Norte
1671,473,2021-01-05,7555,Sur
1298,16,2020-07-29,2141,Centro
1273,1248,2020-08-15,7504,Norte
1360,1239,2021-07-15,9779,Centro
775,1849,2023-02-24,4715,Sur
1805,1433,2022-11-14,8336,Centro
499,1223,2020-06-18,9434,Sur
1261,1314,2023-07-30,1340,Sur
1339,1801,2020-05-14,2396,Sur
1745,1210,2023-01-25,6106,Sur
1555,1179,2021-02-14,2785,Centro
1691,302,2021-03-22,9863,Centro
1294,1390,2022-12-21,3151,Sur
301,639,2021-11-16,5153,Norte
901,781,2021-10-25,5194,Sur
1720,642,2022-11-11,2237,Sur
82,1958,2023-06-24,8109,Centro
1736,1529,2022-03-02,9664,Norte
636,1267,2022-10-27,8831,Norte
455,239,2021-05-05,7507,Centro
766,414,2020-02-04,7900,Norte
1497,129,2021-01-30,5437,Norte
881,1382,2023-08-14,4249,Centro
481,183,2022-04-26,9582,Centro
447,1563,2021-02-28,8669,Norte
69,1386,2023-02-09,2354,Centro
1290,1276,2023-01-25,1111,Sur
1000,1915,2022-06-19,3401,Sur
192,802,2020-10-09,8627,Centro
1242,892,2023-11-30,5707,Norte
1030,737,2020-01-15,5208,Sur
656,28,2022-03-15,6496,Sur
1971,9,2020-11-12,6268,Centro
476,490,2022-10-17,2131,Centro
640,119,2022-07-13,1340,Sur
451,1576,2021-09-12,7512,Norte
845,1795,2022-07-29,2190,Sur
1831,1005,2023-04-10,5150,Centro
1651,130,2022-07-12,8677,Centro
920,1920,2020-05-31,7115,Sur
1721,1037,2020-11-27,4128,Sur
619,1700,2020-07-26,2302,Centro
65,1057,2022-02-28,1921,Centro
730,1173,2023-07-24,5626,Norte
449,1361,2022-08-12,9781,Sur
