Cliente_ID,Tarjeta_ID,Tipo_Tarjeta,Banco_Emisor,Límite_Crédito
2549,1162,Débito,Banco B,36330.89
2018,2363,Crédito,Banco B,45084.39
955,2898,Débito,Banco A,47355.33
2910,2490,Crédito,Banco C,37768.94
1492,1323,Débito,Banco C,46531.12
1431,972,Crédito,Banco A,35530.14
530,2891,Crédito,Banco B,46249.25
1179,2706,Crédito,Banco C,18620.44
1118,2040,Débito,Banco C,38975.62
1909,245,Crédito,Banco B,16718.22
1198,330,Crédito,Banco C,12222.36
1115,852,Débito,Banco B,32821.5
1174,1510,Crédito,Banco A,20328.1
118,1357,Débito,Banco C,19081.24
471,1639,Crédito,Banco A,25519.65
308,264,Crédito,Banco B,12457.75
1829,2647,Débito,Banco C,8052.29
870,797,Débito,Banco A,25317.5
2116,1247,Débito,Banco B,27772.88
2134,2677,Débito,Banco A,5360.21
1179,565,Crédito,Banco B,28433.52
1204,129,Débito,Banco A,49441.5
2525,164,Crédito,Banco B,6659.64
2963,1309,Débito,Banco C,46553.82
1510,270,Crédito,Banco C,43275.31
1979,1837,Crédito,Banco C,758.25
1682,932,Crédito,Banco A,16364.55
773,2378,Débito,Banco B,42142.96
574,2874,Crédito,Banco B,10753.06
1164,1366,Débito,Banco B,11857.75
1082,2518,Crédito,Banco A,29788.32
1399,2198,Débito,Banco A,15604.04
1861,85,Débito,Banco A,47097.43
1270,910,Crédito,Banco A,43357.87
786,1647,Débito,Banco B,32594.54
2263,1169,Débito,Banco C,24679.26
1461,960,Débito,Banco C,21662.25
1459,2014,Crédito,Banco C,10591.88
849,1864,Crédito,Banco A,34955.34
2094,1927,Crédito,Banco C,45310.86
2089,2263,Débito,Banco B,32022.35
2112,702,Débito,Banco C,19202.57
458,1746,Débito,Banco A,49047.54
2638,2884,Débito,Banco C,39460.99
837,2399,Crédito,Banco C,20428.12
1554,1984,Crédito,Banco C,17085.23
416,1446,Crédito,Banco B,15927.23
213,682,Crédito,Banco C,46436.82
1997,2325,Crédito,Banco B,29806.36
2683,1701,Débito,Banco C,3541.14
796,1389,Débito,Banco C,34357.94
1380,209,Crédito,Banco C,41320.11
1141,2602,Débito,Banco C,30701.68
1781,541,Crédito,Banco B,17452.1
71,1490,Débito,Banco C,36757.83
666,586,Débito,Banco C,25794.38
177,2150,Débito,Banco A,18076.05
911,2180,Débito,Banco A,20764.09
2589,165,Débito,Banco B,40912.69
2246,308,Débito,Banco C,13348.97
1999,1326,Débito,Banco C,26325.79
416,2807,Crédito,Banco C,13035.14
1747,873,Crédito,Banco B,10844.23
1254,63,Débito,Banco B,17409.03
2159,2488,Crédito,Banco A,8533.53
667,792,Débito,Banco C,46214.28
685,1563,Débito,Banco B,47324.98
1376,1353,Crédito,Banco C,41361.95
1141,2227,Débito,Banco A,14212.62
19,1411,Crédito,Banco C,2152.78
1192,2870,Crédito,Banco A,36677.92
1442,832,Débito,Banco A,42766.53
1766,2332,Crédito,Banco B,44392.36
1233,2654,Crédito,Banco A,2883.61
2128,1788,Crédito,Banco B,27399.16
1933,1070,Débito,Banco C,8668.95
582,1337,Débito,Banco A,7901.63
1525,2814,Débito,Banco C,33708.17
2264,1581,Crédito,Banco C,15466.9
1851,181,Crédito,Banco B,40706.34
1297,405,Crédito,Banco C,26889.99
1123,2408,Débito,Banco B,21944.02
608,1504,Débito,Banco A,869.45
1035,753,Crédito,Banco A,45566.43
1233,1203,Crédito,Banco B,22010.99
2811,1050,Crédito,Banco A,42426.79
2902,1447,Débito,Banco B,8576.42
843,2181,Crédito,Banco C,40569.68
846,1014,Crédito,Banco A,23840.44
2813,2650,Crédito,Banco B,15929.13
883,587,Crédito,Banco C,47407.75
477,806,Crédito,Banco B,26888.85
1639,939,Crédito,Banco B,46231.91
2385,1837,Crédito,Banco B,44711.2
1445,1169,Crédito,Banco A,1837.4
2925,2014,Débito,Banco A,23379.71
227,2916,Débito,Banco C,15220.34
1831,381,Débito,Banco A,45023.92
880,2413,Débito,Banco B,8173.64
1907,456,Crédito,Banco A,33791.39
175,1910,Crédito,Banco A,36460.74
1917,2401,Débito,Banco C,37279.77
2610,1338,Crédito,Banco C,45810.19
993,2981,Débito,Banco C,33801.06
201,2151,Débito,Banco A,43668.62
2567,258,Débito,Banco A,10724.46
1606,1311,Débito,Banco A,34056.69
557,1160,Débito,Banco B,47400.59
2748,2840,Débito,Banco C,36652.58
793,1759,Débito,Banco C,43085.51
1491,2892,Débito,Banco B,22259.49
2339,1890,Débito,Banco A,15937.65
179,1999,Débito,Banco B,9389.01
1529,886,Crédito,Banco B,29646.48
840,1169,Débito,Banco B,20770.95
2752,1216,Crédito,Banco A,909.63
1636,2124,Crédito,Banco A,27704.49
1768,268,Crédito,Banco B,36268.97
1241,799,Crédito,Banco B,36367.96
898,2437,Crédito,Banco A,21107.35
2572,1650,Débito,Banco C,1312.14
1159,1186,Crédito,Banco C,1318.36
1387,2367,Crédito,Banco B,3015.31
2552,1629,Débito,Banco C,13295.4
143,1136,Crédito,Banco B,5717.61
2688,1887,Crédito,Banco C,46536.45
774,1842,Débito,Banco C,47422.15
305,435,Débito,Banco B,9847.85
1268,1674,Crédito,Banco C,2109.34
14,742,Crédito,Banco B,12637.0
2934,1583,Débito,Banco A,20399.31
2937,2069,Débito,Banco C,2488.71
1944,2449,Débito,Banco C,25435.41
1381,931,Crédito,Banco C,43207.69
2740,1977,Débito,Banco C,6878.67
563,388,Débito,Banco B,26593.72
1784,1330,Crédito,Banco A,36352.58
336,142,Débito,Banco A,42933.55
2118,1582,Débito,Banco A,19773.82
2035,1091,Débito,Banco B,37560.78
1515,214,Débito,Banco A,25775.25
540,1975,Crédito,Banco A,28655.42
1615,2213,Débito,Banco C,7196.25
2708,1585,Crédito,Banco C,29814.42
502,2963,Débito,Banco C,3134.08
1468,660,Débito,Banco A,8586.88
2152,1415,Débito,Banco A,40029.33
2199,394,Débito,Banco C,15391.38
1418,1711,Débito,Banco C,35549.89
989,31,Débito,Banco C,38539.97
259,2835,Crédito,Banco B,19326.11
602,1896,Débito,Banco C,25703.24
85,1351,Débito,Banco A,33308.88
1768,1512,Crédito,Banco B,5161.41
622,1032,Crédito,Banco A,47446.52
1444,1308,Débito,Banco B,26815.12
910,1777,Crédito,Banco B,1269.56
2171,158,Crédito,Banco A,26455.53
2276,321,Débito,Banco B,30012.84
2311,2636,Débito,Banco C,30472.98
1010,2245,Débito,Banco B,45982.98
425,1853,Débito,Banco B,12063.31
1671,2317,Débito,Banco A,15849.9
1746,2670,Crédito,Banco A,10895.17
860,1084,Crédito,Banco A,14512.65
2831,1722,Crédito,Banco C,23760.28
2350,1604,Débito,Banco A,33228.2
2938,79,Crédito,Banco A,2955.23
1437,429,Débito,Banco C,35954.76
2850,2377,Crédito,Banco A,21871.0
1952,520,Débito,Banco C,16125.32
2017,2491,Crédito,Banco A,19071.27
2613,2521,Débito,Banco C,2555.53
1487,2740,Crédito,Banco B,24413.27
2562,1719,Crédito,Banco B,4735.68
1568,180,Crédito,Banco B,19050.27
1585,129,Crédito,Banco A,26888.8
818,2314,Crédito,Banco A,31047.31
2982,530,Crédito,Banco C,34847.27
1948,654,Débito,Banco C,34791.7
1492,826,Débito,Banco A,34488.43
1403,2310,Crédito,Banco C,6977.33
905,414,Crédito,Banco C,34357.62
2565,644,Crédito,Banco A,47244.44
1955,246,Crédito,Banco B,40269.88
2290,2394,Crédito,Banco C,27681.03
679,1989,Débito,Banco A,45706.63
2945,984,Crédito,Banco A,15788.97
2055,1781,Débito,Banco C,16063.46
1351,1698,Crédito,Banco C,27575.65
2672,2521,Débito,Banco A,11488.69
2539,1799,Crédito,Banco C,32358.99
259,2091,Crédito,Banco C,29349.91
1089,33,Crédito,Banco B,17764.82
127,307,Débito,Banco A,27746.98
1380,1513,Crédito,Banco B,33281.76
490,1770,Débito,Banco B,12145.54
2686,1310,Débito,Banco B,3205.54
502,2825,Débito,Banco C,25453.41
2492,716,Crédito,Banco C,48223.89
1612,2880,Crédito,Banco C,38091.44
734,2345,Débito,Banco B,46006.5
1650,1118,Débito,Banco C,39811.26
2628,1732,Débito,Banco B,20613.11
222,2638,Débito,Banco B,25315.34
179,2958,Débito,Banco B,2201.31
2798,1849,Crédito,Banco B,21558.98
1877,1214,Débito,Banco B,39981.51
1715,777,Débito,Banco B,35210.98
78,1321,Crédito,Banco A,38303.94
993,2794,Crédito,Banco C,23534.6
1969,1091,Crédito,Banco B,17142.5
1884,2611,Débito,Banco C,17921.88
2290,482,Crédito,Banco A,31202.86
2927,2061,Débito,Banco B,3629.08
2113,1484,Crédito,Banco B,4783.77
1841,2681,Crédito,Banco C,13794.4
2121,498,Débito,Banco B,15072.81
240,2425,Débito,Banco B,28105.73
1407,136,Débito,Banco C,9772.84
602,1542,Débito,Banco C,12838.88
1023,606,Débito,Banco A,23151.47
2490,988,Crédito,Banco A,25527.54
333,1154,Crédito,Banco A,8571.22
124,1707,Crédito,Banco A,17516.94
2939,1489,Crédito,Banco B,49210.56
296,681,Débito,Banco C,13606.32
2635,280,Débito,Banco A,49831.16
2277,736,Débito,Banco B,5322.45
1613,911,Crédito,Banco B,26015.32
910,2980,Débito,Banco B,42236.71
1353,2684,Débito,Banco B,4832.36
2021,2623,Débito,Banco C,31520.91
2935,9,Débito,Banco C,31502.26
1240,979,Crédito,Banco B,4720.24
812,81,Crédito,Banco B,16543.99
757,50,Crédito,Banco B,24192.53
1851,311,Débito,Banco C,31869.11
2583,2998,Débito,Banco A,38795.3
857,1804,Débito,Banco C,44029.92
2157,1858,Crédito,Banco B,19371.82
1727,1561,Crédito,Banco C,38633.48
1872,784,Débito,Banco C,7945.27
2376,1838,Crédito,Banco C,26954.45
1993,1232,Crédito,Banco A,44809.39
1399,2517,Débito,Banco A,7294.49
2848,2395,Crédito,Banco C,17771.74
1487,2577,Crédito,Banco B,831.25
1899,2337,Débito,Banco A,20889.32
2965,2775,Débito,Banco B,42144.11
2149,765,Débito,Banco B,27847.53
1969,629,Débito,Banco A,24454.35
1852,1671,Crédito,Banco B,19839.77
311,119,Crédito,Banco B,5941.02
1523,1372,Débito,Banco A,9572.5
2914,1843,Crédito,Banco C,16745.37
2342,546,Débito,Banco B,35501.02
1303,1496,Crédito,Banco C,6758.95
1042,2555,Crédito,Banco C,21027.42
406,2389,Crédito,Banco A,14288.78
1682,1539,Débito,Banco C,35491.71
1098,848,Débito,Banco C,9118.45
233,1517,Crédito,Banco B,3205.32
536,1305,Crédito,Banco B,28751.67
889,1651,Crédito,Banco B,45160.19
2118,1336,Débito,Banco A,14931.06
1921,2017,Débito,Banco C,27275.02
2272,2333,Crédito,Banco A,31633.81
2189,2878,Crédito,Banco B,40524.76
2801,1245,Débito,Banco C,23325.41
441,1603,Débito,Banco C,24724.58
1139,652,Débito,Banco C,42852.11
1689,1108,Crédito,Banco C,32947.53
132,2735,Crédito,Banco B,49130.87
804,1466,Débito,Banco B,35648.86
595,2707,Crédito,Banco C,43517.66
835,491,Débito,Banco B,20398.6
431,1245,Débito,Banco C,45516.12
668,298,Crédito,Banco B,49549.48
2176,965,Crédito,Banco B,44246.6
2529,793,Crédito,Banco B,26785.38
294,2320,Débito,Banco C,13300.1
467,2984,Crédito,Banco A,40137.45
491,1832,Débito,Banco A,49129.51
1249,1082,Débito,Banco A,31772.58
1718,866,Crédito,Banco C,6566.5
1352,1878,Crédito,Banco C,34676.95
867,226,Crédito,Banco C,8558.77
1451,897,Débito,Banco A,9623.34
1044,1792,Débito,Banco C,47417.71
1682,207,Débito,Banco C,21815.34
1944,1247,Crédito,Banco C,29212.8
2955,2226,Crédito,Banco B,45846.81
2125,2710,Débito,Banco A,2985.78
2034,1816,Débito,Banco C,48034.64
2239,2258,Crédito,Banco B,30051.45
1683,1497,Débito,Banco A,1892.41
1602,251,Débito,Banco C,21237.41
220,1465,Crédito,Banco C,9456.49
1689,42,Crédito,Banco B,37089.66
979,1340,Débito,Banco A,24003.68
2988,2086,Crédito,Banco C,39572.23
2529,1603,Débito,Banco C,27682.03
825,2344,Crédito,Banco C,32991.11
2468,2876,Débito,Banco A,28439.31
1005,291,Débito,Banco A,5238.36
502,804,Débito,Banco C,8634.81
310,202,Débito,Banco B,43555.99
706,33,Crédito,Banco A,43680.79
118,837,Crédito,Banco B,49589.27
1495,786,Débito,Banco B,10192.23
2168,100,Crédito,Banco B,47108.91
2182,1683,Débito,Banco C,49496.56
737,2962,Débito,Banco C,46756.13
2550,1305,Crédito,Banco C,22314.34
2849,1054,Crédito,Banco B,31315.34
898,2413,Crédito,Banco C,49494.97
7,2267,Débito,Banco A,33006.74
656,216,Crédito,Banco C,3077.95
62,430,Crédito,Banco B,5164.41
2691,1340,Débito,Banco C,46707.73
252,1084,Débito,Banco B,14183.82
460,280,Crédito,Banco C,4023.06
1115,2955,Crédito,Banco B,30281.88
1084,1429,Débito,Banco C,39298.88
2380,2194,Débito,Banco C,49752.26
2803,1632,Débito,Banco A,16938.95
2312,913,Crédito,Banco B,26703.86
1906,1293,Crédito,Banco B,9166.5
2413,114,Crédito,Banco C,17014.73
98,2235,Débito,Banco B,33320.81
2388,2793,Débito,Banco A,30618.77
400,461,Débito,Banco C,31318.94
2090,1834,Crédito,Banco C,12031.56
2198,201,Crédito,Banco C,15234.76
614,578,Crédito,Banco C,29505.68
2977,1157,Débito,Banco C,26561.74
2884,2849,Crédito,Banco C,22565.89
2688,2660,Débito,Banco A,23058.93
2888,540,Débito,Banco A,48461.54
1087,1621,Crédito,Banco A,17766.76
1007,2915,Débito,Banco C,46791.39
59,2038,Crédito,Banco C,27379.87
2475,1252,Débito,Banco C,2998.21
571,1954,Débito,Banco A,44059.63
271,2794,Crédito,Banco C,29497.6
693,2658,Crédito,Banco A,21073.79
1946,1128,Crédito,Banco A,24375.92
1478,2069,Débito,Banco C,22200.41
75,2057,Crédito,Banco B,28175.96
574,1647,Crédito,Banco B,34346.16
719,860,Crédito,Banco B,2359.03
2075,940,Crédito,Banco B,39650.73
1538,2308,Débito,Banco B,8425.04
116,1768,Débito,Banco A,2720.33
2957,2326,Débito,Banco B,45372.46
856,104,Débito,Banco B,25519.03
1130,1122,Crédito,Banco C,20888.3
737,1882,Crédito,Banco B,26514.44
1516,1219,Débito,Banco A,44082.29
459,2355,Débito,Banco B,14179.11
1792,1202,Crédito,Banco A,26093.16
440,1260,Crédito,Banco B,32591.7
367,1390,Crédito,Banco B,37008.04
259,2512,Débito,Banco B,10756.29
2488,1166,Débito,Banco A,48720.51
151,2263,Débito,Banco B,39635.09
1642,1559,Débito,Banco B,49165.69
1430,1777,Débito,Banco C,30868.6
499,1531,Débito,Banco C,5825.08
2524,1782,Crédito,Banco B,38075.32
722,2954,Crédito,Banco A,23815.26
2877,1098,Crédito,Banco C,9193.55
2196,2425,Débito,Banco C,24172.86
2287,658,Crédito,Banco C,7237.35
2747,476,Crédito,Banco B,46566.1
2629,2679,Crédito,Banco A,22644.67
2791,649,Crédito,Banco B,35995.92
2651,1312,Débito,Banco A,47622.29
1872,835,Débito,Banco B,40528.32
1799,1055,Crédito,Banco A,9182.62
313,582,Crédito,Banco C,44552.29
2629,2262,Débito,Banco A,28717.53
259,330,Crédito,Banco C,39437.26
1493,2259,Débito,Banco A,3810.37
1328,1533,Crédito,Banco C,10697.56
1170,346,Crédito,Banco A,9958.35
2520,2063,Crédito,Banco C,19457.08
1362,2076,Crédito,Banco C,12321.84
1283,2819,Crédito,Banco A,4354.72
2285,727,Débito,Banco A,35562.4
2848,1025,Débito,Banco A,42761.75
1029,1278,Crédito,Banco C,39893.58
457,222,Débito,Banco B,47936.45
2090,2880,Débito,Banco B,38033.01
1138,2714,Crédito,Banco A,17185.25
1806,2019,Débito,Banco B,29432.57
2847,1821,Crédito,Banco C,14282.96
2594,28,Crédito,Banco A,26422.32
628,831,Crédito,Banco C,17574.86
2044,339,Crédito,Banco B,14405.1
112,102,Débito,Banco A,9207.73
1920,675,Débito,Banco C,10117.3
1143,277,Débito,Banco A,42891.72
2010,1818,Crédito,Banco B,41046.23
1999,1070,Crédito,Banco C,28560.98
1459,1020,Crédito,Banco A,3037.64
1027,2891,Débito,Banco C,41846.69
145,186,Crédito,Banco A,2394.47
2615,341,Débito,Banco C,9640.21
2556,326,Crédito,Banco B,45227.34
610,523,Débito,Banco A,23445.4
474,2892,Crédito,Banco C,31265.93
280,422,Crédito,Banco B,18562.7
37,2104,Débito,Banco C,46409.23
1724,854,Crédito,Banco A,5550.64
2359,427,Crédito,Banco A,1835.11
1906,1077,Crédito,Banco B,15355.98
591,775,Débito,Banco B,46735.07
2895,1047,Crédito,Banco A,29855.58
580,2660,Débito,Banco B,14978.55
1228,254,Débito,Banco C,43832.72
348,1162,Crédito,Banco A,27950.38
1210,2898,Crédito,Banco C,27535.84
926,2268,Débito,Banco A,38111.68
2391,1561,Crédito,Banco B,49166.28
2781,1427,Crédito,Banco C,16698.04
2648,2976,Crédito,Banco A,16776.1
824,706,Débito,Banco B,28416.96
870,954,Débito,Banco C,3799.7
2469,1188,Crédito,Banco A,49738.78
2673,2256,Crédito,Banco B,15728.79
632,1504,Débito,Banco C,19878.45
1322,2617,Crédito,Banco B,11962.66
2004,2940,Débito,Banco A,8479.69
946,948,Débito,Banco A,8290.65
358,1689,Débito,Banco B,26596.72
1024,2314,Crédito,Banco B,9648.6
2374,514,Crédito,Banco B,44605.0
2570,369,Débito,Banco C,5621.42
358,2533,Débito,Banco A,10086.38
1441,258,Débito,Banco C,7646.38
175,312,Crédito,Banco A,13499.63
2494,1613,Débito,Banco A,1905.29
610,805,Débito,Banco A,7912.75
1989,2875,Crédito,Banco B,13206.7
1271,143,Débito,Banco C,41970.1
1317,1385,Crédito,Banco C,49382.77
1677,1596,Crédito,Banco A,2994.26
726,722,Débito,Banco B,24803.42
1839,2961,Débito,Banco A,18072.61
604,1493,Débito,Banco B,35321.07
2200,595,Crédito,Banco B,38523.75
1748,1444,Crédito,Banco C,35969.29
250,235,Débito,Banco B,44645.24
1793,801,Crédito,Banco C,28958.5
2810,2994,Débito,Banco B,5572.4
2984,1448,Débito,Banco C,44563.33
2876,1058,Crédito,Banco C,5122.49
2061,2119,Débito,Banco A,1226.95
2791,2168,Débito,Banco B,13655.24
2684,561,Crédito,Banco B,30039.37
230,2255,Débito,Banco C,11889.39
1189,301,Crédito,Banco B,1648.59
1279,1971,Crédito,Banco A,23161.81
315,424,Crédito,Banco C,38287.81
2917,1619,Crédito,Banco C,5333.28
1507,1157,Débito,Banco A,49302.42
348,724,Débito,Banco C,15575.39
1122,182,Crédito,Banco C,20219.94
1654,1923,Crédito,Banco A,23510.39
388,2477,Crédito,Banco B,22403.03
1051,1852,Débito,Banco B,38101.79
2459,666,Crédito,Banco A,18568.99
622,1486,Crédito,Banco C,1835.59
133,181,Débito,Banco A,41588.15
1927,80,Débito,Banco A,20758.98
2870,112,Crédito,Banco C,33171.64
1554,1587,Débito,Banco C,34082.09
1810,753,Crédito,Banco A,31666.58
1623,1199,Crédito,Banco A,44387.95
1446,1499,Crédito,Banco C,43993.58
9,1382,Crédito,Banco B,42642.16
1600,238,Crédito,Banco A,19549.97
1727,2892,Débito,Banco C,38419.31
54,673,Débito,Banco A,19275.83
2821,1178,Crédito,Banco A,8987.68
1750,856,Débito,Banco A,33244.47
657,1449,Débito,Banco B,26123.96
2706,694,Débito,Banco B,33581.21
314,2103,Débito,Banco A,25434.91
2795,1602,Crédito,Banco A,49458.69
1688,662,Crédito,Banco A,43811.86
948,2857,Débito,Banco B,30818.35
2507,1766,Débito,Banco A,40398.58
1850,1888,Crédito,Banco B,28672.68
151,352,Crédito,Banco C,21347.39
370,441,Crédito,Banco B,20823.71
2994,2267,Crédito,Banco C,27654.45
335,1932,Crédito,Banco C,33198.93
2187,300,Crédito,Banco A,42375.94
783,2511,Débito,Banco C,18628.71
1216,2744,Crédito,Banco C,9630.64
2918,1488,Crédito,Banco A,36529.33
1896,2604,Crédito,Banco C,23198.23
2942,2958,Crédito,Banco B,15834.36
2597,1227,Débito,Banco C,2755.0
2139,318,Crédito,Banco B,42076.58
2642,2782,Débito,Banco A,6184.94
2830,2941,Débito,Banco C,36462.72
2610,2853,Débito,Banco B,5736.87
617,640,Crédito,Banco A,26467.74
2854,1357,Débito,Banco B,39233.18
233,1253,Débito,Banco B,17867.8
493,2275,Débito,Banco B,48567.1
2323,1837,Débito,Banco C,45021.35
1977,233,Débito,Banco B,16707.16
2658,2385,Crédito,Banco C,16954.68
2487,2241,Débito,Banco A,37417.7
2556,1574,Débito,Banco A,30936.48
2562,2885,Crédito,Banco C,32078.8
647,655,Crédito,Banco A,10001.45
2217,2415,Débito,Banco A,19553.23
2419,1236,Débito,Banco A,28100.15
648,772,Crédito,Banco C,44296.75
1124,2630,Débito,Banco C,44910.04
750,2041,Débito,Banco A,3446.22
2320,2859,Débito,Banco A,32525.35
1985,2482,Débito,Banco B,21439.4
236,1182,Débito,Banco A,1183.53
2609,1368,Débito,Banco A,8125.47
1907,2426,Débito,Banco C,12983.9
104,492,Crédito,Banco C,16955.1
362,499,Crédito,Banco A,19413.62
2668,1807,Crédito,Banco A,20447.7
1959,2079,Crédito,Banco B,1612.26
161,2462,Débito,Banco A,32131.12
1074,2550,Crédito,Banco B,23128.27
313,1681,Crédito,Banco C,22901.71
675,2433,Débito,Banco C,45024.07
906,2445,Crédito,Banco C,21986.75
913,2799,Crédito,Banco C,30901.29
2101,1034,Crédito,Banco B,5729.16
1764,1143,Débito,Banco B,511.01
1413,1250,Débito,Banco B,29724.94
226,2950,Débito,Banco C,939.88
1787,1077,Crédito,Banco B,10262.46
2173,2768,Crédito,Banco A,16227.85
2037,182,Crédito,Banco B,43588.56
1058,2001,Crédito,Banco C,47010.87
2932,2931,Crédito,Banco C,42807.9
1786,1599,Débito,Banco B,15371.28
672,1651,Crédito,Banco B,42419.74
625,2478,Crédito,Banco C,16442.0
2299,534,Crédito,Banco B,29054.6
1122,2063,Crédito,Banco B,16152.98
1440,2353,Débito,Banco A,45130.82
993,1783,Débito,Banco A,38893.66
2578,463,Débito,Banco C,20805.91
2105,1254,Débito,Banco A,44089.62
2877,2033,Crédito,Banco C,38514.44
601,1185,Crédito,Banco B,38335.87
120,2445,Débito,Banco A,16914.25
646,61,Débito,Banco A,31029.82
5,1509,Crédito,Banco B,3976.87
1809,2485,Crédito,Banco A,46373.91
1867,1623,Débito,Banco A,49005.75
1712,993,Crédito,Banco B,39376.64
2427,613,Crédito,Banco C,7001.3
2935,244,Débito,Banco A,34179.8
527,2158,Débito,Banco B,48656.7
1296,2513,Débito,Banco B,7352.64
2545,2176,Débito,Banco C,15777.83
2484,2645,Crédito,Banco B,9404.03
2109,1891,Crédito,Banco A,6478.13
432,2556,Débito,Banco B,40349.73
2113,2084,Débito,Banco A,21682.75
1197,715,Débito,Banco C,4650.01
2461,2272,Crédito,Banco C,15553.97
441,720,Crédito,Banco C,37160.47
2951,710,Débito,Banco C,9609.73
1108,1836,Crédito,Banco C,4246.4
1285,2208,Débito,Banco A,16289.79
223,2677,Crédito,Banco C,16209.01
221,1305,Crédito,Banco B,5711.31
2146,2441,Crédito,Banco A,13092.21
2131,2154,Crédito,Banco C,22313.2
1310,2918,Débito,Banco B,39700.23
1220,2781,Débito,Banco C,11385.93
2725,2307,Débito,Banco C,46142.77
372,912,Débito,Banco A,42347.34
312,1406,Débito,Banco A,13513.47
635,1418,Débito,Banco A,6088.45
629,1355,Débito,Banco A,17504.33
665,484,Crédito,Banco A,39490.1
217,2079,Crédito,Banco B,23848.05
170,1198,Débito,Banco B,22426.86
379,1611,Crédito,Banco A,25331.69
1625,194,Débito,Banco A,5721.56
1027,1519,Débito,Banco B,26838.37
2238,432,Débito,Banco B,45178.52
196,898,Débito,Banco C,27561.27
494,2875,Crédito,Banco B,49700.77
2437,1698,Crédito,Banco C,14453.28
341,1822,Débito,Banco B,30800.02
496,978,Crédito,Banco C,14522.93
747,548,Débito,Banco A,16318.04
1197,1271,Débito,Banco A,3069.56
801,1618,Débito,Banco A,40902.83
1231,334,Débito,Banco C,38071.3
254,1059,Débito,Banco A,26134.56
1734,2682,Crédito,Banco B,22479.48
2153,2149,Débito,Banco C,29088.55
270,530,Crédito,Banco B,20008.13
503,26,Débito,Banco C,34297.46
74,2995,Débito,Banco B,43069.21
1810,2975,Débito,Banco A,12346.23
2695,1383,Débito,Banco C,11844.37
174,2413,Crédito,Banco C,22584.02
1065,2566,Débito,Banco A,24344.23
2930,1980,Crédito,Banco B,28230.83
852,475,Crédito,Banco C,5525.88
631,131,Crédito,Banco B,38595.47
1782,1397,Débito,Banco B,45680.94
308,301,Débito,Banco C,45362.26
2232,2448,Crédito,Banco B,47012.9
2141,553,Crédito,Banco C,24533.78
847,939,Crédito,Banco C,9371.53
1130,517,Crédito,Banco C,44303.28
2420,1796,Débito,Banco C,39456.87
1439,303,Débito,Banco B,24248.23
1803,2960,Débito,Banco B,43096.17
1708,873,Crédito,Banco B,6831.95
179,900,Crédito,Banco A,44023.04
1640,323,Débito,Banco A,34685.99
2815,840,Crédito,Banco C,22666.37
2485,137,Crédito,Banco C,46126.45
1739,1893,Débito,Banco C,25826.96
1950,2792,Débito,Banco C,34667.68
837,2237,Débito,Banco A,24655.63
651,1625,Débito,Banco C,49355.27
2734,1362,Crédito,Banco A,4825.14
2368,1048,Débito,Banco C,38746.49
2674,2727,Débito,Banco C,40770.83
911,2963,Crédito,Banco C,44820.03
2457,2826,Crédito,Banco A,45813.52
1710,1371,Crédito,Banco B,19005.6
2234,2905,Crédito,Banco B,48455.1
2337,2233,Débito,Banco C,10545.46
2981,2124,Débito,Banco C,4327.8
539,1498,Débito,Banco A,36679.31
1683,2553,Crédito,Banco A,49644.93
2647,1289,Débito,Banco B,7041.83
2969,941,Crédito,Banco A,47134.96
1508,2058,Débito,Banco B,46488.77
925,164,Crédito,Banco B,14815.64
596,2731,Débito,Banco B,13105.84
522,1109,Crédito,Banco B,32722.34
362,2638,Crédito,Banco C,9831.67
1830,171,Débito,Banco C,46983.55
239,2102,Crédito,Banco B,44035.1
1894,1011,Crédito,Banco C,41375.67
2752,2285,Crédito,Banco A,24427.24
520,810,Débito,Banco B,44880.94
1839,255,Débito,Banco C,40936.19
1600,1745,Débito,Banco B,7904.09
1925,1740,Crédito,Banco A,6931.99
2260,1322,Débito,Banco C,34061.32
2812,270,Débito,Banco B,26853.06
1364,2419,Débito,Banco C,7306.8
745,532,Crédito,Banco A,37666.09
111,2888,Débito,Banco C,1439.39
2963,1929,Débito,Banco C,9901.07
916,1630,Débito,Banco A,16893.81
1592,228,Crédito,Banco B,3428.29
816,2043,Débito,Banco A,6727.33
762,1303,Débito,Banco A,41431.76
1060,1041,Débito,Banco A,4813.08
1630,2682,Débito,Banco A,35445.38
1130,447,Débito,Banco C,14994.7
1161,935,Débito,Banco B,16959.31
2377,2371,Débito,Banco A,37521.24
1877,1442,Crédito,Banco B,41501.91
1792,522,Débito,Banco B,37303.25
2739,2011,Crédito,Banco B,42617.04
2276,1573,Crédito,Banco C,25368.28
1479,2325,Crédito,Banco C,42499.35
414,1707,Débito,Banco B,28440.24
1660,1557,Crédito,Banco A,30486.79
2275,2541,Crédito,Banco B,40641.63
1083,2574,Débito,Banco C,45651.82
2808,1763,Crédito,Banco B,16180.6
2462,2452,Crédito,Banco C,19259.23
2388,1947,Débito,Banco A,22444.42
1494,1827,Débito,Banco C,46741.01
593,2862,Crédito,Banco B,13018.52
597,850,Crédito,Banco B,8797.48
1776,2308,Crédito,Banco C,32246.16
2549,1547,Crédito,Banco C,17789.54
313,2504,Débito,Banco C,13194.81
1567,1996,Crédito,Banco A,42588.07
278,1222,Crédito,Banco B,13079.09
1087,685,Crédito,Banco A,10664.08
