Transaccion_ID,Comercio_ID,Tipo_Comercio,País,Validación
811,1389,Electrónica,Colombia,Exitosa
4092,440,Electrónica,México,Fallida
571,611,Retail,Colombia,Fallida
4062,1523,Retail,México,Exitosa
1393,1615,Electrónica,Colombia,Exitosa
3280,701,Electrónica,México,Fallida
1803,895,Electrónica,Guatemala,Fallida
3781,59,Retail,Colombia,Fallida
3559,1979,Electrónica,México,Fallida
1733,1416,Alimentos,Colombia,Exitosa
472,252,Alimentos,Colombia,Fallida
2409,111,Retail,Guatemala,Exitosa
2598,1312,Electrónica,Guatemala,Fallida
474,102,Alimentos,Guatemala,Fallida
3715,304,Alimentos,México,Fallida
3611,1065,Electrónica,Guatemala,Fallida
1569,1231,Electrónica,México,Exitosa
2049,1819,Alimentos,Colombia,Exitosa
3067,33,Retail,México,Fallida
2609,1809,Alimentos,Guatemala,Exitosa
2757,1503,Electrónica,México,Exitosa
1103,68,Electrónica,Colombia,Exitosa
1669,802,Alimentos,México,Fallida
285,1157,Retail,México,Fallida
3904,586,Retail,Guatemala,Exitosa
4288,353,Electrónica,Colombia,Exitosa
2990,391,Retail,México,Fallida
1900,911,Alimentos,Guatemala,Fallida
4847,1768,Alimentos,Guatemala,Fallida
2914,626,Electrónica,Guatemala,Exitosa
1728,328,Electrónica,Guatemala,Fallida
538,1857,Alimentos,México,Fallida
2898,398,Retail,Guatemala,Fallida
4255,747,Retail,Colombia,Fallida
895,321,Alimentos,México,Fallida
3527,1740,Alimentos,Guatemala,Fallida
2813,1547,Retail,México,Fallida
4164,756,Electrónica,México,Fallida
684,941,Electrónica,México,Exitosa
4536,882,Alimentos,Colombia,Exitosa
3565,1660,Alimentos,Colombia,Exitosa
3671,1902,Alimentos,Guatemala,Exitosa
919,946,Retail,Colombia,Fallida
1368,461,Retail,México,Exitosa
2207,193,Retail,Guatemala,Exitosa
2726,1289,Retail,Colombia,Exitosa
76,511,Retail,México,Fallida
2666,1375,Alimentos,México,Exitosa
4612,226,Retail,Guatemala,Fallida
1461,1586,Electrónica,Colombia,Fallida
2506,731,Alimentos,México,Exitosa
871,1852,Alimentos,Guatemala,Exitosa
80,1234,Electrónica,Guatemala,Exitosa
3869,1633,Retail,Colombia,Fallida
181,617,Alimentos,México,Fallida
1899,903,Retail,Colombia,Fallida
2738,100,Electrónica,México,Fallida
2668,957,Retail,Guatemala,Exitosa
1360,320,Retail,México,Exitosa
2145,105,Alimentos,México,Exitosa
212,1401,Retail,México,Exitosa
3857,1594,Retail,Colombia,Exitosa
4703,966,Retail,Guatemala,Fallida
3356,534,Retail,México,Exitosa
1810,1159,Electrónica,Guatemala,Fallida
3380,52,Electrónica,Guatemala,Exitosa
1292,933,Retail,México,Fallida
2424,1730,Retail,Guatemala,Fallida
1647,1602,Retail,Guatemala,Exitosa
3809,226,Alimentos,México,Fallida
1486,528,Alimentos,México,Fallida
2358,1160,Electrónica,Guatemala,Fallida
3232,644,Retail,Colombia,Exitosa
3300,843,Electrónica,Guatemala,Fallida
3600,844,Retail,Guatemala,Exitosa
3865,12,Alimentos,Colombia,Fallida
2172,1695,Alimentos,México,Fallida
2346,818,Retail,México,Exitosa
4190,859,Electrónica,Colombia,Exitosa
1426,1271,Retail,Guatemala,Exitosa
2656,1307,Electrónica,Guatemala,Exitosa
284,1862,Electrónica,Colombia,Fallida
3796,753,Retail,Guatemala,Fallida
4852,1789,Alimentos,Guatemala,Fallida
1737,241,Alimentos,Colombia,Exitosa
4419,614,Alimentos,Colombia,Exitosa
3251,940,Alimentos,Guatemala,Fallida
2610,1363,Retail,Guatemala,Exitosa
3829,821,Electrónica,Colombia,Exitosa
4674,1039,Alimentos,Colombia,Exitosa
3234,1708,Electrónica,México,Fallida
2227,1351,Electrónica,Guatemala,Fallida
470,372,Alimentos,México,Exitosa
4598,364,Electrónica,México,Fallida
1408,503,Alimentos,México,Fallida
4551,170,Retail,Colombia,Exitosa
1679,1301,Electrónica,México,Fallida
270,1515,Electrónica,Colombia,Fallida
2011,1907,Retail,Guatemala,Exitosa
1243,1054,Retail,Colombia,Exitosa
2183,1844,Alimentos,México,Fallida
4232,1880,Retail,Colombia,Exitosa
2428,1182,Retail,Guatemala,Exitosa
4471,1205,Alimentos,Colombia,Exitosa
539,1468,Electrónica,Colombia,Fallida
3585,408,Alimentos,Colombia,Exitosa
2393,453,Alimentos,México,Exitosa
2513,399,Electrónica,Guatemala,Exitosa
3340,1943,Alimentos,Guatemala,Fallida
2416,64,Electrónica,Colombia,Fallida
162,528,Electrónica,Guatemala,Fallida
1361,967,Electrónica,México,Fallida
3074,242,Electrónica,Colombia,Fallida
1444,1575,Alimentos,Colombia,Fallida
3736,1705,Alimentos,Guatemala,Exitosa
4367,1541,Electrónica,Guatemala,Fallida
942,637,Retail,México,Exitosa
4524,288,Alimentos,Colombia,Exitosa
2045,823,Electrónica,Guatemala,Fallida
1985,1866,Alimentos,Colombia,Exitosa
2273,539,Retail,Guatemala,Exitosa
4726,1822,Retail,México,Fallida
3910,716,Alimentos,Colombia,Exitosa
4387,503,Electrónica,Guatemala,Exitosa
3842,1167,Retail,Colombia,Exitosa
340,114,Retail,Guatemala,Fallida
1802,18,Retail,México,Exitosa
3919,548,Alimentos,México,Exitosa
2070,1951,Electrónica,Colombia,Exitosa
1025,790,Electrónica,Colombia,Exitosa
1257,1956,Retail,Colombia,Exitosa
1891,1282,Retail,Guatemala,Fallida
676,445,Alimentos,México,Exitosa
2538,630,Retail,Guatemala,Fallida
2503,1445,Electrónica,Guatemala,Exitosa
2619,1909,Alimentos,Guatemala,Fallida
533,486,Alimentos,México,Exitosa
1050,1655,Alimentos,Colombia,Fallida
1200,116,Retail,México,Fallida
50,567,Electrónica,Colombia,Exitosa
2656,1197,Electrónica,México,Exitosa
4144,226,Retail,México,Fallida
1708,394,Retail,México,Fallida
1667,275,Retail,México,Exitosa
3045,1072,Retail,Colombia,Exitosa
3050,1556,Electrónica,Colombia,Fallida
1626,323,Retail,México,Fallida
3883,1068,Alimentos,México,Fallida
3783,1356,Alimentos,Guatemala,Fallida
2773,578,Retail,Guatemala,Exitosa
1878,652,Alimentos,Colombia,Fallida
2647,1190,Alimentos,Colombia,Fallida
3455,497,Retail,México,Exitosa
2172,10,Electrónica,México,Fallida
2392,33,Retail,Guatemala,Exitosa
2727,678,Electrónica,México,Exitosa
4,52,Retail,México,Fallida
4659,606,Retail,Guatemala,Fallida
2581,787,Electrónica,Colombia,Fallida
4686,1580,Alimentos,México,Exitosa
170,147,Alimentos,México,Exitosa
473,1524,Electrónica,Colombia,Exitosa
3665,287,Electrónica,México,Fallida
2178,1276,Alimentos,Guatemala,Fallida
4552,96,Electrónica,Colombia,Fallida
3141,1691,Alimentos,Colombia,Exitosa
3727,142,Alimentos,Colombia,Fallida
4992,640,Alimentos,México,Fallida
3572,509,Alimentos,Guatemala,Fallida
4530,1502,Alimentos,México,Exitosa
3041,1496,Retail,Guatemala,Exitosa
2674,1467,Retail,Colombia,Exitosa
2730,242,Electrónica,México,Exitosa
323,115,Alimentos,México,Exitosa
2221,1400,Retail,Guatemala,Fallida
4911,843,Alimentos,México,Exitosa
4685,1945,Electrónica,Guatemala,Exitosa
3280,830,Alimentos,México,Exitosa
1383,138,Retail,México,Fallida
3687,1066,Electrónica,Colombia,Exitosa
3520,1569,Electrónica,México,Exitosa
4174,959,Retail,Guatemala,Exitosa
1890,1554,Electrónica,México,Fallida
2228,12,Electrónica,Guatemala,Fallida
4251,946,Alimentos,Guatemala,Fallida
3073,1982,Alimentos,México,Exitosa
3083,668,Alimentos,Colombia,Exitosa
4710,22,Retail,Guatemala,Fallida
361,1552,Electrónica,Colombia,Fallida
1942,827,Electrónica,México,Fallida
1972,1147,Retail,Guatemala,Exitosa
4479,1373,Electrónica,Guatemala,Fallida
3683,1365,Retail,Guatemala,Fallida
1731,68,Retail,México,Fallida
1266,37,Alimentos,México,Exitosa
340,1774,Alimentos,Colombia,Exitosa
1724,303,Retail,Colombia,Exitosa
2279,685,Retail,Guatemala,Fallida
1012,1248,Alimentos,Guatemala,Fallida
649,1952,Retail,Guatemala,Exitosa
27,1016,Electrónica,Guatemala,Fallida
3635,1223,Electrónica,Guatemala,Fallida
2149,1791,Electrónica,Guatemala,Fallida
3985,1964,Retail,Colombia,Exitosa
4311,200,Alimentos,Guatemala,Exitosa
2951,1166,Alimentos,Guatemala,Exitosa
4102,46,Retail,Guatemala,Fallida
1160,1907,Alimentos,México,Fallida
1094,1015,Retail,México,Exitosa
238,1402,Electrónica,México,Exitosa
965,584,Alimentos,Colombia,Fallida
333,151,Electrónica,Colombia,Fallida
2990,1888,Retail,México,Fallida
3,629,Alimentos,Guatemala,Fallida
344,823,Electrónica,Guatemala,Exitosa
4154,1938,Retail,Guatemala,Fallida
2305,123,Alimentos,México,Fallida
907,541,Alimentos,Colombia,Fallida
2489,646,Electrónica,Guatemala,Exitosa
2258,1659,Electrónica,México,Exitosa
390,828,Retail,Colombia,Fallida
4308,732,Retail,Colombia,Exitosa
2225,320,Alimentos,México,Exitosa
2651,1961,Alimentos,Colombia,Fallida
2780,439,Alimentos,Colombia,Exitosa
3703,332,Retail,Colombia,Exitosa
644,1996,Alimentos,Colombia,Exitosa
4250,1249,Alimentos,Colombia,Fallida
3855,720,Alimentos,Colombia,Exitosa
704,1276,Retail,Guatemala,Fallida
4283,568,Electrónica,México,Exitosa
4404,424,Electrónica,México,Exitosa
3995,1618,Electrónica,Guatemala,Fallida
1603,742,Alimentos,México,Exitosa
1308,1397,Electrónica,México,Exitosa
3627,454,Electrónica,Colombia,Fallida
3485,263,Electrónica,Guatemala,Fallida
2939,909,Electrónica,México,Exitosa
602,774,Alimentos,Guatemala,Fallida
1852,1785,Electrónica,Colombia,Fallida
2816,610,Retail,México,Exitosa
101,1405,Retail,México,Fallida
1095,1746,Electrónica,Guatemala,Exitosa
4447,1943,Retail,Colombia,Exitosa
4217,748,Retail,Colombia,Fallida
2731,796,Retail,Guatemala,Exitosa
2349,1277,Electrónica,Colombia,Fallida
1357,1015,Retail,Guatemala,Exitosa
4867,1037,Electrónica,Guatemala,Fallida
4368,1799,Alimentos,México,Exitosa
4145,862,Retail,México,Fallida
2693,1198,Alimentos,Colombia,Fallida
668,603,Alimentos,Colombia,Exitosa
180,720,Electrónica,Guatemala,Fallida
1501,1639,Electrónica,Colombia,Exitosa
1700,413,Alimentos,Colombia,Fallida
1129,1286,Alimentos,México,Fallida
1877,1350,Retail,México,Exitosa
303,1429,Electrónica,Guatemala,Fallida
4484,1308,Retail,Guatemala,Fallida
4143,1694,Electrónica,Guatemala,Fallida
2613,622,Retail,Guatemala,Fallida
4377,17,Alimentos,Guatemala,Fallida
1133,1202,Retail,Colombia,Exitosa
2568,765,Electrónica,Guatemala,Fallida
4708,1869,Alimentos,México,Exitosa
3182,814,Alimentos,Colombia,Fallida
4974,438,Alimentos,México,Exitosa
3834,751,Retail,Colombia,Exitosa
4009,1034,Retail,Colombia,Fallida
4931,1548,Electrónica,Guatemala,Exitosa
4068,1100,Alimentos,México,Fallida
1717,1005,Electrónica,Colombia,Fallida
3729,1332,Electrónica,Guatemala,Exitosa
4949,1564,Electrónica,México,Exitosa
784,310,Alimentos,Guatemala,Exitosa
1344,923,Alimentos,Colombia,Fallida
4450,1130,Alimentos,Guatemala,Fallida
3693,755,Alimentos,México,Fallida
3123,152,Electrónica,Guatemala,Fallida
3733,1403,Retail,Guatemala,Fallida
3241,1937,Alimentos,Guatemala,Exitosa
4623,336,Alimentos,México,Exitosa
2546,1355,Electrónica,Colombia,Exitosa
4022,1666,Electrónica,Guatemala,Fallida
4048,1850,Alimentos,México,Fallida
3007,798,Electrónica,México,Fallida
979,425,Electrónica,Guatemala,Fallida
361,450,Electrónica,Colombia,Exitosa
1066,1385,Alimentos,Colombia,Fallida
4288,203,Retail,Guatemala,Exitosa
210,1780,Alimentos,Colombia,Fallida
26,1160,Retail,México,Exitosa
3232,766,Alimentos,Colombia,Exitosa
3885,1916,Alimentos,Guatemala,Exitosa
767,120,Alimentos,Guatemala,Fallida
2603,1075,Electrónica,México,Exitosa
3170,1488,Electrónica,Colombia,Fallida
4690,1243,Electrónica,Colombia,Exitosa
3938,1991,Electrónica,Colombia,Exitosa
4266,1512,Retail,Guatemala,Fallida
2250,1252,Retail,Guatemala,Fallida
574,1034,Retail,México,Fallida
2937,1865,Alimentos,México,Exitosa
4247,973,Retail,México,Exitosa
4507,731,Retail,México,Exitosa
1368,1808,Retail,Colombia,Fallida
2889,818,Alimentos,Colombia,Fallida
2721,1231,Retail,México,Exitosa
4450,1692,Retail,México,Fallida
2461,575,Electrónica,México,Exitosa
2508,620,Alimentos,Guatemala,Fallida
427,101,Retail,México,Fallida
484,1609,Alimentos,México,Fallida
4188,1768,Alimentos,México,Fallida
1627,1672,Retail,México,Exitosa
959,1160,Retail,Guatemala,Fallida
1526,512,Electrónica,Colombia,Fallida
86,490,Alimentos,Guatemala,Exitosa
910,189,Electrónica,Colombia,Exitosa
2590,1422,Electrónica,Colombia,Exitosa
1911,64,Electrónica,Colombia,Exitosa
4444,1622,Electrónica,México,Exitosa
3878,1844,Alimentos,Guatemala,Exitosa
3522,542,Alimentos,México,Fallida
3592,132,Retail,Guatemala,Exitosa
4182,504,Alimentos,Guatemala,Fallida
161,104,Electrónica,México,Exitosa
3226,146,Alimentos,Colombia,Fallida
3623,1801,Electrónica,Colombia,Exitosa
4056,1838,Electrónica,Guatemala,Fallida
4194,341,Alimentos,México,Exitosa
1956,1940,Electrónica,Guatemala,Fallida
355,1096,Alimentos,México,Exitosa
151,655,Electrónica,Colombia,Fallida
2506,1613,Retail,Colombia,Exitosa
1132,1764,Retail,Colombia,Fallida
47,11,Retail,Guatemala,Exitosa
938,515,Electrónica,Guatemala,Exitosa
1067,108,Retail,México,Exitosa
3494,1473,Electrónica,Colombia,Fallida
4255,549,Retail,Colombia,Exitosa
4805,437,Retail,México,Exitosa
4667,572,Alimentos,Guatemala,Exitosa
2133,4,Alimentos,Guatemala,Fallida
4937,1999,Electrónica,Guatemala,Fallida
1630,139,Alimentos,Guatemala,Exitosa
3101,471,Alimentos,Colombia,Fallida
3366,1114,Alimentos,México,Fallida
2238,1700,Alimentos,Guatemala,Exitosa
547,629,Electrónica,México,Fallida
4929,525,Retail,México,Fallida
1472,42,Electrónica,Guatemala,Exitosa
2858,449,Alimentos,Colombia,Fallida
1919,1361,Electrónica,Guatemala,Exitosa
816,1066,Electrónica,Colombia,Exitosa
4319,1134,Electrónica,Guatemala,Fallida
2993,1452,Alimentos,México,Fallida
1165,1012,Electrónica,Guatemala,Exitosa
834,1667,Retail,Colombia,Fallida
4167,96,Retail,Colombia,Exitosa
4632,743,Retail,Guatemala,Exitosa
709,1409,Electrónica,México,Fallida
2669,608,Retail,Colombia,Exitosa
2602,128,Alimentos,México,Fallida
1513,696,Electrónica,México,Fallida
4710,1049,Electrónica,México,Exitosa
2090,1871,Electrónica,Guatemala,Exitosa
2304,1536,Retail,Guatemala,Exitosa
3621,394,Electrónica,México,Exitosa
1206,1724,Alimentos,Guatemala,Fallida
1004,1520,Retail,México,Fallida
2788,1770,Retail,Colombia,Fallida
3625,1698,Alimentos,Colombia,Exitosa
601,1145,Retail,México,Fallida
3668,1596,Electrónica,Guatemala,Fallida
2036,1528,Retail,Guatemala,Fallida
2404,1724,Retail,Guatemala,Fallida
196,727,Alimentos,Guatemala,Fallida
3,460,Electrónica,Colombia,Fallida
4408,755,Alimentos,Guatemala,Fallida
2297,1125,Retail,Guatemala,Exitosa
3233,822,Electrónica,Guatemala,Fallida
4314,1309,Retail,Guatemala,Exitosa
2658,912,Alimentos,Colombia,Fallida
4087,1214,Retail,México,Fallida
3927,45,Alimentos,Colombia,Fallida
3610,1482,Electrónica,México,Fallida
1498,1595,Alimentos,Guatemala,Fallida
3586,1950,Retail,Guatemala,Exitosa
4231,77,Electrónica,Colombia,Fallida
1759,1183,Retail,Guatemala,Exitosa
2544,1635,Retail,México,Fallida
4860,225,Electrónica,Guatemala,Exitosa
1273,703,Alimentos,Colombia,Fallida
4570,695,Alimentos,Colombia,Exitosa
1249,353,Electrónica,Guatemala,Fallida
2809,496,Alimentos,México,Fallida
2362,397,Retail,Colombia,Fallida
1880,1800,Electrónica,Guatemala,Fallida
1034,136,Retail,Colombia,Exitosa
1796,1432,Retail,Colombia,Exitosa
2797,728,Alimentos,Guatemala,Fallida
3453,1289,Retail,México,Exitosa
2056,1241,Electrónica,México,Fallida
3755,1174,Electrónica,México,Fallida
4159,1103,Retail,Guatemala,Exitosa
1074,1606,Retail,México,Exitosa
3591,1497,Alimentos,Guatemala,Fallida
3929,1257,Electrónica,Colombia,Exitosa
3826,895,Retail,México,Exitosa
2383,1354,Electrónica,México,Exitosa
3560,445,Alimentos,Guatemala,Exitosa
4391,850,Retail,Guatemala,Fallida
4782,1183,Electrónica,Colombia,Fallida
2787,30,Retail,Guatemala,Fallida
4731,1367,Electrónica,México,Fallida
4526,1421,Retail,Guatemala,Exitosa
3443,1702,Electrónica,Colombia,Exitosa
4889,325,Electrónica,México,Fallida
231,812,Retail,México,Exitosa
1875,488,Retail,Guatemala,Exitosa
1771,875,Alimentos,Guatemala,Fallida
1952,1548,Electrónica,Guatemala,Fallida
3347,174,Alimentos,México,Fallida
2129,360,Retail,Colombia,Exitosa
670,1586,Electrónica,Guatemala,Fallida
3319,279,Retail,México,Exitosa
2091,540,Retail,Guatemala,Fallida
3559,637,Alimentos,Guatemala,Exitosa
2254,1066,Electrónica,Colombia,Exitosa
1822,1556,Electrónica,México,Exitosa
4646,1358,Alimentos,Colombia,Fallida
2317,290,Retail,Guatemala,Exitosa
2679,1741,Electrónica,Guatemala,Exitosa
1662,1106,Alimentos,México,Fallida
3465,451,Electrónica,Colombia,Exitosa
3168,851,Alimentos,Colombia,Fallida
2695,40,Electrónica,Colombia,Fallida
217,995,Electrónica,México,Exitosa
1673,640,Electrónica,México,Exitosa
4329,1382,Electrónica,Colombia,Exitosa
869,1763,Alimentos,México,Fallida
2880,820,Alimentos,Guatemala,Exitosa
2504,423,Alimentos,Guatemala,Exitosa
1088,1750,Electrónica,México,Exitosa
13,1817,Electrónica,Guatemala,Fallida
712,1461,Alimentos,Colombia,Fallida
2459,1622,Alimentos,Guatemala,Fallida
2119,52,Retail,México,Fallida
1256,39,Alimentos,Guatemala,Fallida
1734,8,Retail,Guatemala,Fallida
1618,567,Electrónica,Guatemala,Fallida
1245,560,Retail,Guatemala,Exitosa
312,174,Electrónica,Guatemala,Exitosa
4197,1996,Retail,México,Fallida
3983,1619,Electrónica,México,Exitosa
2836,747,Alimentos,Colombia,Fallida
778,876,Electrónica,Colombia,Exitosa
2664,803,Retail,Guatemala,Fallida
2798,1195,Retail,México,Fallida
4018,1612,Alimentos,México,Exitosa
3279,654,Retail,Colombia,Fallida
2829,1027,Alimentos,Colombia,Exitosa
2607,297,Alimentos,Guatemala,Fallida
2660,69,Electrónica,México,Fallida
1912,1863,Retail,Colombia,Exitosa
1056,676,Electrónica,Guatemala,Exitosa
4559,861,Retail,Guatemala,Exitosa
471,1081,Retail,Colombia,Fallida
4890,1634,Electrónica,Guatemala,Fallida
3046,656,Retail,México,Exitosa
4860,159,Electrónica,Guatemala,Fallida
2613,1841,Electrónica,México,Fallida
1314,1266,Alimentos,Colombia,Fallida
1532,1461,Retail,Colombia,Fallida
239,1602,Alimentos,Guatemala,Exitosa
684,939,Retail,Colombia,Exitosa
1855,445,Electrónica,Guatemala,Fallida
173,741,Alimentos,México,Exitosa
3344,1437,Electrónica,Colombia,Fallida
3909,135,Alimentos,Colombia,Exitosa
4055,413,Retail,Guatemala,Fallida
4438,312,Alimentos,México,Exitosa
2328,880,Alimentos,Guatemala,Exitosa
14,658,Electrónica,Colombia,Exitosa
3453,434,Electrónica,Guatemala,Exitosa
4048,973,Alimentos,Guatemala,Exitosa
4244,1059,Electrónica,Guatemala,Fallida
1946,56,Retail,México,Fallida
1202,187,Alimentos,México,Exitosa
4272,1353,Electrónica,Guatemala,Fallida
4882,1552,Alimentos,Guatemala,Fallida
3727,411,Electrónica,Colombia,Fallida
826,1930,Retail,Colombia,Fallida
525,1050,Retail,México,Fallida
3486,1446,Retail,Colombia,Fallida
430,1981,Alimentos,Colombia,Fallida
4726,11,Electrónica,México,Fallida
3045,941,Electrónica,Guatemala,Fallida
1113,1650,Electrónica,México,Fallida
554,924,Alimentos,México,Fallida
4622,50,Electrónica,Colombia,Fallida
2292,636,Alimentos,México,Fallida
2166,1177,Electrónica,México,Exitosa
3490,1722,Electrónica,México,Fallida
1307,1670,Alimentos,México,Exitosa
1796,1221,Retail,México,Fallida
3652,1851,Retail,México,Exitosa
4716,1502,Electrónica,México,Fallida
3289,1762,Retail,México,Exitosa
2513,1555,Retail,Colombia,Fallida
3514,72,Retail,México,Exitosa
3128,150,Retail,Colombia,Fallida
3708,1923,Alimentos,México,Exitosa
3433,397,Alimentos,Colombia,Exitosa
3667,1957,Retail,Guatemala,Fallida
753,1229,Retail,México,Fallida
3667,1218,Retail,Guatemala,Exitosa
490,1766,Retail,Guatemala,Fallida
4118,1324,Electrónica,México,Fallida
4305,1623,Retail,México,Exitosa
861,1861,Alimentos,Guatemala,Exitosa
533,1963,Electrónica,Guatemala,Fallida
4856,1685,Alimentos,Colombia,Fallida
2415,672,Electrónica,Colombia,Fallida
1712,1024,Retail,Guatemala,Fallida
3928,1831,Electrónica,Guatemala,Fallida
3641,1931,Retail,México,Exitosa
4011,1008,Retail,Colombia,Fallida
4440,162,Retail,Guatemala,Exitosa
183,963,Retail,Guatemala,Fallida
349,378,Alimentos,Colombia,Exitosa
983,589,Alimentos,Colombia,Fallida
2775,774,Electrónica,Colombia,Fallida
113,858,Electrónica,México,Exitosa
3237,1697,Retail,Guatemala,Exitosa
2440,51,Retail,México,Fallida
3353,261,Alimentos,Colombia,Exitosa
2010,1908,Retail,México,Fallida
1373,1957,Alimentos,México,Exitosa
1521,1604,Alimentos,México,Exitosa
2111,814,Electrónica,México,Fallida
4810,1807,Electrónica,Guatemala,Fallida
421,1757,Alimentos,Guatemala,Exitosa
523,809,Alimentos,México,Exitosa
2473,855,Alimentos,México,Exitosa
218,1715,Electrónica,México,Exitosa
2791,1816,Retail,Guatemala,Fallida
2842,548,Electrónica,México,Exitosa
4548,1952,Electrónica,Guatemala,Fallida
3027,1564,Alimentos,México,Fallida
2776,609,Alimentos,Guatemala,Exitosa
1692,1715,Alimentos,Colombia,Fallida
1960,1706,Retail,Colombia,Exitosa
1036,1397,Electrónica,México,Fallida
252,537,Alimentos,Guatemala,Fallida
4714,1048,Alimentos,México,Exitosa
3827,1190,Retail,Colombia,Exitosa
2086,294,Alimentos,Guatemala,Exitosa
2967,226,Retail,Colombia,Exitosa
3003,140,Alimentos,Colombia,Exitosa
3302,1970,Retail,México,Exitosa
4939,746,Electrónica,Colombia,Exitosa
2231,1380,Alimentos,Colombia,Exitosa
3857,1027,Electrónica,Guatemala,Fallida
4836,1905,Retail,Guatemala,Fallida
21,951,Retail,Guatemala,Fallida
3713,313,Alimentos,México,Exitosa
3483,1931,Electrónica,Guatemala,Exitosa
4042,449,Retail,Guatemala,Fallida
2925,1834,Electrónica,Colombia,Exitosa
2855,930,Retail,México,Exitosa
3589,1839,Electrónica,Colombia,Exitosa
3631,650,Electrónica,Colombia,Fallida
2754,535,Electrónica,Guatemala,Exitosa
2751,1609,Electrónica,Guatemala,Fallida
3819,1011,Alimentos,Guatemala,Fallida
3625,1875,Retail,México,Exitosa
1713,1891,Retail,Colombia,Fallida
282,1852,Alimentos,México,Fallida
2224,1607,Retail,México,Fallida
4904,128,Electrónica,Colombia,Fallida
3899,1110,Alimentos,Colombia,Fallida
2750,115,Alimentos,Colombia,Exitosa
4036,892,Electrónica,México,Exitosa
980,330,Electrónica,Colombia,Fallida
2768,161,Retail,Colombia,Exitosa
3435,1905,Alimentos,Guatemala,Exitosa
4523,1117,Electrónica,Guatemala,Fallida
1942,1361,Electrónica,Guatemala,Fallida
1688,1418,Electrónica,Guatemala,Fallida
3660,641,Retail,Colombia,Exitosa
3831,893,Electrónica,Guatemala,Exitosa
1906,1921,Electrónica,Colombia,Fallida
4057,392,Retail,México,Fallida
1471,631,Alimentos,Colombia,Fallida
620,415,Electrónica,México,Fallida
3917,1119,Retail,México,Exitosa
311,500,Electrónica,Guatemala,Fallida
2449,332,Electrónica,México,Fallida
2150,333,Alimentos,Guatemala,Exitosa
3987,788,Alimentos,Guatemala,Exitosa
3909,875,Alimentos,Guatemala,Exitosa
1694,425,Electrónica,Colombia,Fallida
2315,737,Retail,Guatemala,Fallida
4644,587,Alimentos,México,Fallida
2957,197,Retail,México,Exitosa
416,784,Alimentos,México,Fallida
3134,302,Retail,Guatemala,Exitosa
4899,531,Retail,México,Exitosa
3998,427,Retail,México,Exitosa
2231,1632,Alimentos,Colombia,Fallida
2108,1106,Electrónica,Colombia,Exitosa
3221,554,Electrónica,Colombia,Exitosa
3898,1156,Electrónica,Colombia,Exitosa
2635,20,Electrónica,Colombia,Fallida
3887,1281,Alimentos,Colombia,Fallida
3833,1589,Electrónica,Guatemala,Exitosa
242,702,Retail,México,Fallida
3089,125,Retail,Colombia,Fallida
1279,662,Retail,Colombia,Fallida
1600,970,Electrónica,México,Fallida
4891,836,Retail,México,Fallida
2879,1591,Alimentos,México,Fallida
1496,69,Alimentos,México,Fallida
4399,1015,Retail,Guatemala,Exitosa
302,1669,Electrónica,Guatemala,Exitosa
1876,662,Electrónica,Colombia,Fallida
4677,9,Alimentos,Guatemala,Fallida
2162,1998,Electrónica,Colombia,Fallida
4286,42,Retail,Colombia,Exitosa
4094,141,Retail,México,Exitosa
4021,859,Retail,Colombia,Exitosa
1051,576,Retail,México,Exitosa
4916,1503,Alimentos,Colombia,Exitosa
186,1627,Alimentos,México,Exitosa
3449,1845,Retail,México,Fallida
2313,288,Retail,México,Fallida
3954,138,Electrónica,México,Exitosa
3472,1953,Electrónica,Guatemala,Exitosa
177,166,Alimentos,México,Fallida
522,1954,Retail,Guatemala,Exitosa
4847,267,Retail,Colombia,Fallida
1520,1776,Electrónica,Guatemala,Exitosa
4974,1657,Retail,Colombia,Exitosa
96,912,Electrónica,México,Fallida
2095,1284,Retail,Guatemala,Fallida
1009,1453,Alimentos,Colombia,Exitosa
422,1488,Electrónica,México,Exitosa
2255,514,Retail,México,Exitosa
4920,1670,Electrónica,Guatemala,Exitosa
3432,526,Retail,México,Exitosa
2222,1864,Alimentos,Guatemala,Fallida
1017,1921,Retail,Colombia,Exitosa
1138,420,Retail,México,Exitosa
1848,1200,Retail,México,Exitosa
4814,675,Alimentos,Guatemala,Exitosa
967,1427,Alimentos,Colombia,Exitosa
4244,907,Electrónica,Guatemala,Exitosa
4513,1620,Retail,Colombia,Exitosa
1338,1759,Electrónica,Guatemala,Fallida
4385,72,Retail,México,Fallida
2561,900,Electrónica,Colombia,Exitosa
884,753,Alimentos,Guatemala,Exitosa
1153,1116,Retail,México,Exitosa
4797,1937,Retail,Guatemala,Exitosa
4250,429,Retail,México,Exitosa
497,1797,Alimentos,Guatemala,Exitosa
2893,1377,Alimentos,Guatemala,Fallida
1131,1426,Retail,México,Fallida
2075,1016,Electrónica,Guatemala,Exitosa
2922,812,Electrónica,Guatemala,Fallida
4054,611,Electrónica,Guatemala,Exitosa
103,1832,Electrónica,Guatemala,Exitosa
3619,672,Electrónica,Guatemala,Exitosa
131,1660,Electrónica,Colombia,Fallida
3870,1263,Retail,México,Fallida
2378,1709,Electrónica,Colombia,Fallida
3628,676,Alimentos,México,Fallida
4761,5,Electrónica,México,Fallida
586,1015,Retail,Guatemala,Exitosa
199,1264,Alimentos,Guatemala,Fallida
