Cliente_ID_1,Cliente_ID_2,Fecha_Registro,Tipo_Recomendación,Nivel_Confianza
341,452,2021-03-16,Familiar,Alto
1329,2822,2023-01-16,Amigo,Alto
1744,1248,2022-04-26,Amigo,Medio
2671,1124,2021-12-14,Amigo,Bajo
2226,1523,2020-07-03,Familiar,Alto
945,489,2023-12-18,Amigo,Alto
2027,902,2020-12-11,Amigo,Alto
1289,2974,2022-10-22,Amigo,Medio
901,2777,2020-04-06,Familiar,Medio
1556,444,2020-07-16,Amigo,Medio
742,87,2023-04-24,Amigo,Medio
1177,2613,2021-07-25,Familiar,Alto
5,1008,2020-08-26,Familiar,Alto
2785,305,2023-05-02,Amigo,Alto
888,2770,2020-04-04,Amigo,Bajo
498,1469,2023-05-06,Amigo,Bajo
208,1824,2023-06-12,Familiar,Bajo
1065,2616,2020-11-03,Amigo,Bajo
21,2752,2021-11-24,Amigo,Alto
1533,2438,2020-12-05,Amigo,Medio
222,576,2022-04-30,Amigo,Bajo
806,689,2023-12-05,Familiar,Medio
2808,1188,2022-04-05,Amigo,Alto
2239,12,2022-06-11,Familiar,Medio
2304,1706,2022-09-11,Familiar,Medio
1643,782,2023-10-23,Familiar,Alto
1798,2423,2021-08-30,Amigo,Alto
499,1702,2021-03-28,Familiar,Medio
1470,1786,2020-01-09,Amigo,Alto
1948,2214,2022-08-13,Amigo,Medio
660,1980,2022-10-12,Amigo,Alto
1576,814,2022-09-04,Amigo,Medio
2180,487,2023-06-21,Familiar,Medio
2469,1886,2023-09-13,Amigo,Bajo
1880,2812,2020-06-26,Familiar,Alto
2971,2011,2022-11-27,Familiar,Alto
2915,1492,2020-06-07,Amigo,Alto
1528,2392,2022-01-04,Amigo,Medio
1602,1753,2021-02-22,Familiar,Medio
1130,878,2020-08-29,Familiar,Bajo
1415,1353,2022-11-14,Amigo,Bajo
2012,182,2023-03-20,Amigo,Alto
2532,1831,2021-07-13,Familiar,Bajo
2548,184,2020-08-30,Familiar,Alto
2845,1366,2022-08-15,Amigo,Alto
2479,2210,2020-12-13,Familiar,Alto
135,2979,2021-06-20,Familiar,Alto
2103,1734,2020-02-19,Familiar,Medio
1840,130,2020-04-01,Amigo,Bajo
2423,1345,2020-11-23,Amigo,Medio
35,1892,2023-02-28,Amigo,Medio
2884,896,2022-05-03,Familiar,Bajo
1854,284,2022-07-02,Amigo,Medio
1350,1292,2022-03-10,Amigo,Medio
1393,2439,2023-09-20,Familiar,Alto
641,803,2022-03-13,Familiar,Alto
1332,802,2023-10-25,Amigo,Alto
2903,2117,2020-12-19,Amigo,Bajo
682,1238,2023-03-03,Amigo,Bajo
1289,848,2023-10-21,Amigo,Medio
1118,1621,2021-08-15,Familiar,Alto
2906,1908,2023-09-01,Amigo,Alto
554,885,2020-03-29,Amigo,Bajo
167,2096,2023-03-18,Familiar,Bajo
2421,2521,2021-05-19,Familiar,Alto
2619,1946,2022-11-25,Familiar,Medio
2483,59,2020-01-27,Familiar,Medio
2680,1935,2023-06-19,Familiar,Alto
2610,1794,2023-03-31,Amigo,Medio
142,36,2020-08-02,Familiar,Bajo
1051,2169,2021-06-06,Amigo,Alto
441,2046,2020-12-26,Amigo,Medio
2271,1748,2021-05-24,Familiar,Alto
2135,208,2021-07-01,Amigo,Alto
2031,260,2021-11-15,Amigo,Alto
670,1529,2022-08-03,Familiar,Bajo
814,928,2021-04-01,Familiar,Bajo
2382,1486,2021-08-11,Familiar,Bajo
1012,2680,2020-09-22,Amigo,Medio
2291,1329,2021-01-19,Amigo,Bajo
1738,34,2020-12-30,Familiar,Medio
1074,846,2021-07-20,Amigo,Bajo
1563,1131,2023-09-26,Familiar,Bajo
2191,1909,2022-11-16,Amigo,Medio
2332,1922,2020-03-26,Familiar,Medio
824,1353,2021-07-11,Familiar,Bajo
647,1436,2022-06-06,Familiar,Medio
810,2301,2023-12-07,Amigo,Alto
1820,569,2023-05-13,Familiar,Bajo
2656,2092,2020-11-29,Amigo,Bajo
123,2346,2021-01-31,Familiar,Medio
401,2526,2021-09-28,Amigo,Medio
515,42,2023-08-11,Familiar,Alto
522,825,2021-12-20,Familiar,Medio
468,75,2022-12-01,Familiar,Medio
334,2552,2020-04-15,Amigo,Bajo
1699,1194,2021-02-21,Familiar,Medio
2809,2493,2023-08-28,Familiar,Medio
2577,1315,2020-07-07,Familiar,Medio
2498,2126,2023-07-24,Amigo,Alto
1268,123,2020-04-30,Amigo,Medio
1426,511,2023-02-04,Familiar,Medio
2589,2949,2022-11-04,Familiar,Bajo
1813,1468,2020-04-29,Familiar,Alto
1041,2476,2021-12-06,Familiar,Bajo
1243,343,2023-01-03,Familiar,Medio
1752,2834,2020-10-19,Familiar,Medio
2685,1492,2023-11-25,Amigo,Bajo
432,1140,2021-07-18,Amigo,Bajo
1991,2625,2020-01-09,Familiar,Bajo
494,1436,2021-10-14,Amigo,Medio
526,2513,2021-10-22,Familiar,Alto
115,876,2022-04-16,Amigo,Bajo
924,281,2021-06-24,Familiar,Alto
535,1346,2022-06-04,Familiar,Alto
1304,980,2022-04-12,Familiar,Medio
1100,101,2021-08-26,Amigo,Medio
2800,2896,2021-09-21,Amigo,Medio
1249,2512,2022-10-28,Amigo,Alto
1548,788,2021-06-26,Familiar,Medio
2327,2458,2022-01-11,Amigo,Alto
2184,698,2021-04-04,Amigo,Bajo
99,1538,2023-04-27,Amigo,Medio
1277,1091,2022-12-17,Amigo,Alto
1882,2419,2023-12-01,Amigo,Alto
490,35,2020-08-05,Amigo,Medio
478,2704,2023-02-10,Familiar,Bajo
1087,2058,2022-08-03,Familiar,Alto
2453,855,2021-01-21,Amigo,Bajo
736,636,2022-02-03,Amigo,Bajo
215,1375,2022-08-16,Amigo,Medio
1391,824,2023-04-10,Amigo,Medio
64,2137,2021-03-20,Amigo,Medio
2068,2812,2021-03-26,Familiar,Medio
1366,2483,2022-11-03,Amigo,Bajo
862,1653,2020-02-06,Familiar,Alto
2496,2951,2023-01-01,Familiar,Medio
2188,2674,2020-06-22,Familiar,Bajo
1476,732,2022-06-16,Amigo,Alto
1753,1600,2021-11-17,Familiar,Medio
687,1890,2021-04-18,Familiar,Medio
202,898,2022-01-24,Amigo,Bajo
664,389,2023-01-03,Familiar,Bajo
2238,2222,2020-10-23,Familiar,Alto
260,2680,2020-06-28,Amigo,Alto
2468,2873,2020-07-27,Familiar,Bajo
2184,1543,2020-04-29,Familiar,Medio
1793,83,2020-05-31,Familiar,Alto
2586,1832,2022-06-30,Familiar,Alto
2450,1121,2021-02-01,Familiar,Medio
1154,177,2022-11-17,Familiar,Alto
803,2903,2023-04-01,Amigo,Alto
2039,1235,2022-06-02,Amigo,Alto
2944,44,2021-08-31,Amigo,Bajo
489,285,2020-06-06,Amigo,Alto
301,68,2023-11-27,Familiar,Alto
77,2056,2022-02-27,Amigo,Bajo
2844,1504,2023-07-30,Familiar,Medio
2873,2355,2022-10-17,Amigo,Medio
272,441,2023-04-10,Familiar,Alto
357,2096,2023-10-22,Familiar,Medio
909,1238,2022-02-19,Amigo,Bajo
1262,2552,2022-11-22,Familiar,Alto
1221,1924,2020-01-11,Familiar,Bajo
2140,2996,2020-04-30,Familiar,Medio
2759,493,2020-04-21,Amigo,Bajo
1208,2436,2022-02-14,Amigo,Medio
542,2072,2023-11-25,Amigo,Bajo
2972,2660,2022-02-08,Familiar,Medio
1258,1575,2023-05-01,Familiar,Bajo
255,928,2023-07-19,Familiar,Alto
328,306,2020-04-25,Familiar,Bajo
2762,2208,2022-05-24,Familiar,Alto
2139,2810,2022-05-30,Amigo,Medio
1286,1862,2020-11-17,Amigo,Alto
1447,937,2023-12-13,Familiar,Medio
550,2807,2023-09-15,Amigo,Alto
356,1165,2023-12-12,Amigo,Medio
903,648,2020-11-25,Familiar,Alto
839,1020,2023-03-24,Familiar,Alto
837,1141,2021-09-13,Amigo,Alto
1391,1638,2020-03-14,Familiar,Alto
1615,1908,2020-02-25,Amigo,Bajo
1592,1289,2021-08-29,Amigo,Medio
440,321,2021-07-08,Amigo,Bajo
1663,507,2020-08-25,Familiar,Alto
650,1540,2020-01-09,Familiar,Bajo
1676,2082,2023-07-04,Familiar,Medio
357,813,2023-09-12,Familiar,Alto
2532,711,2023-12-11,Amigo,Alto
1135,1904,2022-04-19,Familiar,Bajo
540,1278,2022-10-07,Amigo,Medio
1187,2078,2020-08-31,Amigo,Bajo
2938,1973,2022-05-04,Familiar,Bajo
560,599,2023-06-18,Amigo,Alto
2947,981,2021-10-08,Familiar,Medio
1530,1460,2022-11-20,Amigo,Alto
2236,1897,2021-08-07,Familiar,Medio
1775,802,2023-10-24,Familiar,Medio
44,201,2021-01-07,Amigo,Bajo
1364,652,2023-08-18,Familiar,Alto
1949,2762,2022-12-03,Familiar,Medio
460,270,2022-07-26,Amigo,Medio
2198,600,2020-02-09,Amigo,Bajo
1794,2924,2023-08-02,Familiar,Alto
2115,2470,2021-12-06,Familiar,Bajo
261,803,2022-03-25,Familiar,Alto
2122,2151,2022-12-10,Familiar,Medio
553,2076,2023-06-23,Amigo,Bajo
1,1230,2020-09-21,Amigo,Alto
1879,2029,2022-07-14,Familiar,Medio
2180,54,2023-10-17,Familiar,Medio
2702,1408,2023-07-24,Amigo,Bajo
2608,2719,2020-06-27,Amigo,Bajo
861,2244,2020-10-29,Familiar,Bajo
1838,1839,2023-07-15,Amigo,Medio
956,1874,2022-10-29,Familiar,Medio
2296,2991,2020-03-02,Familiar,Medio
2642,2715,2020-12-29,Familiar,Alto
260,1360,2020-04-01,Amigo,Medio
31,1952,2021-11-21,Familiar,Medio
2835,2856,2023-01-06,Amigo,Bajo
451,2771,2023-02-04,Amigo,Alto
1341,2314,2023-12-28,Amigo,Bajo
1043,1811,2023-09-12,Familiar,Bajo
523,2391,2020-02-06,Familiar,Alto
510,1348,2023-05-12,Amigo,Bajo
893,50,2020-01-02,Familiar,Alto
891,141,2021-01-05,Amigo,Alto
1508,1606,2023-11-05,Amigo,Alto
1313,2073,2022-04-17,Amigo,Alto
515,1551,2020-11-12,Familiar,Bajo
1239,2281,2021-01-17,Amigo,Bajo
2397,1565,2022-08-08,Amigo,Alto
2489,1320,2021-03-02,Familiar,Bajo
2108,2724,2023-08-18,Amigo,Alto
1568,73,2023-06-16,Familiar,Alto
2330,2352,2023-11-02,Familiar,Alto
592,2647,2020-05-11,Amigo,Medio
1181,2275,2023-09-05,Amigo,Medio
2066,1581,2021-08-27,Amigo,Medio
1653,2607,2022-02-24,Familiar,Bajo
2312,1656,2021-10-10,Familiar,Medio
1750,976,2023-07-16,Familiar,Alto
2117,1739,2022-02-24,Amigo,Medio
2778,861,2023-04-21,Amigo,Bajo
1796,2939,2021-12-23,Familiar,Medio
388,2317,2020-07-05,Amigo,Bajo
426,733,2020-03-14,Familiar,Bajo
2860,2401,2021-12-03,Familiar,Alto
971,2541,2021-06-13,Familiar,Bajo
643,1095,2022-10-14,Familiar,Medio
1361,2636,2021-07-13,Amigo,Bajo
65,813,2021-10-10,Amigo,Alto
2258,599,2020-11-11,Familiar,Medio
1583,1249,2021-08-24,Amigo,Alto
1559,1949,2022-01-10,Amigo,Bajo
304,2755,2020-03-18,Familiar,Medio
2786,2927,2020-11-09,Amigo,Medio
1155,68,2020-12-15,Familiar,Bajo
242,2856,2023-01-21,Amigo,Medio
1851,1342,2023-02-01,Familiar,Alto
1961,1155,2023-09-26,Amigo,Alto
871,1214,2020-09-09,Familiar,Medio
406,122,2020-06-25,Amigo,Bajo
1950,2906,2022-06-15,Familiar,Bajo
2550,2688,2022-08-14,Amigo,Medio
961,2866,2023-12-10,Familiar,Alto
186,2171,2021-12-28,Amigo,Alto
1471,2620,2022-07-30,Familiar,Alto
1843,1510,2022-05-08,Familiar,Bajo
609,2248,2023-01-01,Amigo,Alto
1549,1738,2023-03-10,Amigo,Medio
1143,135,2023-02-17,Familiar,Medio
2353,846,2020-05-01,Amigo,Alto
88,646,2021-04-25,Familiar,Alto
1823,2914,2020-04-04,Amigo,Alto
1224,13,2022-09-11,Familiar,Bajo
1835,1949,2020-09-25,Amigo,Medio
1812,2852,2023-12-04,Familiar,Alto
1783,2009,2021-02-06,Amigo,Medio
628,638,2022-01-30,Familiar,Medio
842,2614,2023-11-01,Familiar,Alto
598,2067,2021-06-07,Familiar,Medio
2670,2007,2022-02-17,Amigo,Medio
2484,393,2023-11-06,Amigo,Bajo
1863,1544,2022-02-28,Familiar,Bajo
2458,1187,2020-09-01,Amigo,Alto
2548,772,2021-07-28,Familiar,Alto
1669,326,2020-05-01,Amigo,Alto
802,888,2023-01-12,Amigo,Alto
998,2563,2020-08-22,Familiar,Bajo
469,1633,2020-07-14,Amigo,Bajo
482,1590,2020-10-13,Amigo,Medio
1181,689,2022-04-22,Familiar,Medio
74,771,2020-08-04,Amigo,Bajo
923,1151,2020-03-10,Familiar,Bajo
2819,2427,2022-11-07,Amigo,Bajo
2179,1673,2023-05-22,Amigo,Alto
2773,1198,2022-11-09,Familiar,Bajo
1092,869,2022-08-24,Amigo,Medio
2049,2850,2022-02-25,Familiar,Alto
60,2594,2021-05-23,Amigo,Medio
1935,962,2020-10-29,Amigo,Alto
347,614,2020-08-07,Familiar,Medio
1116,1410,2023-12-09,Amigo,Bajo
1764,2739,2023-09-14,Amigo,Medio
1573,2899,2022-06-10,Amigo,Alto
246,352,2021-02-07,Amigo,Medio
2934,344,2021-04-07,Amigo,Bajo
806,942,2023-10-15,Familiar,Medio
203,825,2022-09-27,Amigo,Alto
1707,62,2020-03-14,Familiar,Medio
1891,1559,2020-10-01,Familiar,Bajo
830,2337,2021-07-13,Familiar,Medio
1894,2306,2023-11-16,Familiar,Medio
1570,2976,2022-02-20,Familiar,Medio
2441,522,2020-09-03,Amigo,Medio
2658,1958,2020-11-28,Familiar,Medio
1149,27,2022-04-09,Amigo,Bajo
2349,2905,2021-05-29,Amigo,Medio
1668,94,2022-06-27,Familiar,Medio
2896,2825,2022-01-01,Amigo,Alto
560,1028,2023-12-26,Familiar,Alto
2867,95,2020-08-21,Amigo,Alto
1504,1470,2022-09-04,Amigo,Bajo
535,2907,2022-06-18,Familiar,Medio
2915,742,2020-07-20,Amigo,Medio
1728,473,2023-07-26,Amigo,Medio
2428,2391,2020-02-23,Amigo,Medio
1225,2610,2022-04-23,Amigo,Bajo
988,945,2021-05-21,Amigo,Bajo
1633,2264,2023-10-30,Familiar,Alto
1275,2441,2022-01-13,Familiar,Medio
2678,2661,2020-06-04,Amigo,Medio
1922,2744,2022-03-13,Familiar,Bajo
1206,1801,2021-08-11,Amigo,Alto
1377,2565,2023-09-26,Amigo,Medio
403,1309,2023-08-26,Amigo,Medio
2776,2405,2021-09-28,Amigo,Alto
2654,253,2022-10-12,Familiar,Alto
529,1216,2020-09-18,Amigo,Medio
1670,2811,2020-02-20,Amigo,Bajo
253,154,2020-10-26,Familiar,Medio
1285,2541,2022-05-23,Amigo,Alto
2019,886,2023-02-04,Familiar,Medio
2232,2080,2022-06-24,Familiar,Alto
958,1753,2020-12-13,Amigo,Alto
1245,673,2021-08-18,Amigo,Bajo
316,198,2022-07-31,Familiar,Alto
376,1217,2023-02-12,Familiar,Medio
1935,1749,2021-06-10,Familiar,Bajo
442,485,2021-01-22,Familiar,Alto
2421,504,2021-02-28,Familiar,Bajo
2021,455,2023-08-13,Familiar,Alto
601,2476,2020-08-12,Amigo,Alto
650,7,2022-10-09,Familiar,Alto
2056,2914,2021-08-09,Amigo,Alto
662,1063,2023-08-23,Amigo,Bajo
185,770,2022-05-27,Familiar,Alto
1252,2529,2021-08-04,Amigo,Bajo
99,2833,2022-08-03,Familiar,Medio
801,2430,2021-10-21,Familiar,Bajo
471,2237,2022-02-23,Familiar,Medio
2092,1571,2020-02-11,Amigo,Bajo
2245,1039,2023-07-10,Amigo,Medio
1881,2024,2023-10-29,Familiar,Alto
1635,1340,2020-09-04,Familiar,Alto
1915,311,2022-08-31,Familiar,Medio
2191,1829,2021-05-12,Familiar,Bajo
118,2629,2021-10-16,Familiar,Medio
2781,1330,2020-08-19,Familiar,Bajo
2057,1395,2022-09-12,Familiar,Alto
374,2651,2021-01-25,Familiar,Medio
758,1592,2021-06-25,Familiar,Bajo
2616,1481,2021-07-27,Familiar,Medio
91,2193,2021-06-23,Familiar,Medio
2002,2950,2020-02-21,Amigo,Alto
2215,750,2020-04-09,Amigo,Bajo
2783,202,2020-09-16,Amigo,Bajo
698,305,2022-03-13,Familiar,Medio
1000,2100,2022-04-29,Amigo,Bajo
1675,2876,2021-02-12,Amigo,Alto
1388,495,2020-12-07,Amigo,Medio
274,2792,2021-01-07,Amigo,Bajo
2146,2471,2023-02-18,Familiar,Alto
2238,2982,2023-01-20,Familiar,Alto
2589,2300,2022-12-08,Amigo,Alto
2607,2740,2023-06-30,Familiar,Medio
24,1070,2020-03-16,Familiar,Alto
2612,2427,2022-04-28,Amigo,Bajo
1515,441,2021-11-16,Familiar,Alto
2711,582,2022-07-08,Amigo,Medio
2701,1815,2022-08-10,Amigo,Medio
242,514,2023-03-27,Familiar,Bajo
2041,688,2021-10-01,Familiar,Bajo
240,1767,2020-04-23,Amigo,Bajo
2879,761,2022-08-19,Familiar,Medio
262,448,2022-11-28,Amigo,Bajo
1416,2055,2023-10-19,Familiar,Alto
1051,1932,2020-02-07,Amigo,Alto
1806,215,2023-01-17,Familiar,Bajo
1686,1996,2022-02-24,Familiar,Alto
835,2596,2023-05-26,Familiar,Alto
103,498,2023-10-26,Amigo,Bajo
2335,2238,2020-02-09,Familiar,Medio
2183,857,2022-11-09,Familiar,Bajo
2859,1474,2021-08-02,Amigo,Bajo
932,1494,2020-04-20,Amigo,Bajo
1448,589,2023-01-09,Familiar,Medio
2979,2235,2020-09-04,Amigo,Medio
749,845,2020-12-30,Familiar,Bajo
899,2625,2020-10-24,Familiar,Medio
656,2785,2020-02-21,Amigo,Alto
1935,2216,2023-06-18,Amigo,Medio
752,2416,2022-12-18,Familiar,Bajo
2353,2352,2021-08-24,Amigo,Medio
649,2205,2023-02-17,Amigo,Bajo
1835,573,2022-08-11,Familiar,Alto
1708,1336,2020-10-01,Familiar,Medio
1680,2032,2020-05-28,Familiar,Medio
2581,323,2021-02-05,Familiar,Bajo
1917,23,2022-01-11,Familiar,Alto
752,1784,2021-11-10,Amigo,Alto
2985,1488,2020-01-26,Amigo,Medio
2482,1392,2022-05-01,Familiar,Bajo
2303,2873,2022-12-21,Familiar,Alto
2283,2413,2022-02-27,Amigo,Medio
2888,1864,2023-10-25,Familiar,Bajo
304,2478,2022-02-19,Amigo,Medio
843,102,2021-03-05,Amigo,Bajo
2512,2812,2021-03-26,Familiar,Alto
228,192,2021-03-24,Familiar,Medio
1339,961,2021-09-06,Amigo,Bajo
278,905,2022-08-08,Familiar,Medio
811,2197,2021-11-04,Familiar,Bajo
2765,828,2022-08-28,Familiar,Alto
2277,1853,2021-12-24,Amigo,Bajo
938,1454,2023-11-30,Familiar,Bajo
1195,541,2022-04-22,Familiar,Medio
822,460,2021-05-29,Familiar,Bajo
213,166,2022-11-13,Familiar,Bajo
1037,2867,2021-01-15,Amigo,Bajo
1678,1551,2023-04-02,Amigo,Medio
597,1172,2022-07-26,Familiar,Medio
2467,2752,2023-04-26,Amigo,Bajo
18,389,2021-02-17,Amigo,Medio
1637,1080,2023-11-08,Amigo,Bajo
467,2974,2021-12-30,Amigo,Alto
1431,2833,2022-02-09,Familiar,Bajo
1713,1407,2021-07-09,Familiar,Medio
726,2601,2022-08-30,Familiar,Medio
859,797,2020-12-21,Amigo,Alto
2615,743,2022-12-06,Amigo,Medio
1715,1645,2021-12-05,Amigo,Medio
1213,1161,2023-10-22,Amigo,Alto
215,732,2020-09-28,Amigo,Alto
1652,187,2020-05-27,Familiar,Alto
2262,1514,2023-09-24,Amigo,Alto
1916,100,2020-08-20,Familiar,Alto
302,2015,2022-07-07,Familiar,Bajo
304,97,2020-10-31,Amigo,Bajo
2142,1755,2022-06-15,Amigo,Medio
2610,748,2022-10-22,Familiar,Medio
838,490,2022-04-09,Amigo,Medio
2146,798,2023-12-18,Familiar,Bajo
2148,1842,2021-04-26,Amigo,Bajo
382,1796,2021-05-18,Amigo,Alto
613,435,2023-02-09,Amigo,Alto
299,2452,2020-06-01,Familiar,Alto
1138,1118,2020-11-26,Familiar,Alto
1230,2443,2022-10-29,Amigo,Alto
2608,1410,2020-01-21,Amigo,Alto
2409,1278,2021-04-10,Amigo,Bajo
833,2687,2023-12-26,Amigo,Bajo
2303,1641,2022-05-25,Amigo,Alto
832,930,2021-04-21,Amigo,Medio
3,1836,2021-02-18,Amigo,Bajo
1984,1583,2022-07-21,Familiar,Medio
1096,1767,2023-10-24,Amigo,Alto
1681,1146,2023-04-13,Familiar,Medio
2931,1673,2020-06-30,Familiar,Alto
1333,1333,2021-03-03,Familiar,Alto
1236,1991,2023-05-17,Familiar,Alto
2275,215,2020-12-14,Amigo,Bajo
1805,2825,2022-06-23,Amigo,Medio
2461,2771,2022-05-02,Amigo,Bajo
1105,429,2022-07-17,Amigo,Bajo
1879,2551,2020-02-19,Amigo,Alto
1016,429,2021-06-20,Amigo,Bajo
283,1082,2022-09-20,Familiar,Bajo
2026,1610,2020-09-03,Amigo,Bajo
103,1813,2022-06-01,Familiar,Medio
2475,1905,2023-01-07,Amigo,Alto
1200,445,2020-07-04,Amigo,Bajo
2010,2341,2021-10-17,Amigo,Alto
2520,354,2020-08-09,Familiar,Alto
1801,926,2023-02-07,Amigo,Bajo
623,833,2020-01-05,Familiar,Medio
2863,128,2022-02-14,Familiar,Alto
707,2768,2023-04-03,Familiar,Alto
2129,420,2022-09-04,Familiar,Alto
2446,2161,2022-04-10,Familiar,Alto
2586,1304,2020-07-01,Familiar,Bajo
273,1162,2020-11-17,Amigo,Medio
191,645,2020-09-26,Amigo,Alto
2291,554,2020-11-03,Amigo,Bajo
480,2432,2022-02-28,Amigo,Medio
459,2429,2020-09-20,Familiar,Bajo
1268,2366,2021-07-03,Familiar,Bajo
1292,1393,2020-06-04,Familiar,Bajo
310,1469,2023-11-29,Amigo,Bajo
1666,2438,2021-08-04,Amigo,Bajo
2837,441,2020-02-02,Amigo,Alto
1263,2754,2023-08-14,Familiar,Medio
1131,1764,2022-01-14,Familiar,Alto
424,2351,2023-11-18,Amigo,Medio
2055,1881,2023-12-07,Amigo,Bajo
463,1282,2021-08-29,Familiar,Medio
644,962,2023-01-13,Amigo,Alto
1607,33,2021-04-01,Familiar,Medio
1599,2974,2022-11-11,Familiar,Medio
773,1524,2020-03-28,Familiar,Alto
436,1924,2020-04-20,Familiar,Alto
1618,2982,2022-09-06,Familiar,Medio
571,1673,2020-07-24,Familiar,Bajo
1679,2050,2020-09-01,Amigo,Alto
240,2208,2023-04-12,Familiar,Bajo
2937,1601,2020-01-06,Familiar,Bajo
1270,2141,2023-03-11,Familiar,Bajo
1913,701,2020-11-25,Amigo,Bajo
2846,2811,2023-12-18,Amigo,Medio
1651,1141,2023-06-27,Amigo,Alto
2524,1800,2020-05-10,Familiar,Medio
172,1987,2022-12-14,Amigo,Bajo
1777,1082,2020-02-05,Familiar,Medio
286,1468,2023-11-23,Familiar,Alto
2199,93,2022-04-17,Familiar,Alto
2685,2232,2022-02-14,Amigo,Bajo
467,1061,2021-09-17,Amigo,Bajo
1169,58,2021-11-13,Amigo,Bajo
1948,1720,2022-01-25,Familiar,Medio
1570,1818,2023-07-21,Amigo,Alto
2398,1433,2022-10-05,Amigo,Medio
2120,616,2021-06-25,Familiar,Bajo
2243,1245,2022-04-18,Amigo,Alto
2806,1812,2020-12-01,Amigo,Medio
2121,2261,2023-12-24,Familiar,Medio
1010,2366,2021-08-31,Familiar,Bajo
2044,1515,2023-08-16,Amigo,Medio
2843,793,2023-04-20,Familiar,Medio
1042,338,2023-11-12,Familiar,Bajo
2414,600,2021-07-04,Familiar,Medio
1203,339,2020-04-22,Amigo,Bajo
1878,1128,2022-08-12,Amigo,Bajo
1436,2566,2022-08-23,Familiar,Alto
836,1122,2023-08-14,Amigo,Bajo
543,425,2021-08-27,Familiar,Medio
1899,146,2020-10-10,Amigo,Bajo
2039,156,2023-08-08,Familiar,Medio
2836,123,2022-10-13,Amigo,Bajo
2918,660,2021-07-19,Amigo,Bajo
2560,1637,2020-05-14,Amigo,Bajo
1672,1754,2021-01-18,Familiar,Medio
2590,979,2020-08-18,Amigo,Bajo
2784,1811,2023-09-12,Amigo,Alto
2431,2046,2020-07-15,Amigo,Medio
1196,975,2020-08-05,Amigo,Medio
2967,39,2022-06-04,Amigo,Alto
2180,2537,2023-05-20,Amigo,Bajo
1744,1398,2022-01-27,Familiar,Alto
1366,1325,2020-07-21,Amigo,Alto
2646,258,2021-05-28,Amigo,Alto
1529,151,2023-07-25,Amigo,Bajo
550,44,2022-06-17,Amigo,Medio
612,1939,2020-02-20,Amigo,Medio
862,2835,2021-07-20,Amigo,Alto
1813,1326,2022-01-17,Familiar,Medio
1950,443,2020-03-09,Amigo,Alto
851,1761,2020-02-22,Familiar,Medio
585,2743,2020-08-02,Amigo,Bajo
2695,2616,2020-08-26,Familiar,Bajo
1857,2527,2020-11-24,Amigo,Alto
2494,1889,2023-11-18,Familiar,Alto
1610,621,2020-06-03,Amigo,Medio
1079,2092,2023-08-18,Amigo,Alto
1835,270,2022-02-09,Familiar,Bajo
224,2562,2021-07-25,Familiar,Alto
491,494,2022-02-16,Amigo,Bajo
398,2769,2022-05-22,Familiar,Bajo
2723,1384,2023-06-25,Familiar,Medio
2411,2431,2020-12-28,Amigo,Alto
2330,916,2022-07-12,Familiar,Bajo
200,2923,2021-04-10,Amigo,Alto
2227,282,2023-07-21,Familiar,Medio
2083,351,2020-06-20,Amigo,Medio
960,1714,2021-06-05,Familiar,Bajo
2865,2698,2021-04-01,Amigo,Medio
1768,804,2022-11-28,Amigo,Alto
444,2027,2020-09-15,Amigo,Alto
2370,1655,2020-07-06,Familiar,Alto
1870,536,2023-11-07,Familiar,Medio
287,1463,2023-05-16,Familiar,Bajo
1182,1526,2020-05-08,Familiar,Bajo
959,2909,2023-03-01,Amigo,Alto
1148,2236,2022-01-05,Amigo,Bajo
987,2170,2022-12-16,Familiar,Bajo
712,2970,2022-11-08,Amigo,Bajo
1673,922,2022-05-09,Familiar,Alto
267,331,2020-02-17,Familiar,Medio
2953,1052,2023-08-22,Amigo,Medio
1473,1881,2023-06-14,Amigo,Bajo
1069,2329,2021-05-17,Familiar,Medio
2954,821,2020-04-11,Familiar,Medio
1455,1090,2023-06-18,Familiar,Medio
2745,2889,2021-04-04,Familiar,Bajo
1973,1627,2020-05-08,Familiar,Bajo
448,748,2021-04-08,Amigo,Bajo
371,1651,2021-06-07,Amigo,Bajo
2038,916,2021-03-08,Familiar,Bajo
1330,756,2021-01-24,Familiar,Bajo
2455,161,2021-12-30,Familiar,Bajo
1494,977,2020-09-15,Familiar,Medio
2713,415,2023-12-11,Familiar,Alto
858,1342,2023-05-09,Familiar,Medio
647,1485,2020-04-04,Familiar,Alto
2458,2332,2022-07-10,Familiar,Medio
43,1083,2021-10-23,Amigo,Alto
2779,2741,2020-09-18,Familiar,Medio
1443,1539,2023-04-23,Amigo,Bajo
1617,2918,2022-02-15,Amigo,Bajo
695,2049,2021-12-17,Amigo,Bajo
143,754,2021-05-20,Familiar,Alto
113,1995,2023-08-04,Amigo,Bajo
262,1559,2021-11-13,Amigo,Alto
2592,1280,2023-09-06,Amigo,Medio
1468,1499,2021-03-28,Amigo,Alto
2359,1129,2021-11-24,Amigo,Medio
1544,809,2021-05-07,Amigo,Bajo
295,2973,2021-06-09,Amigo,Alto
1290,87,2021-08-12,Amigo,Alto
1184,19,2020-02-23,Amigo,Bajo
2610,1034,2022-04-08,Familiar,Bajo
1897,1981,2022-09-17,Familiar,Bajo
