Transaccion_Origen_ID,Transaccion_Destino_ID,Monto,Motivo,Método_Transferencia
3625,1171,2639.38,Pago,Interna
3629,4551,1044.68,Transferencia,SWIFT
3958,1394,8463.26,Transferencia,ACH
1123,3820,9010.87,Reembolso,ACH
2045,1060,5269.48,Transferencia,SWIFT
4113,3962,1702.89,Pago,SWIFT
4081,777,1737.71,Reembolso,Interna
3891,622,4006.87,Reembolso,SWIFT
1050,127,3295.91,Transferencia,Interna
981,4097,8452.86,Pago,SWIFT
4075,562,9115.86,Pago,ACH
850,1254,457.59,Pago,Interna
4168,4337,3849.94,Pago,ACH
4912,2879,1152.2,Reembolso,ACH
4487,147,6163.88,Pago,ACH
3127,2086,81.03,Transferencia,ACH
1210,1507,5996.16,Reembolso,ACH
1912,1385,8086.96,Transferencia,SWIFT
2049,4540,1028.51,Transferencia,SWIFT
824,2761,9389.43,Transferencia,ACH
2595,1145,6936.36,Reembolso,SWIFT
2491,3434,1394.03,Reembolso,Interna
2311,1023,7773.73,Reembolso,ACH
3235,201,8814.98,Reembolso,Interna
632,888,6906.66,Reembolso,ACH
3466,4279,6046.07,Transferencia,SWIFT
3872,3950,7140.18,Transferencia,Interna
59,100,4382.16,Transferencia,SWIFT
4367,675,7661.98,Pago,SWIFT
4060,651,6991.42,Pago,Interna
1725,3999,6510.03,Transferencia,ACH
2430,2219,6887.22,Transferencia,ACH
620,1679,5205.23,Pago,SWIFT
3600,924,3221.77,Reembolso,SWIFT
3860,3643,4247.62,Reembolso,SWIFT
1748,4142,3145.72,Transferencia,Interna
3057,2708,8712.0,Reembolso,ACH
3587,4770,8436.66,Pago,ACH
568,1393,5989.43,Pago,ACH
674,2698,6887.0,Pago,ACH
245,4950,5279.32,Transferencia,Interna
4475,2682,526.13,Reembolso,Interna
2183,220,4701.93,Pago,ACH
4537,1839,1887.84,Transferencia,ACH
2338,463,6427.85,Reembolso,SWIFT
51,734,9504.75,Pago,Interna
3732,1330,8958.41,Pago,Interna
2622,2136,368.97,Transferencia,ACH
3311,1618,3650.81,Pago,ACH
1444,4467,9929.08,Transferencia,Interna
4074,1905,5912.75,Reembolso,SWIFT
2935,2108,1015.14,Reembolso,ACH
1641,974,4091.83,Reembolso,SWIFT
3359,1306,7267.85,Pago,ACH
3303,1935,8517.82,Transferencia,SWIFT
2657,4789,1261.44,Reembolso,Interna
1142,412,1282.97,Pago,Interna
1286,232,3283.64,Pago,SWIFT
4400,238,9510.62,Pago,Interna
376,1540,4159.87,Pago,ACH
459,2511,361.02,Reembolso,Interna
4461,4615,8162.19,Reembolso,Interna
587,287,2447.56,Reembolso,ACH
2971,1953,7554.47,Reembolso,SWIFT
3182,2958,5968.84,Reembolso,SWIFT
2663,520,7992.85,Pago,SWIFT
3079,4269,6559.64,Reembolso,Interna
4844,1609,2177.83,Pago,Interna
4792,3201,270.82,Transferencia,ACH
4003,196,3883.46,Pago,ACH
4684,3569,6206.74,Transferencia,Interna
1094,4849,6730.29,Reembolso,Interna
795,2004,2962.08,Transferencia,Interna
2318,3313,1770.37,Reembolso,ACH
1997,1233,4326.72,Reembolso,Interna
4695,1676,4485.56,Pago,SWIFT
1562,842,8198.39,Pago,SWIFT
925,3000,2141.67,Transferencia,ACH
3082,297,7875.55,Pago,ACH
2736,3938,7402.74,Reembolso,Interna
2005,1790,8808.41,Transferencia,Interna
2263,218,8136.79,Reembolso,SWIFT
3758,4159,8685.46,Reembolso,Interna
3458,124,9970.71,Reembolso,Interna
179,416,4948.7,Transferencia,ACH
4732,1233,3620.36,Reembolso,ACH
2989,3695,2898.9,Transferencia,Interna
1994,3040,4510.28,Reembolso,ACH
615,3588,1667.41,Pago,Interna
2047,2234,5046.04,Transferencia,SWIFT
117,939,7294.08,Reembolso,ACH
675,610,7129.72,Reembolso,ACH
2491,2246,1812.59,Reembolso,Interna
2758,169,6780.41,Transferencia,ACH
3354,4489,6674.78,Reembolso,SWIFT
2440,1197,422.62,Pago,SWIFT
4127,4377,2075.29,Pago,ACH
4185,4682,3322.87,Transferencia,Interna
3397,1274,3088.25,Transferencia,Interna
4939,3312,7628.21,Transferencia,SWIFT
3374,4829,8625.56,Pago,ACH
2691,1745,6362.63,Pago,ACH
3223,4129,7226.61,Reembolso,SWIFT
4482,3813,3493.57,Transferencia,ACH
4956,1504,5660.05,Transferencia,ACH
3166,3081,6288.45,Reembolso,ACH
3962,4269,8985.22,Reembolso,ACH
1249,2439,1490.96,Pago,SWIFT
3482,1417,6833.24,Transferencia,ACH
4099,680,1282.24,Transferencia,ACH
4610,4054,3679.0,Transferencia,Interna
837,2851,275.5,Pago,SWIFT
2438,2937,3048.39,Transferencia,Interna
1934,1164,4998.47,Pago,Interna
574,1955,1874.11,Pago,SWIFT
1976,1566,231.73,Transferencia,Interna
4970,3363,9369.42,Pago,Interna
3031,1919,768.76,Pago,SWIFT
1559,144,4888.18,Reembolso,SWIFT
1120,4728,9472.34,Transferencia,Interna
793,2963,5740.01,Reembolso,ACH
3325,4427,8966.72,Reembolso,ACH
1465,1708,3235.43,Pago,ACH
2373,1753,4852.67,Transferencia,SWIFT
2887,2845,2322.42,Transferencia,SWIFT
2552,3136,5445.77,Pago,SWIFT
4112,4679,8750.76,Transferencia,ACH
4021,3154,2006.55,Transferencia,SWIFT
1291,1914,6157.62,Transferencia,Interna
823,2079,2767.95,Reembolso,SWIFT
3012,3968,3949.65,Reembolso,ACH
1380,2858,5853.88,Reembolso,Interna
3502,3344,2925.36,Transferencia,ACH
1185,4050,6296.7,Pago,Interna
3832,1015,6972.99,Transferencia,SWIFT
3179,2946,2603.83,Transferencia,ACH
4453,2596,8254.16,Pago,ACH
4680,3185,1984.56,Reembolso,ACH
4502,1481,4701.75,Transferencia,Interna
3171,2650,7729.64,Pago,SWIFT
433,3853,4977.71,Pago,SWIFT
4799,1206,7511.82,Transferencia,Interna
3242,2977,6808.68,Reembolso,Interna
1440,1161,3854.05,Pago,ACH
2121,4065,6005.9,Reembolso,SWIFT
1574,3171,8129.72,Reembolso,Interna
2878,1886,1376.79,Pago,SWIFT
28,4836,4202.97,Pago,Interna
3181,538,4070.76,Pago,Interna
3342,4669,3779.94,Pago,SWIFT
4563,1281,9426.04,Transferencia,ACH
3461,2456,9055.05,Reembolso,SWIFT
4378,1787,5370.2,Pago,SWIFT
3752,1907,9293.43,Pago,ACH
2566,235,963.08,Transferencia,SWIFT
1103,2937,3857.44,Transferencia,SWIFT
2842,2337,8102.08,Pago,ACH
332,4735,4560.74,Pago,Interna
2498,1120,441.73,Transferencia,Interna
2154,164,696.12,Pago,SWIFT
4084,2768,4757.91,Pago,ACH
835,4489,6889.91,Pago,ACH
4509,4852,3536.03,Transferencia,ACH
1800,30,1360.88,Reembolso,Interna
4681,2376,9489.89,Reembolso,Interna
1943,3043,4186.89,Transferencia,Interna
4848,3149,795.29,Transferencia,Interna
3606,1930,423.74,Transferencia,SWIFT
4757,4638,9801.18,Reembolso,ACH
4139,100,467.91,Reembolso,Interna
818,1055,7577.56,Reembolso,Interna
4190,4776,67.83,Reembolso,Interna
1928,2721,7414.75,Reembolso,SWIFT
4250,2631,5837.85,Reembolso,ACH
828,596,2825.97,Pago,SWIFT
2635,2437,9257.51,Reembolso,SWIFT
4712,4439,3964.16,Transferencia,SWIFT
2719,4979,8514.61,Transferencia,ACH
3451,160,9697.57,Pago,SWIFT
4945,757,7686.68,Pago,SWIFT
308,994,1978.05,Transferencia,ACH
1447,3295,8101.42,Reembolso,Interna
471,546,4045.94,Pago,ACH
2674,4341,5291.41,Reembolso,ACH
4522,1695,1011.87,Reembolso,SWIFT
3792,502,2661.82,Reembolso,SWIFT
1280,1108,1093.47,Reembolso,SWIFT
1280,1435,6013.72,Transferencia,SWIFT
2731,3257,3963.29,Pago,ACH
3062,2410,1274.07,Reembolso,ACH
3849,163,7920.18,Reembolso,ACH
2917,4820,5541.29,Reembolso,SWIFT
196,668,2418.21,Reembolso,Interna
3663,516,5912.68,Transferencia,SWIFT
4399,3581,5107.2,Pago,SWIFT
3872,2011,1179.39,Reembolso,Interna
4264,2521,8739.3,Pago,SWIFT
882,4603,3622.91,Reembolso,Interna
1127,4595,8358.6,Transferencia,ACH
3582,983,1307.13,Pago,ACH
1858,355,8890.67,Reembolso,ACH
4634,4334,3769.06,Transferencia,Interna
2106,2613,3327.63,Pago,Interna
2450,1138,135.92,Reembolso,ACH
4179,4022,2651.77,Transferencia,Interna
3583,4161,470.66,Reembolso,SWIFT
995,3777,2607.8,Reembolso,Interna
1209,1859,7652.85,Reembolso,ACH
1551,4159,1641.46,Pago,ACH
1911,786,7886.96,Pago,Interna
1252,2820,5889.85,Pago,Interna
4032,2509,9965.96,Reembolso,Interna
463,2266,3844.46,Pago,ACH
2963,3789,3904.47,Pago,Interna
436,488,6222.82,Transferencia,ACH
2793,3651,4903.87,Transferencia,ACH
4412,4540,4496.63,Pago,Interna
51,1666,9459.48,Pago,ACH
3359,1804,7541.62,Transferencia,Interna
429,2918,5437.99,Transferencia,Interna
408,4436,8706.89,Pago,Interna
4701,4458,5075.52,Pago,Interna
3745,3066,3089.4,Pago,ACH
4230,1007,9012.35,Reembolso,ACH
2088,2695,4514.9,Pago,SWIFT
250,4973,3413.91,Pago,SWIFT
1650,3453,8555.36,Pago,ACH
4015,4427,5169.46,Reembolso,Interna
4342,2670,6348.41,Transferencia,ACH
716,3752,697.98,Transferencia,SWIFT
2441,2179,6982.04,Transferencia,Interna
4584,1908,4053.2,Transferencia,ACH
2382,3956,6688.79,Reembolso,SWIFT
3958,3049,8279.82,Transferencia,Interna
4115,4443,7047.3,Transferencia,SWIFT
3016,1027,2169.22,Transferencia,ACH
3158,832,8250.9,Pago,SWIFT
2442,2331,3071.49,Transferencia,SWIFT
2979,3680,354.08,Transferencia,ACH
3261,2899,5948.37,Reembolso,ACH
2185,1320,6750.07,Reembolso,Interna
2548,3023,870.41,Pago,ACH
181,1376,53.57,Reembolso,Interna
3779,915,6474.66,Pago,ACH
3477,4316,3436.56,Reembolso,SWIFT
287,4481,9039.91,Pago,Interna
1268,701,5674.58,Pago,Interna
3658,2356,6664.96,Transferencia,SWIFT
1177,3072,270.46,Reembolso,SWIFT
1104,2563,6890.24,Pago,SWIFT
2797,434,8784.89,Reembolso,SWIFT
4160,795,5041.34,Transferencia,SWIFT
1199,2185,8311.51,Pago,Interna
2508,1917,9002.6,Pago,SWIFT
984,2455,5533.62,Reembolso,ACH
4553,1368,3055.92,Pago,SWIFT
1141,333,5457.91,Reembolso,SWIFT
176,708,6562.16,Transferencia,ACH
2817,3519,3992.99,Transferencia,ACH
4512,1222,7220.32,Reembolso,ACH
3381,453,2616.67,Transferencia,Interna
1328,1814,1966.17,Pago,ACH
3831,3929,1385.42,Reembolso,ACH
4273,1411,1458.7,Pago,Interna
3986,3863,5924.28,Transferencia,ACH
825,4444,1202.01,Reembolso,Interna
3483,4527,2655.5,Pago,SWIFT
2716,2959,3832.88,Reembolso,ACH
580,3287,3104.94,Pago,Interna
2161,2779,6691.84,Transferencia,Interna
4401,518,5611.88,Transferencia,Interna
68,2605,4484.7,Transferencia,SWIFT
4877,1873,5661.71,Reembolso,Interna
2995,4350,4656.41,Reembolso,Interna
901,3786,2596.75,Pago,SWIFT
3360,920,9189.22,Pago,SWIFT
755,3385,3240.98,Pago,ACH
1088,2525,780.62,Pago,SWIFT
3744,2581,4113.7,Transferencia,ACH
3174,505,4297.63,Transferencia,ACH
4392,2938,3810.24,Transferencia,SWIFT
4933,4051,2338.92,Reembolso,SWIFT
2616,4039,6556.21,Reembolso,ACH
4745,3488,3805.65,Transferencia,ACH
2486,230,1981.95,Transferencia,ACH
1945,4117,3332.01,Reembolso,ACH
1007,4784,3501.54,Transferencia,SWIFT
174,3551,4540.26,Reembolso,ACH
4629,2297,7555.67,Transferencia,SWIFT
392,4073,8827.92,Reembolso,SWIFT
4844,3383,246.44,Reembolso,Interna
2824,4525,9256.46,Pago,Interna
1728,4307,4226.81,Transferencia,ACH
989,1726,5543.49,Transferencia,ACH
934,1309,786.64,Transferencia,SWIFT
4439,1269,8161.58,Pago,SWIFT
892,1567,1815.01,Pago,Interna
1118,1612,7850.48,Transferencia,SWIFT
724,625,4419.83,Transferencia,ACH
3254,1418,1941.78,Transferencia,SWIFT
130,642,150.5,Transferencia,Interna
4933,4390,4157.67,Pago,Interna
4509,2635,2834.69,Pago,ACH
4821,2103,1716.18,Reembolso,ACH
4859,3621,9461.27,Transferencia,ACH
1820,2709,2644.35,Transferencia,Interna
2470,2777,956.39,Reembolso,SWIFT
536,1762,3911.3,Pago,ACH
1315,3894,2840.55,Pago,Interna
1655,1710,4500.87,Transferencia,ACH
4120,679,4282.76,Transferencia,SWIFT
4748,4604,7857.97,Reembolso,Interna
2398,2376,162.05,Reembolso,ACH
1642,3458,2988.01,Reembolso,ACH
67,457,3785.77,Transferencia,Interna
4240,738,5274.0,Transferencia,ACH
1568,2495,8963.53,Transferencia,ACH
899,1032,8353.42,Pago,ACH
3897,241,4335.41,Reembolso,SWIFT
397,3562,6859.0,Transferencia,ACH
3049,3707,4883.71,Reembolso,ACH
530,4546,8748.52,Pago,SWIFT
2011,738,8581.47,Reembolso,Interna
3668,3710,9575.71,Transferencia,SWIFT
1626,3117,6538.95,Pago,SWIFT
4544,191,5928.04,Pago,Interna
4085,166,1667.34,Pago,SWIFT
2172,3943,3638.63,Reembolso,Interna
2124,1258,9674.17,Pago,SWIFT
526,1217,618.25,Reembolso,Interna
1521,2213,8320.37,Reembolso,ACH
1542,1886,6477.45,Pago,SWIFT
4845,2779,9486.25,Pago,SWIFT
2894,3500,7021.32,Reembolso,Interna
4915,772,7650.53,Reembolso,Interna
723,1443,9148.58,Transferencia,ACH
3967,1538,1502.05,Pago,Interna
4735,4385,2782.16,Reembolso,SWIFT
4709,4643,5548.99,Transferencia,Interna
2496,2413,5707.49,Transferencia,ACH
4090,4650,9778.3,Transferencia,ACH
4240,2308,59.82,Transferencia,Interna
202,3611,8698.66,Pago,SWIFT
1081,1651,8507.14,Pago,ACH
2142,384,6271.44,Pago,Interna
787,1928,89.86,Pago,Interna
2872,4751,6913.71,Reembolso,Interna
704,4582,993.28,Pago,SWIFT
714,4705,1084.74,Transferencia,SWIFT
2702,1060,1323.05,Transferencia,SWIFT
4889,2831,6039.62,Transferencia,Interna
3481,2465,2408.28,Transferencia,ACH
1872,3113,9406.45,Reembolso,SWIFT
701,2577,8609.61,Pago,SWIFT
4488,1706,7633.12,Pago,ACH
289,2569,3942.05,Transferencia,ACH
2396,692,6735.15,Reembolso,Interna
3568,1299,1222.47,Pago,Interna
3970,559,5774.08,Pago,ACH
4843,3023,3233.68,Transferencia,ACH
4653,3511,6436.12,Pago,ACH
67,2464,6729.52,Reembolso,ACH
2467,4909,5892.81,Pago,ACH
3899,4623,3997.24,Transferencia,ACH
4679,4410,3316.47,Reembolso,SWIFT
3981,906,9871.42,Reembolso,SWIFT
3747,4069,8766.4,Transferencia,Interna
6,3750,5952.94,Reembolso,SWIFT
3440,4490,737.37,Reembolso,SWIFT
3527,4647,1469.5,Reembolso,ACH
2348,849,2501.99,Reembolso,SWIFT
2098,3359,9556.71,Transferencia,ACH
2340,999,6793.77,Transferencia,SWIFT
2757,3475,7912.28,Pago,ACH
4648,1654,6608.16,Reembolso,SWIFT
4298,1914,2001.09,Transferencia,Interna
1161,4561,1236.39,Reembolso,SWIFT
2928,4545,8375.71,Reembolso,ACH
4121,1528,5436.06,Pago,SWIFT
2313,4483,4849.31,Transferencia,Interna
3847,259,842.53,Transferencia,SWIFT
351,3686,8646.18,Reembolso,Interna
1817,1373,9804.46,Transferencia,ACH
1868,1501,6944.74,Transferencia,ACH
1740,2966,5006.54,Transferencia,SWIFT
577,2769,3433.69,Pago,Interna
1108,3942,4319.83,Pago,ACH
3065,4042,4427.3,Pago,ACH
4138,660,6216.78,Transferencia,ACH
496,763,9995.13,Transferencia,SWIFT
2446,4213,7957.49,Transferencia,Interna
2692,2532,1914.51,Reembolso,SWIFT
1765,2021,9194.46,Transferencia,ACH
2172,196,5505.77,Pago,SWIFT
2467,1129,3179.69,Reembolso,ACH
2002,4019,9981.61,Reembolso,ACH
4017,4477,9950.37,Transferencia,SWIFT
3757,3429,8314.44,Pago,SWIFT
3439,374,5254.71,Reembolso,Interna
512,613,7919.84,Pago,ACH
3154,661,7806.75,Transferencia,ACH
2435,825,2380.58,Pago,SWIFT
4770,973,6611.41,Pago,Interna
1689,3817,8711.57,Pago,Interna
4741,2912,4771.16,Transferencia,SWIFT
4271,545,8836.11,Pago,Interna
1542,3390,9593.9,Transferencia,Interna
1798,1750,9421.42,Pago,SWIFT
2556,4537,5616.92,Pago,SWIFT
1042,433,724.34,Transferencia,ACH
269,4217,4393.3,Pago,ACH
4934,4756,8209.56,Reembolso,Interna
4936,2023,8215.13,Reembolso,Interna
1997,4370,7804.79,Transferencia,ACH
2483,457,4063.04,Pago,SWIFT
3606,3942,7379.77,Pago,SWIFT
1056,4190,4913.15,Reembolso,SWIFT
3985,2509,986.04,Transferencia,SWIFT
1914,4544,3112.94,Reembolso,SWIFT
2660,1878,8552.1,Transferencia,Interna
1562,3415,6527.22,Transferencia,SWIFT
3374,2608,8485.11,Pago,SWIFT
757,1893,57.46,Pago,ACH
1198,274,9141.25,Reembolso,ACH
1144,3773,3183.83,Pago,ACH
3969,1441,7170.18,Pago,SWIFT
3128,4796,8410.65,Pago,ACH
1690,2174,2709.79,Pago,SWIFT
630,4571,924.81,Pago,SWIFT
2807,3320,6415.27,Transferencia,ACH
4612,4737,3949.54,Pago,ACH
4900,1667,2655.99,Reembolso,Interna
1070,2083,4254.6,Reembolso,Interna
2607,3020,7519.13,Pago,SWIFT
1474,1575,1775.39,Reembolso,Interna
2856,202,4662.43,Pago,SWIFT
1514,2148,9527.41,Pago,SWIFT
4317,3877,3774.36,Reembolso,SWIFT
1661,2856,8585.97,Pago,SWIFT
1473,4294,8219.35,Reembolso,ACH
2865,814,5663.35,Pago,SWIFT
4683,637,6371.29,Transferencia,Interna
2025,888,2769.27,Transferencia,Interna
547,3865,7881.92,Transferencia,Interna
2833,4838,6623.54,Reembolso,SWIFT
2757,3774,8923.02,Transferencia,ACH
1409,2964,3363.42,Transferencia,Interna
1687,3824,3474.51,Reembolso,Interna
2490,156,6823.88,Transferencia,SWIFT
3508,4102,3084.61,Reembolso,Interna
619,4886,2815.01,Reembolso,ACH
3075,160,501.35,Pago,SWIFT
2844,3251,4139.62,Reembolso,SWIFT
1171,1735,3580.74,Transferencia,SWIFT
1494,4835,4154.88,Reembolso,ACH
4618,2980,4777.91,Pago,ACH
4275,2922,2077.09,Pago,SWIFT
693,1445,9471.39,Reembolso,Interna
2151,4886,6844.43,Transferencia,ACH
1169,867,5263.89,Transferencia,ACH
2172,2921,1832.28,Pago,Interna
3545,115,6219.56,Transferencia,Interna
718,4216,6701.78,Reembolso,ACH
1804,2744,375.71,Reembolso,ACH
3131,1425,3813.81,Transferencia,ACH
3013,478,7627.46,Transferencia,ACH
2895,498,9112.97,Reembolso,SWIFT
4536,1924,5432.09,Reembolso,Interna
2386,3802,5670.4,Reembolso,SWIFT
2586,2992,7992.75,Transferencia,ACH
2412,1874,5189.25,Reembolso,ACH
1599,3533,4043.63,Transferencia,SWIFT
4548,1194,9732.83,Reembolso,Interna
2429,4107,390.9,Pago,ACH
305,4556,8862.21,Transferencia,ACH
4537,1579,3010.19,Reembolso,Interna
1232,3351,7655.01,Pago,SWIFT
2284,3290,7687.14,Transferencia,ACH
1446,2754,7260.24,Transferencia,ACH
3351,281,5265.51,Pago,ACH
4563,4796,2037.69,Transferencia,SWIFT
201,314,8407.94,Reembolso,ACH
4035,3637,2882.94,Transferencia,ACH
3765,4998,1024.36,Pago,Interna
2513,2156,4225.01,Reembolso,SWIFT
3305,349,5346.96,Transferencia,SWIFT
3335,2094,5424.95,Reembolso,Interna
3575,3464,7604.85,Pago,ACH
816,2849,7360.21,Pago,Interna
4960,4530,7801.03,Reembolso,SWIFT
3349,2911,3801.05,Pago,SWIFT
2076,2080,3959.86,Transferencia,SWIFT
101,567,989.53,Reembolso,SWIFT
3300,4678,5976.18,Pago,ACH
4897,4504,7664.61,Reembolso,ACH
4987,2074,8740.37,Pago,SWIFT
822,371,4899.02,Pago,Interna
454,2413,2048.1,Transferencia,Interna
1500,472,5234.48,Transferencia,SWIFT
4393,3836,7651.52,Pago,ACH
2820,1141,8424.24,Reembolso,ACH
3793,1434,4294.64,Reembolso,SWIFT
1535,2466,1698.04,Pago,Interna
3892,3399,1785.1,Reembolso,Interna
2680,4307,6512.24,Transferencia,SWIFT
1918,1031,49.52,Pago,SWIFT
2317,2081,3230.06,Pago,SWIFT
3430,147,4371.22,Transferencia,ACH
2820,2143,9641.92,Transferencia,ACH
1770,2664,5937.42,Reembolso,SWIFT
1067,2932,3149.32,Reembolso,ACH
4178,3845,8729.96,Pago,SWIFT
433,973,4512.37,Transferencia,Interna
3557,2002,5954.15,Reembolso,SWIFT
321,4524,874.35,Reembolso,SWIFT
1616,1668,6467.26,Reembolso,ACH
1155,1557,238.79,Transferencia,SWIFT
758,4935,9517.78,Pago,SWIFT
3588,728,8368.15,Reembolso,ACH
3732,4030,3339.47,Reembolso,SWIFT
4693,1846,9400.41,Transferencia,Interna
4698,410,2950.43,Transferencia,SWIFT
180,281,8923.57,Reembolso,SWIFT
2229,1731,1288.94,Pago,ACH
3283,2069,7213.45,Pago,SWIFT
1239,690,4794.15,Pago,SWIFT
3871,4045,3493.18,Transferencia,ACH
1895,4381,1217.51,Transferencia,ACH
59,432,930.56,Transferencia,Interna
4296,2858,9454.09,Reembolso,Interna
4848,2210,8887.18,Transferencia,SWIFT
1026,4993,8272.94,Reembolso,ACH
774,222,3471.66,Reembolso,SWIFT
2329,1175,4560.04,Transferencia,ACH
1370,114,9786.21,Transferencia,SWIFT
774,1303,2556.48,Pago,Interna
3732,901,2312.13,Pago,Interna
4845,4288,8435.11,Pago,Interna
1456,2414,9072.17,Transferencia,ACH
2936,4712,3760.28,Pago,Interna
2096,1409,2182.05,Transferencia,Interna
4393,3218,5943.12,Reembolso,SWIFT
2820,2561,4437.39,Pago,ACH
702,3599,225.67,Transferencia,Interna
4967,4981,5251.79,Reembolso,Interna
1201,4845,1630.61,Reembolso,ACH
2488,1790,5231.75,Reembolso,Interna
836,591,7041.71,Reembolso,SWIFT
1356,343,3687.74,Reembolso,Interna
2114,3458,3287.47,Reembolso,SWIFT
2789,2535,9780.12,Pago,ACH
3323,23,4058.94,Reembolso,Interna
2599,418,131.11,Pago,ACH
2578,4290,4363.24,Transferencia,SWIFT
893,2145,3551.41,Reembolso,SWIFT
3454,3508,2021.98,Pago,Interna
3245,4666,5939.86,Transferencia,ACH
4206,3384,5919.99,Pago,SWIFT
4554,540,208.75,Transferencia,ACH
2765,781,2546.3,Transferencia,SWIFT
1015,4203,177.69,Pago,ACH
1401,4595,211.2,Pago,ACH
918,3617,9113.62,Reembolso,ACH
1927,3392,511.01,Pago,ACH
4545,3692,2934.88,Reembolso,SWIFT
2370,2413,8595.14,Reembolso,SWIFT
718,1276,6617.43,Transferencia,Interna
1371,1226,9952.89,Transferencia,SWIFT
679,3149,8998.54,Transferencia,SWIFT
4077,3604,3161.0,Pago,SWIFT
1705,838,2078.64,Pago,SWIFT
2953,1931,367.33,Pago,ACH
2610,1880,2264.03,Transferencia,SWIFT
2687,240,8243.93,Pago,SWIFT
3858,834,8555.02,Pago,Interna
3973,2534,278.05,Reembolso,SWIFT
2986,3296,5764.69,Transferencia,Interna
302,3186,3851.96,Transferencia,Interna
613,3304,1437.79,Transferencia,ACH
856,1730,1754.47,Transferencia,ACH
4796,95,8508.17,Reembolso,ACH
652,2289,6649.58,Reembolso,Interna
2239,3778,775.84,Transferencia,Interna
1487,3903,7539.19,Pago,ACH
4175,340,9946.73,Reembolso,Interna
523,1062,9284.42,Pago,SWIFT
4982,4555,428.65,Pago,Interna
2519,2910,8407.63,Pago,Interna
4341,4242,6799.0,Transferencia,ACH
1734,4964,7498.18,Reembolso,ACH
3394,3215,6907.68,Pago,ACH
523,4216,5520.19,Reembolso,ACH
4298,3092,3812.05,Pago,ACH
1825,2975,7939.72,Reembolso,ACH
1735,69,1532.76,Reembolso,SWIFT
4676,2456,1870.21,Transferencia,ACH
2662,934,8739.25,Reembolso,ACH
4458,1050,8719.34,Reembolso,ACH
3169,68,2681.59,Transferencia,ACH
327,1149,8062.02,Pago,SWIFT
1158,4822,2713.73,Reembolso,Interna
4929,2942,721.98,Transferencia,ACH
578,1104,844.81,Pago,Interna
1311,4241,97.75,Reembolso,Interna
4899,2800,432.57,Reembolso,ACH
4718,788,926.83,Pago,SWIFT
4598,4249,5002.41,Reembolso,ACH
1832,3936,2648.8,Transferencia,SWIFT
2232,2447,7549.7,Pago,Interna
1978,1123,9976.51,Reembolso,ACH
3430,2374,6705.29,Transferencia,SWIFT
786,4927,9235.04,Transferencia,Interna
1293,3183,926.54,Reembolso,ACH
3761,3142,8450.7,Transferencia,ACH
2456,3302,9560.29,Transferencia,Interna
2414,2137,2867.41,Transferencia,SWIFT
1,4601,1889.14,Pago,ACH
3167,3347,9704.66,Reembolso,SWIFT
4188,2384,498.85,Transferencia,ACH
23,2440,1446.99,Reembolso,SWIFT
3949,574,9109.53,Reembolso,ACH
3558,3091,2225.52,Reembolso,SWIFT
3357,3885,9929.37,Reembolso,Interna
1238,1094,2664.71,Pago,Interna
3664,1942,3730.98,Reembolso,SWIFT
1589,898,7339.13,Transferencia,Interna
839,3656,1413.69,Transferencia,ACH
483,680,6832.53,Pago,Interna
4913,3541,219.11,Reembolso,Interna
1446,2454,298.25,Transferencia,SWIFT
2959,3788,4230.29,Pago,Interna
3865,4038,5755.63,Reembolso,SWIFT
4835,1694,340.01,Pago,Interna
4077,1447,216.38,Pago,ACH
4974,1388,9930.26,Reembolso,Interna
3173,2927,2490.47,Transferencia,Interna
2397,285,7176.53,Pago,SWIFT
3320,3819,4302.72,Reembolso,ACH
3111,430,8650.69,Reembolso,SWIFT
55,986,7827.67,Transferencia,ACH
3229,2459,7454.76,Transferencia,Interna
2065,4818,5605.42,Pago,ACH
3,4097,8010.53,Transferencia,ACH
4059,2774,849.83,Reembolso,SWIFT
2677,4013,7422.17,Reembolso,ACH
208,648,6641.43,Transferencia,SWIFT
3613,1127,5751.41,Transferencia,SWIFT
4465,2437,3455.46,Pago,SWIFT
3767,3646,5532.26,Pago,SWIFT
361,3467,4789.42,Reembolso,ACH
150,3873,4732.41,Transferencia,SWIFT
4062,2668,7845.66,Transferencia,ACH
3119,787,2157.67,Reembolso,SWIFT
2921,4578,8822.07,Pago,ACH
4229,2556,558.34,Reembolso,SWIFT
3852,2539,3474.3,Pago,ACH
2799,2257,3938.38,Transferencia,SWIFT
1526,3356,5964.59,Pago,Interna
1874,12,6430.97,Reembolso,ACH
1401,3021,1020.83,Reembolso,ACH
2883,1956,2630.43,Pago,SWIFT
1377,209,5565.95,Pago,ACH
2227,3902,8390.52,Pago,ACH
700,4411,9615.23,Pago,SWIFT
1847,1557,1510.21,Reembolso,Interna
1294,717,7228.48,Transferencia,SWIFT
665,3608,2258.04,Transferencia,Interna
66,1359,8235.67,Pago,Interna
4580,785,4733.44,Reembolso,Interna
3802,753,9025.75,Transferencia,ACH
2392,1633,5618.73,Transferencia,SWIFT
2907,3123,3750.48,Reembolso,SWIFT
3113,4679,3960.03,Pago,Interna
3766,754,4973.97,Pago,Interna
2880,3952,793.23,Transferencia,Interna
51,783,4762.07,Pago,Interna
2016,1642,9876.82,Reembolso,ACH
3878,227,3845.67,Reembolso,ACH
3827,2813,4904.43,Transferencia,Interna
1315,90,7145.49,Transferencia,SWIFT
