Cliente_ID,Comercio_ID,Frecuencia,Monto_Promedio,Última_Compra
453,40,Mensual,753.41,2022-03-13
2114,1340,Semanal,489.25,2022-09-13
1213,1837,Mensual,89.33,2023-10-11
2418,318,Diario,93.19,2022-09-12
2715,592,Diario,490.42,2022-12-16
2081,736,Mensual,211.11,2021-08-09
559,945,Diario,379.32,2020-07-07
129,719,Mensual,942.75,2023-04-21
2789,867,Semanal,685.01,2020-06-21
463,126,Mensual,518.19,2022-01-13
542,1078,Diario,871.78,2021-04-17
910,1857,Semanal,373.28,2020-10-23
617,735,Semanal,82.14,2023-07-20
2215,226,Diario,256.77,2022-10-13
1823,1555,Semanal,86.9,2021-06-26
2562,1040,Diario,677.39,2020-10-18
2503,679,Semanal,137.55,2021-06-11
273,1926,Mensual,952.12,2023-06-09
2797,448,Mensual,312.42,2023-12-02
854,732,Diario,808.79,2023-12-15
2162,622,Semanal,457.59,2022-12-26
1708,1602,Mensual,325.97,2020-03-30
1926,676,Mensual,198.14,2022-10-04
2466,140,Diario,128.99,2022-04-18
745,1269,Diario,290.38,2021-07-12
2469,1497,Mensual,441.81,2021-05-28
2186,697,Mensual,532.85,2023-11-21
1031,199,Semanal,832.6,2023-06-18
1111,1427,Mensual,538.73,2020-04-25
2458,925,Diario,347.36,2021-10-07
833,515,Semanal,702.62,2022-12-10
2336,695,Semanal,983.15,2020-04-05
198,1048,Mensual,648.51,2022-12-06
1890,147,Diario,290.35,2021-10-31
1988,166,Mensual,280.44,2020-11-16
636,984,Mensual,881.36,2021-05-03
1667,152,Semanal,358.04,2020-03-18
108,1718,Diario,762.96,2021-09-09
964,1389,Semanal,371.89,2021-08-09
2191,1241,Diario,938.06,2023-06-10
1489,893,Semanal,499.65,2020-09-17
2868,1993,Mensual,47.61,2021-04-30
849,653,Diario,141.85,2020-10-02
2421,1886,Diario,781.85,2020-05-18
509,493,Semanal,369.32,2022-04-04
2980,937,Mensual,64.01,2021-04-02
1638,1428,Diario,563.51,2021-10-24
331,1588,Diario,542.45,2021-05-08
977,1230,Diario,731.29,2023-08-06
1692,1529,Diario,566.69,2022-12-04
1752,1911,Diario,785.22,2023-05-24
2897,230,Mensual,125.18,2023-09-22
1237,246,Semanal,303.61,2020-07-15
120,511,Semanal,419.15,2020-05-28
439,289,Mensual,735.27,2023-10-15
2983,735,Diario,728.98,2020-10-25
2969,1762,Diario,689.89,2020-08-26
1721,457,Mensual,816.49,2021-10-31
2416,953,Mensual,707.06,2023-05-21
1198,1267,Semanal,563.18,2022-09-25
1295,884,Mensual,656.16,2022-11-27
2116,537,Diario,231.33,2020-05-07
1238,1511,Semanal,786.85,2021-07-16
1299,1660,Diario,649.16,2020-08-12
1895,71,Mensual,358.28,2020-01-26
2630,1443,Diario,421.55,2022-07-09
1800,192,Diario,706.45,2022-12-30
355,1221,Mensual,452.91,2022-04-10
565,456,Diario,30.88,2021-08-23
2605,1299,Mensual,292.58,2020-03-01
2585,1566,Semanal,890.24,2023-02-22
72,859,Diario,815.94,2022-08-29
1000,1072,Semanal,451.98,2022-04-21
2476,161,Diario,494.57,2023-12-26
1646,652,Mensual,469.22,2020-09-15
2382,1400,Diario,415.98,2022-10-25
2272,1004,Diario,188.71,2020-03-05
1028,654,Semanal,512.12,2020-09-17
1278,1699,Diario,306.0,2021-10-11
432,1309,Mensual,755.02,2022-11-12
1256,627,Semanal,73.52,2022-12-19
2132,1053,Mensual,508.24,2022-01-25
2638,473,Mensual,237.46,2022-05-05
1968,345,Semanal,610.73,2022-05-25
2802,135,Semanal,853.36,2021-05-09
463,1002,Semanal,222.79,2022-12-13
577,1891,Diario,294.12,2020-03-23
27,1956,Semanal,920.94,2020-08-14
2322,174,Mensual,74.73,2023-06-03
2587,1835,Semanal,415.21,2020-09-06
838,1645,Diario,234.06,2022-11-27
747,1406,Semanal,700.9,2022-11-25
2890,1157,Diario,812.32,2022-06-14
2467,1529,Mensual,157.37,2021-03-19
165,1758,Diario,505.3,2022-08-24
901,1853,Mensual,911.45,2022-01-25
29,712,Semanal,221.64,2022-02-22
1351,572,Semanal,603.81,2020-10-20
2595,1138,Semanal,722.47,2023-03-31
943,1391,Semanal,595.1,2020-09-12
2385,292,Mensual,346.85,2022-05-19
661,833,Semanal,819.21,2021-10-08
1923,632,Semanal,549.41,2021-02-28
1730,1660,Semanal,605.14,2023-10-07
1308,240,Semanal,820.64,2020-08-18
1426,124,Semanal,286.29,2020-09-04
1708,92,Mensual,305.92,2021-08-25
1729,1665,Semanal,690.46,2020-09-12
88,948,Semanal,865.78,2024-01-01
1912,1728,Diario,686.01,2021-11-29
2723,710,Mensual,88.61,2022-02-23
800,1907,Diario,332.32,2022-11-17
898,1413,Semanal,202.3,2021-04-14
1377,1954,Diario,298.06,2022-01-19
293,872,Semanal,480.78,2022-01-28
2549,1379,Mensual,31.2,2023-11-16
637,12,Mensual,487.15,2023-03-19
2735,324,Diario,442.77,2022-02-17
2100,1667,Semanal,583.61,2020-11-15
529,269,Semanal,392.17,2021-06-22
2172,1560,Semanal,433.93,2022-02-20
2769,1293,Semanal,655.29,2022-10-16
2944,1122,Semanal,492.14,2023-04-17
569,1747,Semanal,174.75,2020-08-17
1168,68,Semanal,603.27,2023-04-15
678,226,Diario,452.84,2023-06-20
888,1927,Semanal,66.12,2021-12-20
127,278,Mensual,509.8,2021-03-11
2197,278,Semanal,323.2,2021-04-17
1567,1127,Mensual,208.37,2020-01-21
869,18,Diario,408.34,2020-02-29
71,290,Mensual,920.9,2023-10-14
1317,745,Mensual,957.88,2020-02-06
966,731,Diario,399.92,2021-03-30
2441,27,Semanal,668.81,2022-07-18
2628,234,Semanal,245.79,2023-12-02
439,1008,Mensual,173.22,2020-10-17
2755,1576,Diario,340.13,2023-10-21
2332,1008,Semanal,101.37,2023-03-06
703,478,Mensual,213.21,2023-07-11
450,1694,Diario,127.34,2020-02-19
754,1001,Diario,632.11,2020-04-01
875,1255,Semanal,124.44,2023-07-19
1765,1842,Semanal,224.98,2022-03-25
2609,1905,Diario,962.73,2020-12-27
1554,560,Semanal,944.88,2023-05-01
2122,785,Mensual,481.76,2021-11-22
145,1333,Semanal,878.19,2021-10-26
1758,891,Diario,441.44,2023-09-06
377,462,Mensual,680.06,2021-05-16
2905,850,Mensual,816.08,2023-01-30
2001,1703,Diario,637.99,2022-09-28
2460,949,Semanal,347.44,2022-02-07
2299,1147,Diario,914.36,2020-08-19
2315,291,Diario,193.92,2021-05-24
1291,1913,Diario,509.68,2023-06-01
1234,1793,Mensual,441.1,2022-07-21
1485,933,Mensual,433.72,2020-04-11
2852,1313,Diario,197.18,2023-10-12
2816,1186,Semanal,102.31,2023-04-11
1384,1125,Mensual,886.13,2021-12-27
2714,1758,Diario,929.95,2022-05-13
1589,577,Mensual,708.13,2021-11-12
249,1761,Semanal,134.55,2023-05-30
2718,821,Semanal,681.61,2022-11-13
943,1494,Mensual,459.04,2020-01-24
898,1729,Mensual,475.23,2020-05-18
2304,208,Mensual,867.91,2021-07-03
2497,1546,Diario,757.48,2023-04-15
2729,623,Semanal,535.06,2020-07-21
302,242,Semanal,923.07,2022-02-18
1793,1987,Semanal,920.65,2020-02-24
2329,930,Diario,592.9,2023-03-11
862,1477,Semanal,77.87,2020-04-03
1359,1192,Diario,260.61,2021-07-02
2103,1442,Mensual,152.45,2022-04-27
1423,1734,Diario,748.68,2020-05-12
1052,861,Mensual,280.98,2022-07-26
2157,1673,Mensual,863.34,2020-12-11
1466,588,Mensual,641.26,2021-12-29
345,1202,Mensual,184.35,2023-01-09
1719,1079,Diario,655.83,2021-07-07
2330,389,Semanal,40.48,2021-08-16
1263,1773,Mensual,622.57,2022-08-05
2708,1733,Diario,814.05,2021-08-09
2232,1912,Diario,579.36,2022-11-13
1417,1039,Diario,534.31,2022-05-23
1016,324,Diario,278.26,2020-12-03
2050,1374,Mensual,566.42,2021-11-29
1393,1738,Semanal,459.98,2022-08-23
2885,437,Diario,365.42,2021-02-15
1100,547,Semanal,66.2,2020-11-17
2981,1225,Diario,99.42,2023-03-19
1132,617,Mensual,305.81,2021-06-09
2464,557,Semanal,525.5,2020-04-12
2975,55,Mensual,626.33,2023-08-17
2454,595,Mensual,252.72,2022-10-03
1263,1092,Diario,962.45,2022-09-22
558,1864,Diario,484.9,2023-04-02
2967,539,Mensual,299.14,2023-02-28
1673,1086,Semanal,457.42,2022-06-05
2077,1777,Diario,48.49,2020-09-20
2339,1464,Diario,12.77,2021-12-26
1826,949,Semanal,314.58,2021-02-04
97,252,Diario,799.38,2020-09-08
2775,820,Diario,756.62,2022-11-13
36,523,Mensual,981.97,2020-05-08
2058,1142,Semanal,815.7,2021-02-23
1370,1217,Mensual,806.89,2022-04-06
2029,1405,Diario,147.98,2021-08-07
1986,1191,Semanal,890.86,2021-04-24
2162,435,Semanal,123.98,2020-12-04
2793,1415,Diario,719.78,2023-10-31
2860,758,Diario,246.34,2023-02-17
2314,472,Diario,261.17,2023-07-29
86,925,Mensual,604.98,2021-03-20
101,756,Semanal,77.04,2020-01-10
1135,1317,Diario,606.39,2023-04-24
1620,1306,Diario,426.55,2022-01-14
2223,971,Semanal,153.43,2022-07-29
2416,550,Mensual,228.09,2023-12-13
2206,1016,Mensual,226.39,2023-01-17
2249,1232,Semanal,716.45,2020-04-14
2749,1637,Mensual,431.06,2020-04-24
2831,1024,Diario,248.76,2022-01-30
2107,32,Diario,666.88,2022-03-20
843,1756,Mensual,705.43,2022-02-27
1134,1053,Diario,18.8,2021-05-07
1708,353,Mensual,625.85,2022-10-15
1702,674,Diario,34.39,2020-05-29
2589,726,Diario,448.26,2020-11-08
1531,605,Semanal,714.12,2023-04-16
1143,1641,Diario,375.47,2022-11-23
43,1278,Semanal,239.99,2021-04-11
2776,1450,Diario,844.53,2022-09-30
2991,159,Semanal,929.36,2020-12-27
1486,1535,Semanal,205.79,2020-05-31
111,1693,Diario,764.29,2022-08-05
2259,1586,Mensual,145.76,2023-06-22
1127,621,Semanal,637.59,2023-02-02
1910,318,Diario,624.59,2023-09-21
1659,721,Diario,820.37,2023-08-04
444,845,Mensual,738.81,2022-02-22
950,347,Diario,492.01,2021-01-28
2342,15,Diario,51.9,2020-10-26
2815,1733,Semanal,553.27,2020-06-21
105,465,Diario,130.35,2020-10-07
721,200,Semanal,585.37,2022-11-24
1559,443,Diario,834.9,2023-10-28
2512,820,Diario,384.06,2023-07-03
1707,269,Mensual,162.27,2022-03-23
571,1694,Semanal,360.17,2022-10-02
2947,171,Semanal,501.56,2023-07-18
465,146,Mensual,434.31,2023-11-22
1667,775,Semanal,727.43,2020-06-25
1090,843,Semanal,418.95,2020-05-24
305,951,Diario,870.29,2023-04-29
1152,186,Mensual,382.45,2023-11-13
2796,1929,Diario,548.14,2022-01-20
546,90,Diario,726.38,2022-02-05
2152,1273,Mensual,16.04,2021-12-02
2345,780,Diario,820.77,2022-10-15
673,1446,Mensual,152.91,2022-02-24
2378,1539,Semanal,330.63,2020-04-19
898,1527,Mensual,170.04,2022-02-11
1041,1563,Mensual,740.0,2023-08-07
236,1953,Semanal,742.19,2023-02-03
260,853,Semanal,378.49,2022-05-10
1717,1905,Diario,511.25,2020-12-08
1468,1677,Diario,426.29,2023-03-04
2577,1140,Mensual,175.65,2022-02-08
442,528,Diario,933.62,2022-04-11
2116,1646,Mensual,327.19,2022-02-19
778,1404,Mensual,639.71,2020-05-08
828,477,Semanal,57.31,2023-08-31
375,1469,Mensual,618.42,2023-12-18
2618,554,Semanal,237.65,2021-05-07
2930,976,Semanal,64.79,2020-06-28
578,884,Mensual,643.26,2021-10-08
940,130,Diario,294.45,2023-10-24
1002,745,Mensual,408.83,2022-03-16
2165,1466,Diario,763.28,2023-10-02
398,433,Diario,61.34,2021-01-27
2191,692,Diario,125.1,2023-09-28
864,422,Diario,976.37,2023-12-08
2476,1691,Mensual,947.32,2022-03-23
895,613,Mensual,352.45,2020-04-22
23,1074,Diario,68.66,2021-06-07
2036,832,Diario,483.4,2020-10-19
2626,1800,Semanal,915.91,2022-01-05
2760,342,Diario,59.38,2022-02-16
2994,1642,Mensual,866.33,2022-09-17
442,1160,Mensual,384.89,2022-10-01
584,1412,Semanal,510.7,2022-03-03
1879,447,Semanal,408.19,2022-06-05
2076,1122,Diario,477.16,2022-06-20
216,1727,Mensual,534.15,2020-12-11
845,1135,Mensual,574.83,2021-02-13
1006,204,Semanal,729.09,2023-11-13
1631,1753,Semanal,983.05,2023-02-17
1175,755,Semanal,733.57,2020-10-28
649,355,Mensual,969.99,2023-01-21
2662,567,Mensual,492.19,2023-02-09
117,694,Mensual,918.83,2020-11-06
865,504,Diario,116.48,2020-01-21
2181,726,Semanal,75.51,2021-02-09
319,1729,Diario,936.23,2020-09-18
1309,1688,Diario,752.77,2020-10-19
1555,1084,Semanal,906.98,2020-10-09
1838,1970,Semanal,175.2,2021-04-03
1588,758,Mensual,581.73,2020-07-10
975,1290,Diario,705.05,2021-05-08
2820,1657,Semanal,447.86,2020-05-17
1442,1441,Semanal,905.18,2020-08-18
2099,720,Diario,429.24,2023-02-18
985,1262,Mensual,167.21,2022-08-12
1604,1266,Diario,930.24,2020-06-22
2469,1543,Mensual,62.29,2022-06-08
341,1464,Semanal,849.31,2022-12-04
553,1994,Mensual,307.72,2023-10-23
312,1582,Mensual,660.99,2021-09-02
482,1336,Diario,830.32,2020-12-02
704,663,Mensual,133.17,2021-04-22
1482,1299,Diario,476.81,2020-11-10
1765,1641,Semanal,864.68,2023-10-11
2205,1726,Semanal,802.05,2020-06-05
2553,1847,Semanal,400.14,2022-04-19
2127,1915,Diario,466.42,2020-10-10
2175,1186,Diario,130.19,2022-01-15
1984,764,Semanal,860.07,2021-03-13
462,1729,Mensual,542.74,2022-06-21
2017,1954,Diario,821.68,2023-10-03
1606,1146,Semanal,599.37,2023-06-24
807,992,Diario,176.69,2021-03-09
2743,1799,Semanal,982.55,2020-03-27
1096,1168,Mensual,516.27,2023-04-05
1292,726,Diario,679.79,2020-03-20
103,1224,Semanal,699.65,2023-05-12
969,259,Diario,221.54,2020-08-23
825,1271,Semanal,723.71,2020-02-06
10,1622,Diario,499.7,2023-08-12
2987,402,Mensual,97.18,2022-07-20
563,1026,Diario,380.13,2021-11-17
884,1874,Diario,912.15,2023-05-22
688,256,Mensual,825.64,2022-03-12
1552,1860,Semanal,703.96,2022-01-09
2047,1868,Mensual,927.4,2023-03-03
2483,1403,Semanal,101.67,2023-07-04
810,1171,Diario,874.39,2023-12-04
2420,1928,Mensual,972.15,2020-09-03
2761,682,Semanal,845.79,2023-07-31
2824,159,Diario,52.47,2023-04-11
2822,1129,Semanal,802.94,2023-11-30
2678,629,Mensual,177.76,2023-06-05
363,846,Mensual,550.75,2022-03-14
1687,364,Diario,949.64,2022-03-16
2524,275,Diario,707.46,2020-05-28
2325,729,Mensual,947.04,2023-10-31
1436,1987,Semanal,304.38,2022-07-31
2747,493,Mensual,631.33,2023-06-19
2174,1300,Semanal,787.05,2022-05-06
1974,1885,Mensual,281.44,2021-12-01
282,877,Mensual,283.81,2023-07-27
611,1738,Diario,607.11,2023-08-23
1216,1265,Diario,252.28,2021-08-27
2635,910,Diario,122.35,2020-11-06
1626,1923,Diario,308.66,2023-07-11
2191,1017,Semanal,725.06,2023-09-13
1674,1987,Semanal,630.66,2021-01-16
1879,1792,Semanal,35.02,2023-06-05
2966,1618,Semanal,931.04,2023-03-01
960,1317,Mensual,882.82,2021-12-24
2382,1106,Semanal,689.57,2021-06-02
491,1653,Semanal,622.44,2023-05-23
1447,1933,Diario,514.06,2020-07-21
2140,854,Diario,637.14,2023-11-29
2465,1304,Semanal,243.73,2022-09-29
749,4,Semanal,546.08,2021-06-15
424,412,Semanal,302.28,2023-12-14
597,128,Semanal,58.75,2022-01-15
742,913,Diario,320.27,2020-12-05
1979,221,Semanal,603.09,2023-03-26
2339,248,Diario,209.47,2020-08-09
2796,713,Semanal,620.04,2020-02-17
15,344,Mensual,521.91,2021-07-17
833,913,Diario,686.94,2023-11-24
2316,1635,Mensual,295.39,2020-06-24
2155,1750,Mensual,187.2,2020-09-09
491,348,Diario,248.48,2021-06-24
2978,1649,Semanal,636.37,2021-07-08
2739,1945,Mensual,674.09,2023-11-11
2792,1975,Mensual,58.66,2022-03-03
434,40,Semanal,452.44,2020-10-13
2845,122,Diario,358.47,2022-05-08
2276,136,Mensual,331.9,2022-11-18
214,261,Semanal,566.64,2023-10-08
2246,1780,Diario,982.78,2021-07-17
1471,1553,Mensual,822.34,2022-01-02
1179,1019,Diario,267.53,2021-04-22
1969,1412,Diario,458.82,2022-10-03
118,441,Mensual,718.47,2022-12-11
1828,1274,Mensual,486.76,2023-01-21
1327,65,Semanal,608.47,2023-12-12
845,1821,Mensual,710.2,2020-07-01
2869,368,Diario,558.62,2021-10-01
506,678,Diario,888.33,2023-07-24
2679,1242,Mensual,882.24,2022-01-12
1477,1651,Diario,617.8,2022-08-06
472,1009,Semanal,402.72,2022-01-05
2051,300,Diario,11.99,2022-02-10
2347,1754,Semanal,146.96,2022-09-26
2324,1134,Mensual,428.44,2023-04-01
2158,1035,Mensual,981.15,2021-04-19
575,1439,Semanal,951.63,2020-02-21
1681,1757,Diario,616.52,2023-08-19
519,409,Semanal,599.64,2022-03-21
2202,1503,Mensual,142.92,2022-08-15
163,1016,Semanal,444.39,2020-06-08
1754,656,Mensual,885.98,2021-06-06
1474,122,Diario,877.48,2021-02-23
696,793,Mensual,368.97,2023-05-25
1130,607,Mensual,442.73,2022-10-15
1905,690,Semanal,26.76,2020-01-05
464,275,Mensual,349.86,2020-10-09
1380,1882,Semanal,459.02,2021-06-06
642,543,Semanal,363.77,2021-02-24
810,408,Semanal,432.98,2021-05-27
2487,533,Semanal,519.52,2022-07-22
760,1089,Semanal,722.16,2021-10-20
1483,972,Diario,84.33,2023-05-18
1054,169,Diario,192.72,2020-11-10
324,772,Diario,21.12,2020-11-15
2068,646,Mensual,774.8,2023-01-09
2776,935,Semanal,659.77,2021-03-23
2090,1701,Mensual,20.85,2020-08-06
1639,550,Mensual,65.16,2022-07-24
2663,911,Semanal,935.1,2021-08-23
2765,1772,Semanal,109.2,2020-08-06
1376,1201,Semanal,983.91,2021-09-08
2226,1743,Semanal,737.75,2022-03-20
2679,1779,Semanal,371.76,2022-07-17
2997,1145,Diario,387.18,2021-10-29
1819,859,Diario,42.18,2023-04-07
1524,1160,Mensual,546.67,2021-04-06
2389,1218,Diario,490.32,2020-09-29
1180,1463,Semanal,336.13,2023-03-23
1169,1601,Mensual,623.16,2022-08-30
2980,1218,Diario,460.64,2022-01-22
1075,145,Semanal,71.08,2022-10-24
755,1594,Semanal,200.11,2023-12-07
1081,1506,Diario,985.88,2023-04-22
125,1465,Semanal,929.88,2020-04-11
1218,694,Semanal,328.85,2021-07-28
2094,615,Mensual,178.98,2023-08-16
1070,962,Mensual,100.22,2020-06-21
1872,1408,Diario,706.85,2020-12-31
1267,1354,Diario,788.71,2020-01-24
2534,91,Diario,979.83,2022-07-27
2070,1342,Semanal,132.43,2023-09-17
1028,1034,Mensual,68.79,2021-10-31
2624,535,Semanal,232.34,2021-09-19
561,396,Diario,67.8,2020-10-04
2539,174,Semanal,545.24,2021-02-22
425,1459,Mensual,465.06,2021-06-01
639,420,Mensual,106.52,2020-12-05
2917,1525,Semanal,693.73,2022-09-24
1257,1288,Semanal,207.28,2020-10-26
1286,1856,Mensual,141.3,2020-02-29
1821,729,Mensual,129.22,2021-12-13
2605,1103,Mensual,336.69,2020-10-07
2002,1610,Mensual,348.99,2022-12-03
228,1402,Semanal,539.36,2020-08-23
1597,508,Diario,954.16,2020-12-26
1409,382,Diario,296.93,2021-09-22
1273,153,Semanal,422.31,2022-10-27
2160,20,Mensual,27.34,2023-10-31
1150,1588,Diario,363.74,2022-10-02
2252,325,Diario,232.52,2023-10-10
1182,1747,Semanal,516.58,2020-05-02
1304,519,Diario,926.31,2022-11-27
593,1537,Mensual,435.88,2021-12-05
2630,396,Mensual,401.77,2023-02-21
2152,1242,Semanal,410.27,2020-01-27
2521,657,Diario,142.2,2022-12-31
1959,4,Mensual,860.2,2022-05-21
305,1698,Semanal,535.59,2023-12-18
2206,950,Semanal,594.55,2021-01-29
1020,581,Mensual,502.07,2021-12-04
2598,216,Diario,301.16,2023-03-25
1748,1634,Diario,390.93,2022-08-15
1866,1339,Mensual,554.5,2022-03-28
79,883,Semanal,95.61,2021-10-09
1962,450,Diario,697.04,2022-02-13
2801,1325,Semanal,310.18,2023-02-01
1461,1691,Diario,150.28,2021-07-13
2572,633,Mensual,825.68,2021-08-23
1893,1118,Semanal,233.31,2021-12-22
1186,995,Diario,871.95,2020-09-24
2917,604,Semanal,725.31,2020-02-22
1281,1000,Mensual,621.18,2020-08-15
2726,23,Semanal,517.06,2022-06-20
1617,1957,Diario,869.05,2020-02-27
1269,42,Semanal,780.73,2020-09-29
1719,158,Mensual,530.53,2020-11-14
2085,1340,Semanal,59.6,2023-02-05
931,283,Semanal,513.87,2022-08-30
2803,134,Semanal,428.88,2023-12-01
250,1647,Diario,753.56,2022-01-06
2809,1805,Semanal,980.62,2022-06-28
25,375,Mensual,268.38,2020-07-22
2211,1290,Diario,153.79,2020-03-26
876,312,Semanal,317.22,2022-06-25
464,684,Mensual,748.79,2020-02-06
436,948,Semanal,682.47,2021-05-04
2621,528,Diario,847.51,2020-11-11
978,952,Mensual,255.28,2022-12-12
101,140,Mensual,212.92,2021-11-11
1333,554,Mensual,397.36,2021-12-27
131,98,Semanal,507.9,2022-06-08
1312,467,Mensual,867.95,2023-10-29
2489,491,Semanal,572.08,2023-08-08
2474,252,Semanal,790.69,2022-04-20
1976,370,Diario,566.99,2021-01-12
418,955,Mensual,11.09,2020-02-23
1557,1239,Semanal,557.56,2023-01-12
2884,768,Semanal,69.93,2020-01-19
1507,439,Diario,157.27,2020-12-05
2684,1452,Diario,529.16,2021-02-16
2494,157,Mensual,414.33,2020-09-26
2507,12,Semanal,295.14,2022-07-26
2971,726,Semanal,594.09,2023-08-07
636,542,Diario,466.85,2020-02-16
839,98,Diario,380.81,2023-03-30
821,691,Diario,190.68,2022-05-31
2427,1284,Diario,973.3,2022-05-28
1483,1743,Semanal,19.08,2022-09-12
1415,866,Semanal,31.01,2020-04-06
1637,149,Mensual,313.3,2020-05-18
1689,365,Semanal,373.95,2021-11-06
2078,915,Mensual,102.22,2022-05-07
2046,1895,Semanal,848.92,2021-01-08
1322,1461,Diario,261.01,2020-08-17
2767,987,Mensual,586.01,2023-03-21
2366,202,Semanal,348.46,2021-07-02
297,371,Diario,810.67,2021-12-18
127,1231,Diario,566.7,2020-09-21
367,712,Mensual,340.15,2022-06-15
1380,205,Diario,238.31,2023-10-29
1352,1470,Diario,943.29,2021-08-26
2956,591,Semanal,788.92,2020-12-23
2793,371,Mensual,723.93,2020-09-09
2068,1859,Diario,82.96,2022-06-25
1942,1391,Mensual,962.47,2023-04-19
2309,1303,Diario,63.12,2022-12-15
2249,500,Diario,813.48,2023-09-25
88,65,Diario,292.2,2020-07-12
1547,1630,Diario,620.8,2021-06-26
1167,180,Mensual,105.3,2022-07-08
2810,1828,Mensual,434.28,2021-05-16
139,1151,Semanal,108.36,2020-09-15
939,186,Mensual,196.9,2021-10-05
2843,1014,Mensual,972.38,2023-06-07
2302,1227,Diario,404.68,2022-02-03
1066,1439,Diario,588.07,2022-03-23
366,1023,Diario,237.0,2023-06-11
1429,683,Diario,835.49,2020-09-09
51,558,Semanal,403.55,2021-06-23
2714,1107,Semanal,877.76,2021-10-04
1464,333,Semanal,729.76,2020-10-26
1343,1851,Mensual,214.16,2020-07-20
531,675,Mensual,918.83,2021-03-28
116,686,Mensual,326.18,2021-04-18
2583,1225,Mensual,262.84,2022-03-27
1392,1736,Mensual,599.75,2023-09-16
1968,8,Mensual,601.2,2020-10-12
1604,1252,Mensual,575.41,2022-05-28
2360,207,Mensual,266.74,2020-05-11
460,1862,Diario,78.75,2021-05-23
817,1043,Semanal,649.36,2023-01-16
1562,1448,Semanal,596.73,2021-10-25
2781,444,Semanal,502.88,2021-12-25
1609,1862,Diario,37.07,2023-03-31
2574,45,Semanal,148.23,2021-08-16
2596,1318,Diario,829.25,2021-10-05
2639,835,Diario,440.57,2020-08-26
1940,1326,Mensual,913.7,2020-11-02
2305,1783,Semanal,66.35,2023-10-13
799,802,Semanal,178.09,2023-04-02
2417,63,Semanal,353.0,2021-03-30
594,439,Mensual,288.75,2020-07-16
2176,1476,Semanal,756.25,2020-09-13
518,1581,Mensual,772.93,2022-06-09
268,773,Diario,649.65,2023-06-24
366,1032,Mensual,385.76,2021-07-30
702,1965,Semanal,361.9,2023-10-21
2854,680,Mensual,268.52,2020-11-04
1509,849,Diario,869.23,2020-03-02
2811,201,Semanal,158.12,2021-04-06
1823,83,Mensual,563.88,2022-06-08
94,1561,Diario,222.62,2023-05-24
565,524,Semanal,565.04,2021-07-04
275,1871,Diario,773.86,2022-07-01
516,1269,Diario,156.21,2023-06-10
167,1559,Diario,400.37,2021-10-16
2045,487,Diario,696.86,2022-09-08
961,955,Mensual,282.15,2021-06-18
2942,533,Mensual,692.57,2021-12-14
1072,92,Mensual,516.33,2021-09-08
2735,1650,Mensual,726.07,2022-10-18
612,929,Mensual,208.69,2023-04-06
2989,760,Mensual,911.56,2021-11-29
2933,582,Mensual,341.39,2020-02-07
1084,1950,Mensual,673.93,2023-10-02
1524,122,Semanal,490.87,2022-02-23
1268,935,Semanal,294.16,2022-05-01
1186,1536,Semanal,506.3,2020-07-08
2382,1855,Mensual,374.98,2023-01-04
78,306,Mensual,849.48,2022-01-29
448,1681,Mensual,897.94,2021-08-30
1846,1600,Semanal,20.63,2022-12-31
155,1891,Mensual,380.32,2023-04-01
1150,1031,Diario,921.8,2022-04-21
2171,559,Semanal,422.83,2022-05-24
1065,122,Mensual,768.74,2022-10-21
516,1086,Semanal,659.04,2021-05-09
2721,276,Semanal,102.65,2022-07-31
1122,1927,Diario,94.21,2022-08-24
2298,1194,Semanal,842.57,2021-05-11
309,1065,Mensual,390.12,2020-08-11
1668,362,Mensual,540.92,2023-01-24
2240,1646,Mensual,870.97,2022-03-23
2532,1420,Semanal,857.09,2020-11-29
7,358,Diario,219.57,2021-11-20
2912,1201,Semanal,380.05,2020-05-20
2836,1910,Semanal,340.93,2023-12-02
2873,1841,Mensual,314.5,2022-04-30
421,1175,Diario,63.9,2020-05-15
1478,541,Diario,297.98,2023-10-22
2876,979,Mensual,587.52,2020-08-13
697,831,Mensual,252.63,2022-10-28
135,392,Mensual,663.83,2023-01-18
2283,1964,Diario,220.96,2022-12-05
2755,735,Semanal,572.27,2022-09-07
742,1042,Diario,395.9,2022-12-10
994,504,Semanal,84.25,2020-03-01
115,793,Semanal,432.62,2023-09-23
35,1524,Semanal,748.69,2021-02-05
1505,69,Semanal,523.06,2023-08-31
38,1276,Mensual,300.8,2021-10-29
2730,345,Semanal,230.19,2023-05-27
1752,479,Semanal,822.29,2020-12-13
275,829,Diario,807.71,2020-07-27
433,1027,Semanal,682.76,2022-04-07
2928,53,Diario,215.47,2023-09-30
2086,1531,Semanal,470.67,2021-03-03
2938,522,Mensual,186.76,2020-06-07
1835,474,Diario,641.76,2021-02-21
2153,364,Diario,99.56,2021-03-26
932,1999,Diario,991.77,2020-01-13
402,1660,Mensual,892.74,2023-02-05
2196,37,Semanal,675.67,2023-11-30
1199,518,Diario,254.91,2023-07-22
2236,157,Semanal,14.98,2021-01-21
2417,25,Semanal,903.68,2020-12-15
1014,551,Mensual,884.77,2023-10-14
1303,1810,Diario,261.75,2023-09-06
2811,1964,Semanal,53.75,2022-03-29
2940,557,Semanal,804.23,2022-05-18
1121,642,Diario,623.33,2020-06-19
